VarId		20100	20300	226	20400	20900	21000	21100	21200	21300	21400	21500	20100	20300	20400	20900	21000	21100	21200	21300	21400	21500	20100	20300	20300	238	113	52	502	503	168	172	99	53	98	193	237	164	187	515	516	517	11000000	11000002	11000003	950	6020	601	20000000	901	902	702	700	710	700	6040	6030	6010	10000	10000	8000	8000	8004	8004	8005	8005	8002	8002	950	950	8500	8500	7000	7000	600000	600000	7001	7001	7248	7248	7118	7118	7128	7128	7237	7237	7236	7236	7227	7227	7226	7226	7246	7246	7247	7247	7216	7216	7217	7217	7196	7196	7197	7197	7186	7186	7187	7187	7176	7176	7177	7177	7146	7146	7147	7147	7136	7136	7137	7137	7126	7126	7127	7127	7116	7116	7117	7117	9000	9000	9102	9102	9101	9101	9202	9202	9103	9103	7005	7005	52	52	53	53	172	172	168	168	530	5182	5182	535	5181	5181	5172	5172	533	5171	5171	7004	7004	601	601	99	99	7003	7003	5131	5131	5131	5129	5129	901	901	9201	9201	910	910	620199	620399	620499	620999	621099	621199	621299	621399	621499	621599	620101	620151	620301	620351	620401	620451	621001	621051	620901	620951	621101	621151	621201	621251	621301	621351	621401	621451	621501	621551	651301	651351	651101	651151	651201	651251	651901	651951	652401	652451	651401	651451	652101	652151	651701	651751	651801	651851	4001	4002	4003	4004	4005	4001	4002	4003	4004	4005	525	526	527	528	540	504	505	812	518	520	521	522	523	524
4071906	2025-04-29 20:26:16	110	0.5	0.54246780000000006	15	-0.062375	0	0	671.23659999999995	0	859.63149999999996	13541.84	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	339.3947	16.610859999999999	586.09169999999995	20	-0.062374789999999999	2642	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	4.3885639999999997	0	0	1	0	671.23659999999995	0.5	1.899645	1.4495629999999999	1.899645	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071907	2025-04-29 20:26:46	110	0.5	0.52171639999999997	15	-0.059366000000000002	0	0	510.10509999999999	0	1057.354	13669.200000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	339.48599999999999	16.612220000000001	585.00810000000001	20	-0.059365759999999997	2640.152	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	4.2206849999999996	0	0	0	0	510.10509999999999	0.5	1.899616	1.4493199999999999	1.899616	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071908	2025-04-29 20:27:16	110	0.5	0.57162089999999999	15	-0.062301000000000002	0	0	593.94899999999996	0	839.06110000000001	13645.610000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	340.76459999999997	16.629339999999999	586.03200000000004	20	-0.062301040000000002	2635.5889999999999	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	4.6244129999999997	0	0	1	0	593.94899999999996	0.5	1.8995820000000001	1.4490259999999999	1.8995820000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071909	2025-04-29 20:27:46	110	0.5	0.65264299999999997	15	-0.060906000000000002	0	0	811.32619999999997	0	357.53640000000001	13587.440000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	341.404	16.622309999999999	586.52329999999995	20	-0.060906269999999998	2625.348	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	5.2798809999999996	0	0	0	0	811.32619999999997	0.5	1.8995340000000001	1.448736	1.8995340000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071910	2025-04-29 20:28:16	110	0.5	0.70303439999999995	15	-0.061119	0	0	581.36210000000005	0	984.0992	13784.26	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.04329999999999	16.647939999999998	585.04160000000002	20	-0.061119439999999997	2649.377	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	5.6875479999999996	0	0	1	0	581.36210000000005	0.5	1.899478	1.4484589999999999	1.899478	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071911	2025-04-29 20:28:46	110	0.5	0.65906109999999996	15	-0.060446	0	0	533.5258	0	728.03129999999999	13545.959999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	341.404	16.616040000000002	587.29489999999998	20	-0.060446300000000001	2640.1120000000001	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	5.331804	0	0	0	0	533.5258	0.5	1.899429	1.448191	1.899429	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071912	2025-04-29 20:29:16	110	0.5	0.64416430000000002	15	-0.064133999999999997	0	0	705.86879999999996	0	606.51440000000002	13601.629999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	341.404	16.62743	585.72220000000004	20	-0.064134250000000004	2645.665	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	5.2112889999999998	0	0	1	0	705.86879999999996	0.5	1.8993800000000001	1.4480109999999999	1.8993800000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071913	2025-04-29 20:29:46	110	0.5	0.63022800000000001	15	-0.065393999999999994	0	0	750.15359999999998	0	928.49220000000003	13638.48	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.31729999999999	16.609860000000001	589.03420000000006	20	-0.065394389999999997	2651.4299999999998	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	5.0985440000000004	0	0	0	0	750.15359999999998	0.5	1.899335	1.4477279999999999	1.899335	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071914	2025-04-29 20:30:16	110	0.5	0.61822889999999997	15	-0.060437999999999999	0	0	631.24300000000005	0	675.87959999999998	13617.299999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.13459999999998	16.637129999999999	589.47050000000002	20	-0.060438459999999999	2642.3899999999999	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	5.0014709999999996	0	0	1	0	631.24300000000005	0.5	1.899294	1.447449	1.899294	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071915	2025-04-29 20:30:46	110	0.5	0.60697809999999996	15	-0.060137999999999997	0	0	682.53030000000001	0	542.42439999999999	13740.559999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.68259999999998	16.612819999999999	589.53549999999996	20	-0.060137530000000002	2644.971	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	4.9104520000000003	0	0	0	0	682.53030000000001	0.5	1.8992519999999999	1.447141	1.8992519999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071916	2025-04-29 20:31:16	110	0.5	0.59891799999999995	15	-0.059662	0	0	766.22490000000005	0	722.88909999999998	13652.389999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.68259999999998	16.62302	589.8021	20	-0.059661970000000002	2632.6999999999998	99.003879999999995	0	26.100010000000001	0	1	0	0	0	0	4.8452460000000004	0	0	1	0	766.22490000000005	0.5	1.8992089999999999	1.4468019999999999	1.8992089999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071917	2025-04-29 20:31:46	110	0.5	0.58995330000000001	15	-0.064344999999999999	0	0	790.04280000000006	0	522.60910000000001	13690.629999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.95670000000001	16.606210000000001	589.63779999999997	20	-0.064344499999999999	2640.5749999999998	99.003879999999995	0	26	0	1	0	0	0	0	4.7727219999999999	0	0	0	0	790.04280000000006	0.5	1.8991690000000001	1.4464429999999999	1.8991690000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071918	2025-04-29 20:32:16	110	0.5	0.64663020000000004	15	-0.062897999999999996	0	0	628.36739999999998	0	883.69600000000003	13742.57	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	342.68259999999998	16.629560000000001	586.53700000000003	20	-0.062898250000000003	2633.502	99.003879999999995	0	26	0	1	0	0	0	0	5.2312380000000003	0	0	1	0	628.36739999999998	0.5	1.899119	1.4460949999999999	1.899119	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071919	2025-04-29 20:32:46	110	0.5	0.69529339999999995	15	-0.058384999999999999	0	0	343.74340000000001	0	689.08339999999998	13582.42	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	343.50459999999998	16.606359999999999	589.47389999999996	20	-0.05838525	2640.567	99.003879999999995	0	26	0	1	0	0	0	0	5.6249229999999999	0	0	0	0	343.74340000000001	0.5	1.8990629999999999	1.4456560000000001	1.8990629999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071920	2025-04-29 20:33:16	110	0.5	0.64387850000000002	15	-0.061166999999999999	0	0	607.17930000000001	0	812.64170000000001	13659.209999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	343.68729999999999	16.603090000000002	588.85879999999997	20	-0.06116692	2642.9740000000002	99.003879999999995	0	26	0	1	0	0	0	0	5.2089759999999998	0	0	1	0	607.17930000000001	0.5	1.899014	1.4452389999999999	1.899014	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071921	2025-04-29 20:33:46	110	0.5	0.70773580000000003	15	-0.061896	0	0	610.70550000000003	0	550.52710000000002	13558.66	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	343.96129999999999	16.60022	587.09029999999996	20	-0.061896069999999997	2643.9650000000001	99.003879999999995	0	26	0	1	0	0	0	0	5.7255820000000002	0	0	0	0	610.70550000000003	0.5	1.8989560000000001	1.444798	1.8989560000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071922	2025-04-29 20:34:16	110	0.5	0.65865890000000005	15	-0.059353000000000003	0	0	748.07439999999997	0	665.82470000000001	13667.99	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	343.596	16.636620000000001	587.21510000000001	20	-0.05935315	2638.8629999999998	99.003879999999995	0	26	0	1	0	0	0	0	5.3285499999999999	0	0	1	0	748.07439999999997	0.5	1.8989050000000001	1.444401	1.8989050000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071923	2025-04-29 20:34:46	110	0.5	0.69931259999999995	15	-0.063736000000000001	0	0	685.42100000000005	0	896.55359999999996	13549.379999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	343.41329999999999	16.611529999999998	589.38660000000004	20	-0.063735620000000007	2634.598	99.003879999999995	0	26	0	1	0	0	0	0	5.657438	0	0	0	0	685.42100000000005	0.5	1.8988480000000001	1.4439120000000001	1.8988480000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
