1375623	2025-04-30 10:06:02	87	86.637820000000005	6.1500000000000004	6.1504909999999997	37.999920000000003	37.268520000000002	428.51929999999999	1022.5700000000001	0.060763890000000001	656.82870000000003	3.9100000000000001	3.7916669999999999	1241.779	0.48114699999999999	685.68921899999998	0	28.29861	0	1482.8099999999999	140.47929999999999	165.625	147.4537	345.13889999999998	null	287.09699999999998	932.14649999999995	0	0	null	1.012731	111.45829999999999	10.43113	0	80.266199999999998	-1.2500009999999999	1650	563.03549999999996	16.09468	174.53700000000001	0	361.45830000000001	355.38200000000001	345.65969999999999	534.1146	796.87509999999997	821.18060000000003	-4.7352429999999996	0.01215278	2.824074	2.700977	52.143169999999998	55.092590000000001	70.717590000000001	0.86805549999999998	100	8.5494789999999998	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	64.525459999999995	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	867.952	57.376040000000003	707.27660000000003	0	null	null	null	1.51	null	0	1	0	0	0	432.38909100000001	1	1.410744	2.438234	3.8489779999999998	-0.000252	2.3615680000000001	2.3618199999999998	3.8487260000000001	3.9100000000000001	87	87.029899	6.1500000000000004	6.1514759999999997	37.999920000000003	37.999920000000003	-5.6651629999999997	1028.333723	0.063303999999999999	640.22323100000006	3.8487260000000001	3.8391630000000001	532.04933400000004	1241.6305950000001	707.16057699999999	555.80339600000002	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.803395999999999	10	50	100	10	50	0	100	0.0058900000000000003	3.8391630000000001	87.029899	864.40882999999997	-610555.80928699998	-4.718769	1028.334912	0.059853999999999997	640.23921199999995	3.8489779999999998	3.8399269999999999	532.06237899999996	1242.576988	555.80272500000001	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.802725000000002	10	50	100	10	50	0	100	0.0055019999999999999	3.8399269999999999	87	864.49843099999998	-610555.80822699994	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375624	2025-04-30 10:06:32	87	85.350840000000005	6.1500000000000004	6.1472069999999999	37.999920000000003	37.268520000000002	432.90039999999999	1022.917	0.06481481	652.19910000000004	3.9100000000000001	3.7795139999999998	1261.5830000000001	0.47413699999999998	684.40113899999994	0	28.016490000000001	0	1485.1410000000001	139.38310000000001	165.7407	147.5694	345.13889999999998	null	287.76100000000002	932.14649999999995	0	0	null	1.012731	111.68980000000001	10.41667	0	80.121530000000007	-1.4988429999999999	1650	558.78729999999996	17.231120000000001	174.60419999999999	0	361.28469999999999	355.72919999999999	345.48610000000002	534.375	796.87509999999997	820.83339999999998	-4.9782989999999998	0.01273148	2.8327550000000001	2.7001949999999999	52.143169999999998	55.758099999999999	70.081019999999995	0	100	8.5677079999999997	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	63.512729999999998	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	880.86189999999999	56.523739999999997	699.37519999999995	0	null	null	null	1.51	null	0	1	0	0	0	431.49026400000002	1	1.40334	2.438234	3.841574	-0.000234	2.3205689999999999	2.3208039999999999	3.8413400000000002	3.9100000000000001	87	87.029818000000006	6.1500000000000004	6.1514699999999998	37.999920000000003	37.999920000000003	-2.6936230000000001	1028.5929550000001	0.067340999999999998	634.58781499999998	3.8413400000000002	3.8218860000000001	532.43626700000004	1244.845892	698.29425100000003	555.82309299999997	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.823093	10	50	100	10	50	0	100	0.0058890000000000001	3.8218860000000001	87.029818000000006	864.408818	-610555.82898300001	-1.7336039999999999	1028.594141	0.063904000000000002	634.60376499999995	3.841574	3.822648	532.44927600000005	1245.8059109999999	555.82246799999996	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.822468000000001	10	50	100	10	50	0	100	0.0055019999999999999	3.822648	87	864.49843099999998	-610555.82796999998	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375625	2025-04-30 10:07:02	87	87.108530000000002	6.1500000000000004	6.1491020000000001	37.999920000000003	37.268520000000002	425.38150000000002	1023.264	0.06481481	647.56949999999995	3.9100000000000001	3.7977430000000001	1250.5619999999999	0.48372599999999999	682.88904200000002	0	28.016490000000001	0	1480.9449999999999	138.99459999999999	165.85650000000001	147.4537	345.13889999999998	null	287.26299999999998	932.14649999999995	0	0	null	1.012731	111.2269	10.402200000000001	0	79.832179999999994	-1.4293990000000001	1650	558.80679999999995	17.494499999999999	175.20830000000001	0	361.28469999999999	355.72919999999999	345.3125	534.375	796.87509999999997	820.13890000000004	-4.7699660000000002	0.01273148	2.8356479999999999	2.7011720000000001	52.143169999999998	56.018520000000002	68.75	1.9097219999999999	100	8.5920140000000007	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	61.197920000000003	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	863.40039999999999	57.68777	692.49220000000003	0	null	null	null	1.51	null	0	1	0	0	0	431.46335499999998	1	1.397875	2.438234	3.836109	-0.00026400000000000002	2.3954810000000002	2.3957449999999998	3.8358449999999999	3.9100000000000001	87	87.029988000000003	6.1500000000000004	6.1514769999999999	37.999920000000003	37.999920000000003	-9.5240860000000005	1028.85304	0.067358000000000001	628.92443100000003	3.8358449999999999	3.8348049999999998	532.57531500000005	1238.193763	690.17252699999995	555.83774700000004	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.837747	10	50	100	10	50	0	100	0.0058919999999999997	3.8348049999999998	87.029988000000003	864.40813500000002	-610555.84363799996	-8.5485170000000004	1028.854233	0.063904000000000002	628.94048499999997	3.836109	3.8355709999999998	532.58839799999998	1239.1693310000001	555.837042	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.837041999999997	10	50	100	10	50	0	100	0.0055019999999999999	3.8355709999999998	87	864.49843099999998	-610555.84254400001	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375626	2025-04-30 10:07:32	87	87.064509999999999	6.1500000000000004	6.1501200000000003	37.999920000000003	37.268520000000002	423.48689999999999	1023.958	0.060763890000000001	639.46759999999995	3.9100000000000001	3.8402780000000001	1229.079	0.48334199999999999	681.11559399999999	0	28.55903	0	1485.1410000000001	139.4855	165.7407	147.4537	344.9074	null	288.42500000000001	932.14649999999995	0	0	null	1.012731	111.2269	10.402200000000001	0	79.716430000000003	-1.377316	1650	557.49480000000005	17.200150000000001	175.54400000000001	0	361.28469999999999	355.90280000000001	345.3125	534.375	796.87509999999997	820.13890000000004	-4.7960070000000004	0.01273148	2.8501159999999999	2.701953	52.143169999999998	54.513890000000004	67.303240000000002	0	100	8.5616319999999995	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	60.040509999999998	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	866.45540000000005	57.658619999999999	682.59490000000005	0	null	null	null	1.51	null	0	1	0	0	0	429.89175499999999	1	1.3923140000000001	2.438234	3.8305479999999998	-0.00050500000000000002	2.4177810000000002	2.4182860000000002	3.8300429999999999	3.9100000000000001	87	87	6.1500000000000004	6.1514769999999999	37.999920000000003	37.999920000000003	4.5041250000000002	1029.4593480000001	0.063220999999999999	621.15178400000002	3.8300429999999999	3.8734380000000002	532.70777999999996	1252.3283369999999	679.76643799999999	555.85321899999997	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.853219000000003	10	50	100	10	50	0	100	0.0052940000000000001	3.8734380000000002	87	864.706098	-610555.85851299996	-8.4298500000000001	1029.458952	0.059853999999999997	621.15178400000002	3.8305479999999998	3.8734380000000002	532.70722599999999	1239.394362	555.85187299999996	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.851872999999998	10	50	100	10	50	0	100	0.0055019999999999999	3.8734380000000002	87	864.49843099999998	-610555.85737400001	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375627	2025-04-30 10:08:02	87	86.864620000000002	6.1500000000000004	6.1491639999999999	37.999920000000003	37.268520000000002	448.4119	1023.958	0.067129629999999996	629.05089999999996	3.9100000000000001	3.8038189999999998	1248.473	0.48314000000000001	678.78210999999999	0	28.320309999999999	0	1483.2760000000001	140.2576	165.7407	147.33799999999999	345.25459999999998	null	287.59500000000003	932.14649999999995	0	0	null	1.012731	111.3426	10.402200000000001	0	79.6875	-1.4988429999999999	1650	559.01700000000005	17.05519	175.54400000000001	0	361.28469999999999	356.07639999999998	345.3125	534.89580000000001	797.56949999999995	820.83339999999998	-4.9262160000000002	0.01273148	2.8559030000000001	2.6968749999999999	52.143169999999998	54.716430000000003	66.464119999999994	0	100	8.5737850000000009	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	59.606479999999998	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	866.10019999999997	57.50217	669.52539999999999	0	null	null	null	1.51	null	0	1	0	0	0	430.91975500000001	1	1.386512	2.438234	3.8247460000000002	-0.00018900000000000001	2.2208510000000001	2.2210399999999999	3.824557	3.9100000000000001	87	87.029927000000001	6.1500000000000004	6.1514790000000001	37.999920000000003	37.999920000000003	-10.71462	1029.369467	0.069676000000000002	610.26498000000004	3.824557	3.8312189999999999	533.355908	1237.4096219999999	667.68257700000004	555.86784899999998	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.867849	10	50	100	10	50	0	100	0.0058900000000000003	3.8312189999999999	87.029927000000001	864.40896899999996	-610555.87373899994	-9.7815309999999993	1029.3706569999999	0.066219	610.28100300000006	3.8247460000000002	3.8319830000000001	533.36896200000001	1238.3427119999999	555.867345	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.867345	10	50	100	10	50	0	100	0.0055019999999999999	3.8319830000000001	87	864.49843099999998	-610555.87284600001	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375628	2025-04-30 10:08:32	87	87.009739999999994	6.1500000000000004	6.1539840000000003	37.999920000000003	37.268520000000002	420.4083	1024.306	0.066550929999999994	623.26390000000004	3.9100000000000001	3.8220489999999998	1239.423	0.48314299999999999	676.13127399999996	0	28.64583	0	1480.9449999999999	140.5515	165.7407	147.4537	345.25459999999998	null	287.84399999999999	932.14649999999995	0	0	null	1.012731	111.5741	10.402200000000001	0	79.832179999999994	-1.4120379999999999	1650	563.75070000000005	17.612100000000002	175.1412	0	361.28469999999999	356.07639999999998	345.3125	534.89580000000001	797.56949999999995	820.83339999999998	-4.8177079999999997	0.01215278	2.881945	2.7013669999999999	52.143169999999998	54.079859999999996	65.682869999999994	0	100	8.5798620000000003	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	60.040509999999998	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	864.95389999999998	57.622340000000001	659.08609999999999	0	null	null	null	1.51	null	0	1	0	0	0	430.90899100000001	1	1.3826929999999999	2.438234	3.8209270000000002	-0.00054799999999999998	2.4580090000000001	2.4585569999999999	3.820379	3.9100000000000001	87	87	6.1500000000000004	6.1514769999999999	37.999920000000003	37.999920000000003	5.2885970000000002	1029.6317750000001	0.069008	604.23950400000001	3.820379	3.844843	533.51338899999996	1254.123173	657.41674799999998	555.87899000000004	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.878990000000002	10	50	100	10	50	0	100	0.0052940000000000001	3.844843	87	864.706098	-610555.88428400003	-7.6368460000000002	1029.631378	0.065641000000000005	604.23950400000001	3.8209270000000002	3.844843	533.512835	1241.1977300000001	555.87752799999998	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.877527999999998	10	50	100	10	50	0	100	0.0055019999999999999	3.844843	87	864.49843099999998	-610555.88302900002	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375629	2025-04-30 10:09:02	87	87.005309999999994	6.1500000000000004	6.1505900000000002	37.999920000000003	37.268520000000002	437.45909999999998	1024.653	0.063657409999999998	616.31949999999995	3.9100000000000001	3.8342010000000002	1222.1990000000001	0.48392299999999999	673.34976500000005	0	27.907990000000002	0	1482.8099999999999	140.55719999999999	165.7407	147.4537	345.13889999999998	null	287.92700000000002	932.14649999999995	0	0	null	1.012731	111.9213	10.402200000000001	0	80.092590000000001	-1.3483799999999999	1650	564.68399999999997	17.271830000000001	173.93289999999999	0	361.28469999999999	356.25	345.3125	534.375	797.56949999999995	821.18060000000003	-4.8177079999999997	0.011574070000000001	2.9079860000000002	2.6968749999999999	52.143169999999998	55.179400000000001	64.84375	0	100	8.5737850000000009	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	60.763890000000004	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	868.00980000000004	57.39208	650.89909999999998	0	null	null	null	1.51	null	0	1	0	0	0	431.48488200000003	1	1.376725	2.438234	3.814959	-0.000223	2.284694	2.2849179999999998	3.8147359999999999	3.9100000000000001	87	87.029837999999998	6.1500000000000004	6.1514879999999996	37.999920000000003	37.999920000000003	-13.298920000000001	1029.893996	0.066225000000000006	598.32485799999995	3.8147359999999999	3.851	533.09456	1236.0234740000001	649.60738500000002	555.89403900000002	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.894038999999999	10	50	100	10	50	0	100	0.0058869999999999999	3.851	87.029837999999998	864.41117199999997	-610555.89992600004	-12.489367	1029.895178	0.062746999999999997	598.340823	3.814959	3.8517619999999999	533.10756900000001	1236.8330269999999	555.89344300000005	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.893442999999998	10	50	100	10	50	0	100	0.0055019999999999999	3.8517619999999999	87	864.49843099999998	-610555.89894400002	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375630	2025-04-30 10:09:32	87	87.356189999999998	6.1500000000000004	6.147875	37.999920000000003	37.268520000000002	430.47300000000001	1025	0.063657409999999998	614.58330000000001	3.9100000000000001	3.828125	1244.279	0.48478599999999999	670.54958399999998	0	27.235240000000001	0	1482.8099999999999	140.43289999999999	165.85650000000001	147.5694	345.0231	null	287.42899999999997	932.14649999999995	0	0	null	1.012731	112.6157	10.43113	0	80.237269999999995	-1.487269	1650	558.56790000000001	15.919930000000001	171.91900000000001	0	361.11110000000002	356.25	344.96530000000001	534.375	795.83339999999998	821.52779999999996	-4.8871529999999996	0.01215278	2.9282409999999999	2.7029299999999998	52.143169999999998	55.700229999999998	64.727999999999994	0	100	8.5798620000000003	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	64.380780000000001	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	860.06359999999995	57.851779999999998	645.11000000000001	0	null	null	null	1.51	null	0	1	0	0	0	430.62372699999997	1	1.3701950000000001	2.438234	3.8084289999999998	-0.00028899999999999998	2.342381	2.34267	3.8081399999999999	3.9100000000000001	87	87.022198000000003	6.1500000000000004	6.1514749999999996	37.999920000000003	37.999920000000003	-14.899202000000001	1030.1569010000001	0.066171999999999995	595.67513799999995	3.8081399999999999	3.8399990000000002	533.20872899999995	1234.9068580000001	645.71143099999995	555.91162699999995	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.911627000000003	10	50	100	10	50	0	100	0.0057369999999999999	3.8399990000000002	87.022198000000003	864.48514499999999	-610555.91736399999	-17.520174999999998	1030.157682	0.062746999999999997	595.68702399999995	3.8084289999999998	3.8405659999999999	533.21826899999996	1232.2858859999999	555.86007099999995	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.910856000000003	10	50	100	10	50	0	100	0.0055019999999999999	3.8405659999999999	87	864.49843099999998	-610555.86557300005	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375631	2025-04-30 10:10:02	87	86.796909999999997	6.1500000000000004	6.1479290000000004	37.999920000000003	37.268520000000002	434.26209999999998	1025	0.059027780000000002	611.68979999999999	3.9100000000000001	3.828125	1233.0170000000001	0.482624	667.76807099999996	0	26.584199999999999	0	1485.1410000000001	139.26070000000001	165.85650000000001	147.5694	344.9074	null	287.678	932.14649999999995	0	0	null	1.012731	112.6157	10.402200000000001	0	79.947909999999993	-1.4120379999999999	1650	558.91499999999996	17.25966	176.21530000000001	0	361.11110000000002	356.25	345.3125	534.375	795.48609999999996	821.52779999999996	-4.7526039999999998	0.01273148	2.9513889999999998	2.6976559999999998	52.143169999999998	55.700229999999998	64.351849999999999	1.6493059999999999	100	8.5798620000000003	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	62.355319999999999	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	866.90309999999999	57.425049999999999	643.1694	1	null	null	null	1.51	null	0	1	0	0	0	432.36217299999998	1	1.3659399999999999	2.438234	3.8041740000000002	-0.00064800000000000003	2.3087610000000001	2.309409	3.8035260000000002	3.9100000000000001	87	87	6.1500000000000004	6.1524999999999999	37.999920000000003	37.999920000000003	4.2057200000000003	1030.0717440000001	0.063800999999999997	592.01947800000005	3.8035260000000002	3.8406090000000002	533.32198900000003	1254.9990539999999	643.74965299999997	555.28636700000004	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.923929999999999	10	50	99.362437	10	50	0	100	0.0051500000000000001	3.8406090000000002	87	864.84985300000005	-600555.29151699995	-17.653794000000001	1030.071072	0.058117000000000002	592.01947800000005	3.8041740000000002	3.8406090000000002	533.32105100000001	1233.139539	555.23116200000004	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.922201999999999	10	50	99.362437	10	50	0	100	0.0055019999999999999	3.8406090000000002	87	864.49843099999998	-600555.23666299996	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375632	2025-04-30 10:10:32	83	86.680809999999994	6.1500000000000004	6.1496339999999998	37.999920000000003	37.268520000000002	436.09739999999999	1025.694	0.061342590000000002	605.90279999999996	3.9100000000000001	3.8098960000000002	1229.6969999999999	0.48163	664.78121299999998	0	28.29861	0	1482.8099999999999	139.16810000000001	165.85650000000001	147.5694	345.0231	null	286.93099999999998	932.14649999999995	0	0	null	1.012731	112.2685	10.37326	0	79.716430000000003	-1.400463	1650	559.5566	19.032889999999998	173.46299999999999	0	361.11110000000002	356.59719999999999	345.3125	534.1146	796.52779999999996	821.52779999999996	-4.8611110000000002	0.01215278	2.9542830000000002	2.6996090000000001	52.143169999999998	54.60069	64.84375	2.4305560000000002	100	8.5373269999999994	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	60.329859999999996	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	867.60299999999995	57.404510000000002	641.97149999999999	1	null	null	null	1.51	null	0	1	0	0	0	431.83471800000001	1	1.360398	2.438234	3.798632	-0.00015899999999999999	2.2769170000000001	2.277075	3.7984740000000001	3.9100000000000001	83	83.099999999999994	6.1500000000000004	6.1524999999999999	37.999920000000003	37.999920000000003	-42.916488000000001	1030.6727040000001	0.066402000000000003	586.45699100000002	3.7984740000000001	3.8196560000000002	533.11114399999997	1208.7764810000001	642.40862700000002	554.65320599999995	0.55555600000000005	0.44417299999999998	0	0	150	10	0	0	34.937404000000001	10	50	99.278622999999996	10	50	0	100	-0.074438000000000004	3.8196560000000002	83.099999999999994	905.43847400000004	-598604.57876800001	-18.338538	1030.6773310000001	0.060432	586.51056300000005	3.798632	3.8222109999999998	533.15566999999999	1233.3544320000001	555.158548	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.936981000000003	10	50	99.288843	10	50	0	100	-0.076161000000000006	3.8222109999999998	83	906.16100600000004	-598555.08238699997	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
1375633	2025-04-30 10:11:02	83	83.303370000000001	6.2000000000000002	6.1988820000000002	39.999920000000003	40.219909999999999	439.7681	1026.0419999999999	0.076388890000000001	607.06020000000001	3.9100000000000001	3.8342010000000002	1245.008	0.46329900000000002	662.03703900000005	0	28.125	0	1485.1410000000001	139.66399999999999	165.85650000000001	147.33799999999999	345.0231	null	288.75700000000001	933.14340000000004	0	0	null	1.012731	112.2685	10.402200000000001	0	79.571749999999994	-1.6550929999999999	1650	565.96180000000004	17.131810000000002	171.98609999999999	0	361.11110000000002	356.59719999999999	345.48610000000002	534.1146	797.22230000000002	821.18060000000003	-4.9739579999999997	0.01273148	2.9253469999999999	2.6970700000000001	52.143169999999998	54.079859999999996	64.727999999999994	0.54976849999999999	100	8.53125	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	59.172449999999998	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	910.17920000000004	55.167789999999997	641.1807	1	null	null	null	1.51	null	0	1	0	0	0	432.46981799999998	1	1.3547940000000001	2.438234	3.7930280000000001	-0.000192	2.2427269999999999	2.2429190000000001	3.7928359999999999	3.9100000000000001	83	83.099999999999994	6.2000000000000002	6.2024999999999997	39.999920000000003	39.919919999999998	-36.945954999999998	1030.9360959999999	0.082252000000000006	587.11390800000004	3.7928359999999999	3.839877	533.21568300000001	1215.944166	642.62773800000002	554.86970899999994	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.952437000000003	10	50	99.359506999999994	10	50	0	100	-0.081796999999999995	3.839877	83.099999999999994	912.79677200000003	-596684.86791200005	-12.408416000000001	1030.9407220000001	0.075479000000000004	587.194255	3.7930280000000001	3.8437070000000002	533.26020900000003	1240.4817049999999	555.32675300000005	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.951925000000003	10	50	99.374827999999994	10	50	0	100	-0.083528000000000005	3.8437070000000002	83	913.52816900000005	-596555.32322499994	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	1	1
1375634	2025-04-30 10:11:32	83	81.707409999999996	6.2000000000000002	6.2028869999999996	39.999920000000003	40.219909999999999	425.49990000000003	1026.0419999999999	0.070023150000000006	607.06020000000001	3.9100000000000001	3.7673610000000002	1233.46	0.45360200000000001	659.40487099999996	0	27.86458	0	1480.9449999999999	140.9385	165.85650000000001	147.5694	345.13889999999998	null	289.58699999999999	933.14340000000004	0	0	null	1.012731	112.5	10.402200000000001	0	79.803240000000002	-1.481482	1650	565.79380000000003	16.571169999999999	169.63659999999999	0	361.11110000000002	356.77080000000001	345.48610000000002	534.89580000000001	797.22230000000002	821.52779999999996	-4.9045139999999998	0.015625	2.8993060000000002	2.701953	52.143169999999998	55.295140000000004	64.293980000000005	0.028935180000000001	100	8.4826390000000007	null	1.5700000000000001	98.719999999999999	2.6000000000000001	0.14000000000000001	1.27	59.606479999999998	5.0700000000000003	1.48	10.98	7.6500000000000004	67.200000000000003	10.42	66.709999999999994	3.4300000000000002	0.64000000000000001	1.96	8099	927.00009999999997	54.110869999999998	639.55330000000004	1	null	null	null	1.51	null	0	1	0	0	0	432.19532700000002	1	1.3501380000000001	2.438234	3.788373	0.000164	2.3519939999999999	2.3518300000000001	3.7885369999999998	3.9100000000000001	83	83.099999999999994	6.2000000000000002	6.201505	39.999920000000003	39.919919999999998	-42.814687999999997	1030.848833	0.073637999999999995	587.25902799999994	3.7885369999999998	3.7701250000000002	534.12138000000004	1211.2027969999999	641.302907	554.48390500000005	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.963901999999997	10	50	99.080500999999998	10	50	0	100	-0.08165	3.7701250000000002	83.099999999999994	912.650351	-606682.73072700005	-9.5498809999999992	1030.8537269999999	0.069112999999999994	587.33936800000004	3.788373	3.7739549999999999	534.16627600000004	1244.4676030000001	555.06016	0.55555600000000005	0.44444400000000001	0	0	150	10	0	0	34.96434	10	50	99.095821000000001	10	50	0	100	-0.083528000000000005	3.7739549999999999	83	913.52816900000005	-606555.05663200002	89	87	1	6.25	5.9500000000000002	1	38	26	1	1290	1210	1050	840	0.12	0.050000000000000003	480	360	1.8999999999999999	1.3999999999999999	4.2999999999999998	3.7000000000000002	550	530	880	770	1	1	1	0	1
