980314	2025-05-01 00:27:57	28.571719999999999	74.71902	6.1630269999999996	182.86259999999999	1428.5609999999999	9.8486189999999993	41.000050000000002	7.5952799999999998	36.167000000000002	24.770019999999999	2932	17	18.37679	64.430760000000006	0	2.1294680000000001	7.4810030000000003	0	8.0654640000000004	28.088239999999999	0	0	94.224869999999996	90.895349999999993	68.981650000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1516.4797040000001	53.076248	30	30	74	74	6.1630269999999996	6.1630269999999996	182.86259999999999	182.76259999999999	1426.963544	9.8821370000000002	41.00938	7.6207229999999999	36.226970999999999	24.706935999999999	3755.8917029999998	10.356097	597	797894.95999999996	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.8648109999999	50.495494000000001	-800492.26000000001	1427.0855979999999	9.8750499999999999	40.996414999999999	7.6164880000000004	36.223345999999999	24.710615000000001	3752.5688369999998	10.380499	797854.95999999996	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.9666030000001	50.498887000000003	-800452.26000000001	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980315	2025-05-01 00:28:27	28.348929999999999	74.743499999999997	6.1051580000000003	181.4759	1425.9670000000001	9.5147700000000004	41.202590000000001	7.4216730000000002	35.834159999999997	24.774360000000001	2932	17	18.404389999999999	64.864440000000002	0	2.1524030000000001	7.6034680000000003	0	7.8556900000000001	27.53209	0	0	94.224869999999996	90.883030000000005	69.212940000000003	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.819497	53.399529000000001	30	30	74	74	6.1051580000000003	6.1051580000000003	181.4759	181.3759	1426.8241800000001	9.8522060000000007	41.211919999999999	7.447883	35.894222999999997	24.719128000000001	3752.966731	10.377383	597	798449.64000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.97101	50.499034000000002	-801046.93999999994	1426.9462349999999	9.8451190000000004	41.198954999999998	7.4436489999999997	35.890597999999997	24.722807	3757.8273220000001	10.341620000000001	798409.64000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.0728019999999	50.502426999999997	-801006.93999999994	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980316	2025-05-01 00:28:57	28.565059999999999	74.716009999999997	6.191961	181.2328	1425.0719999999999	10.848089999999999	40.652830000000002	7.4216730000000002	35.986730000000001	24.747229999999998	2932	17	18.412479999999999	64.306330000000003	0	2.1088179999999999	7.3774649999999999	0	8.0437630000000002	28.316210000000002	0	0	93.921059999999997	90.809110000000004	68.500979999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.515999	52.984870000000001	30	30	74	74	6.191961	6.191961	181.2328	181.1328	1426.657453	9.9196530000000003	40.66216	7.4486369999999997	36.046861999999997	24.716995000000001	3758.1850690000001	10.338735	487	798546.88	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.1549090000001	50.471829999999997	-801034.18000000005	1426.779507	9.9125650000000007	40.649194999999999	7.4444020000000002	36.043236999999998	24.720673999999999	3758.7249219999999	10.334742	798506.88	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.2566999999999	50.475223	-800994.18000000005	30	25	0	73	65	0	8	5	1	180	175	1	487	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980317	2025-05-01 00:29:27	28.439540000000001	74.717699999999994	6.1572399999999998	181.6011	1426.874	9.7031480000000006	40.797499999999999	7.4650749999999997	35.904620000000001	24.727329999999998	2932	17	18.393699999999999	64.859700000000004	0	2.1178180000000002	7.4660169999999999	0	7.928026	27.674289999999999	0	0	94.007869999999997	90.727800000000002	69.245230000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.341228	53.24774	30	30	74	74	6.1572399999999998	6.1572399999999998	181.6011	181.50110000000001	1426.688271	9.9434229999999992	40.806829999999998	7.4917769999999999	35.963954000000001	24.718184000000001	3759.097706	10.331861	597	798399.56000000006	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.3987569999999	50.479959000000001	-800996.85999999999	1426.810326	9.9363349999999997	40.793864999999997	7.4875420000000004	35.960329000000002	24.721862000000002	3757.3308000000002	10.34493	798359.56000000006	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.5005470000001	50.483351999999996	-800956.85999999999	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980318	2025-05-01 00:29:57	28.352969999999999	74.728740000000002	6.1688140000000002	181.71539999999999	1429.2329999999999	10.04388	41.000050000000002	7.2046650000000003	35.557639999999999	24.808029999999999	2932	17	18.352550000000001	64.866439999999997	0	2.159198	7.6374849999999999	0	7.8412230000000003	27.496079999999999	0	0	93.83426	90.632720000000006	69.432950000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1517.3849749999999	53.517673000000002	30	30	74	74	6.1688140000000002	6.1688140000000002	181.71539999999999	181.61539999999999	1426.9463619999999	9.9326220000000003	41.00938	7.2286149999999996	35.614051000000003	24.731750000000002	3757.7318949999999	10.341889	487	798353.83999999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.922928	50.497430999999999	-800841.14000000001	1427.0684160000001	9.9255329999999997	40.996414999999999	7.2243810000000002	35.610425999999997	24.735427999999999	3756.922967	10.347864	798313.83999999997	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.024717	50.500824000000001	-800801.14000000001	30	25	0	73	65	0	8	5	1	180	175	1	487	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980319	2025-05-01 00:30:27	28.485050000000001	74.727329999999995	6.1688140000000002	181.86150000000001	1429.1510000000001	9.9610280000000007	41.636600000000001	7.5952799999999998	36.080329999999996	24.753589999999999	2932	17	18.302160000000001	64.455830000000006	0	2.1246559999999999	7.4757280000000002	0	8.05823	28.068439999999999	0	0	93.704059999999998	90.542370000000005	69.217349999999996	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1517.9931979999999	53.290874000000002	30	30	74	74	6.1688140000000002	6.1688140000000002	181.86150000000001	181.76150000000001	1427.1128169999999	9.9191780000000005	41.64593	7.6209189999999998	36.137618000000003	24.749305	3757.2805840000001	10.345039	597	798295.40000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.921008	50.530700000000003	-800892.69999999995	1427.2348710000001	9.9120880000000007	41.632964999999999	7.6166850000000004	36.133992999999997	24.752983	3756.3513370000001	10.351896	798255.40000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1516.0227970000001	50.534092999999999	-800852.69999999995	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980320	2025-05-01 00:30:57	28.389500000000002	74.725629999999995	6.1630269999999996	182.22649999999999	1428.1690000000001	9.4001509999999993	41.14472	7.5952799999999998	35.984780000000001	24.780100000000001	2932	17	18.39545	64.678020000000004	0	2.1383589999999999	7.4904789999999997	0	7.8556900000000001	27.831499999999998	0	0	93.790859999999995	90.492829999999998	69.084040000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.837387	53.394297000000002	30	30	74	74	6.1630269999999996	6.1630269999999996	182.22649999999999	182.12649999999999	1427.3072709999999	9.9085470000000004	41.154049999999998	7.6207750000000001	36.041378999999999	24.769539999999999	3756.7398349999999	10.34886	597	798149.40000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.485623	50.516187000000002	-800746.69999999995	1427.4293259999999	9.9014559999999996	41.141084999999997	7.6165399999999996	36.037754	24.773218	3754.98306	10.361800000000001	798109.40000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.587411	50.519579999999998	-800706.69999999995	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980321	2025-05-01 00:31:27	28.62867	74.733779999999996	6.174601	181.42339999999999	1426.4179999999999	10.967689999999999	41.202590000000001	7.5952799999999998	36.223950000000002	24.760719999999999	2932	17	18.372299999999999	64.31223	0	2.1619760000000001	7.574357	0	8.094398	28.113420000000001	0	0	93.747450000000001	90.44923	68.770449999999997	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.709777	52.943772000000003	30	30	74	74	6.174601	6.174601	181.42339999999999	181.32339999999999	1427.3849990000001	10.018684	41.211919999999999	7.6214870000000001	36.280614999999997	24.773966000000001	3755.3813650000002	10.358755	486.93771900000002	798470.64000000001	20	20	99.937719000000001	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.7531449999999	50.525105000000003	-800957.87771899998	1427.507053	10.011592	41.198954999999998	7.6172519999999997	36.276989999999998	24.777645	3758.0369690000002	10.339171	798430.64000000001	20	20	99.961359000000002	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.854932	50.528497999999999	-800917.90135900001	30	25	0	73	65	0	8	5	1	180	175	1	486.96135900000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980322	2025-05-01 00:31:57	28.600059999999999	74.721530000000001	6.1572399999999998	181.21209999999999	1425.924	9.7295339999999992	41.347259999999999	7.1178619999999997	35.717919999999999	24.700230000000001	2932	17	18.396709999999999	64.368939999999995	0	2.1451129999999998	7.5007869999999999	0	8.05823	28.130279999999999	0	0	93.530450000000002	90.328699999999998	68.698740000000001	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.105202	52.940629999999999	30	30	74	74	6.1572399999999998	6.1572399999999998	181.21209999999999	181.1121	1427.3966350000001	9.9916470000000004	41.356589999999997	7.1483509999999999	35.777670999999998	24.774194000000001	3758.3997810000001	10.336240999999999	597	798555.16000000003	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.9260420000001	50.530867999999998	-801152.45999999996	1427.518689	9.9845539999999993	41.343625000000003	7.1441150000000002	35.774045999999998	24.777871999999999	3758.8198240000002	10.333133999999999	798515.16000000003	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1516.027828	50.534261000000001	-801112.45999999996	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980323	2025-05-01 00:32:27	28.376190000000001	74.712040000000002	6.1051580000000003	181.3852	1425.922	9.6893080000000005	40.710700000000003	7.2046650000000003	35.580860000000001	24.622810000000001	2932	17	18.395109999999999	64.975070000000002	0	2.1253989999999998	7.4923789999999997	0	7.8556900000000001	27.532550000000001	0	0	93.530450000000002	90.276709999999994	69.336519999999993	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.1580280000001	53.324919000000001	30	30	74	74	6.1051580000000003	6.1051580000000003	181.3852	181.2852	1427.224271	10.013417	40.720030000000001	7.2368389999999998	35.641477000000002	24.776779000000001	3759.196402	10.330271	596.95527600000003	798485.92000000004	20	20	99.955275999999998	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.950507	50.498350000000002	-801083.17527600005	1427.3463260000001	10.006323999999999	40.707065	7.2326040000000003	35.637850999999998	24.780457999999999	3758.1657829999999	10.337901	798445.92000000004	20	20	99.978921	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.0522920000001	50.501742999999998	-801043.198921	30	25	0	73	65	0	8	5	1	180	175	1	596.97892100000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980324	2025-05-01 00:32:57	28.457719999999998	74.749369999999999	6.1688140000000002	181.38730000000001	1426.146	10.713340000000001	40.855370000000001	7.3348699999999996	35.792589999999997	24.914059999999999	2932	17	18.331379999999999	64.457809999999995	0	2.1549149999999999	7.577623	0	7.9714270000000003	27.964559999999999	0	0	93.487049999999996	90.209900000000005	68.970789999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.8853810000001	53.232844	30	30	74	74	6.1688140000000002	6.1688140000000002	181.38730000000001	181.28729999999999	1427.0310899999999	10.087217000000001	40.864699999999999	7.3688479999999998	35.854183999999997	24.788294	3758.5550619999999	10.334943000000001	486.70927699999999	798485.07999999996	20	20	99.709277	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.03071	50.501024000000001	-798972.08927700005	1427.1531440000001	10.080123	40.851734999999998	7.3646120000000002	35.850558999999997	24.791972000000001	3758.169715	10.337795	798445.07999999996	20	20	99.732924999999994	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.132494	50.504415999999999	-798932.11292500002	30	25	0	73	65	0	8	5	1	180	175	1	486.73292500000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980325	2025-05-01 00:33:27	28.43834	74.745270000000005	6.2266830000000004	181.85929999999999	1426.0609999999999	9.393777	41.000050000000002	7.2480669999999998	35.686410000000002	24.934819999999998	2932	17	18.3917	64.658619999999999	0	2.1620210000000002	7.6013580000000003	0	7.8846239999999996	27.740010000000002	0	0	93.31344	90.145390000000006	69.071129999999997	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.689662	53.227074999999999	30	30	74	74	6.2266830000000004	6.2266830000000004	181.85929999999999	181.7593	1426.803817	10.044622	41.00938	7.2818949999999996	35.747318	24.803274999999999	3758.5499279999999	10.334909	596.85125900000003	798296.28000000003	20	20	99.851258999999999	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.9639079999999	50.498797000000003	-800893.43125899998	1426.9258709999999	10.037527000000001	40.996414999999999	7.2776589999999999	35.743692000000003	24.806954000000001	3756.3898370000002	10.350865000000001	798256.28000000003	20	20	99.874909000000002	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.0656919999999	50.502189999999999	-800853.45490899996	30	25	0	73	65	0	8	5	1	180	175	1	596.874909	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980326	2025-05-01 00:33:57	28.289020000000001	74.698120000000003	6.134093	181.9622	1425.3040000000001	10.52787	41.289389999999997	7.2480669999999998	35.537089999999999	24.835239999999999	2932	17	18.265989999999999	64.517939999999996	0	2.167341	7.617292	0	7.8556900000000001	27.86477	0	0	93.31344	90.101939999999999	69.273700000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.3433170000001	53.531134000000002	30	30	74	74	6.134093	6.134093	181.9622	181.8622	1426.7435439999999	10.135375	41.298720000000003	7.2813210000000002	35.596921999999999	24.808810000000001	3756.7978859999998	10.347763	486.54875099999998	798255.12	20	20	99.548750999999996	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.3760649999999	50.512535	-798741.96875100001	1426.8655980000001	10.128278999999999	41.285755000000002	7.2770859999999997	35.593297	24.812487999999998	3756.031254	10.353415999999999	798215.12	20	20	99.572404000000006	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.4778470000001	50.515928000000002	-798701.99240400002	30	25	0	73	65	0	8	5	1	180	175	1	486.57240400000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980327	2025-05-01 00:34:28	28.55846	74.744190000000003	6.1456670000000004	181.95310000000001	1425.268	10.36604	40.652830000000002	7.2480669999999998	35.806530000000002	24.897259999999999	2932	17	18.36299	64.435040000000001	0	2.1734040000000001	7.6177539999999997	0	8.022062	27.947209999999998	0	0	93.356840000000005	90.059389999999993	68.769869999999997	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.379979	52.992351999999997	30	30	74	74	6.1456670000000004	6.1456670000000004	181.95310000000001	181.85310000000001	1426.761362	10.090586999999999	40.66216	7.2839650000000002	35.868059000000002	24.822448999999999	3756.438236	10.350291	486.69804299999998	798258.76000000001	20	20	99.698042999999998	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.535206	50.484507000000001	-798745.75804300001	1426.8834159999999	10.083489999999999	40.649194999999999	7.2797289999999997	35.864434000000003	24.826128000000001	3756.094748	10.352824999999999	798218.76000000001	20	20	99.721699000000001	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.636988	50.487900000000003	-798705.78169900004	30	25	0	73	65	0	8	5	1	180	175	1	486.721699	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980328	2025-05-01 00:34:58	28.372199999999999	74.689089999999993	6.2035349999999996	181.791	1424.55	9.3379110000000001	40.710700000000003	7.3782719999999999	35.750480000000003	24.876909999999999	2932	17	18.408460000000002	64.831050000000005	0	2.1586919999999998	7.5709999999999997	0	7.8050550000000003	27.597950000000001	0	0	93.096429999999998	90.016940000000005	68.979900000000001	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1511.688731	53.280631	30	30	74	74	6.2035349999999996	6.2035349999999996	181.791	181.691	1426.55009	10.056330000000001	40.720030000000001	7.4161760000000001	35.813152000000002	24.836047000000001	3756.476177	10.349807999999999	596.81223299999999	798323.59999999998	20	20	99.812233000000006	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.378506	50.479284	-798920.71223299997	1426.6721439999999	10.049232999999999	40.707065	7.4119400000000004	35.809525999999998	24.839725999999999	3756.710877	10.348079	798283.59999999998	20	20	99.835891000000004	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.4802870000001	50.482675999999998	-798880.73589100002	30	25	0	73	65	0	8	5	1	180	175	1	596.83589099999995	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980329	2025-05-01 00:35:28	28.518699999999999	74.692250000000001	6.1109450000000001	182.27850000000001	1427.6199999999999	10.968439999999999	41.491930000000004	7.0310589999999999	35.549759999999999	24.78923	2932	17	18.401579999999999	64.618260000000006	0	2.1167530000000001	7.4503009999999996	0	8.0003609999999998	27.931439999999998	0	0	92.922820000000002	89.903180000000006	69.069370000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1517.3171789999999	53.20429	30	30	74	74	6.1109450000000001	6.1109450000000001	182.27850000000001	182.17850000000001	1426.4034529999999	10.139405999999999	41.501260000000002	7.0719029999999998	35.614364000000002	24.834337999999999	3757.0969829999999	10.345186999999999	486.53531199999998	798128.59999999998	20	20	99.535312000000005	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.328835	50.510961000000002	-798615.43531199999	1426.5255070000001	10.132308	41.488295000000001	7.067666	35.610737999999998	24.838017000000001	3754.8760739999998	10.361549	798088.59999999998	20	20	99.558972999999995	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.4306160000001	50.514353999999997	-798575.45897299994	30	25	0	73	65	0	8	5	1	180	175	1	486.55897299999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980330	2025-05-01 00:35:58	28.572369999999999	74.803600000000003	6.1861750000000004	182.29329999999999	1428.5920000000001	9.389526	40.855370000000001	7.5518780000000003	36.124250000000004	24.869980000000002	2932	17	18.423310000000001	64.555800000000005	0	2.16317	7.6031279999999999	0	7.9858950000000002	27.841069999999998	0	0	92.966220000000007	89.831100000000006	68.936400000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.963487	53.056973999999997	30	30	74	74	6.1861750000000004	6.1861750000000004	182.29329999999999	182.19329999999999	1426.352635	10.086321	40.864699999999999	7.5935480000000002	36.189008999999999	24.844919000000001	3755.2618339999999	10.358426	596.71226200000001	798122.68000000005	20	20	99.712261999999996	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.4079850000001	50.480266	-798719.69226200006	1426.4746889999999	10.079222	40.851734999999998	7.5893119999999996	36.185383000000002	24.848597999999999	3754.8276510000001	10.361621	798082.68000000005	20	20	99.735926000000006	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.509765	50.483659000000003	-798679.71592600003	30	25	0	73	65	0	8	5	1	180	175	1	596.73592599999995	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980331	2025-05-01 00:36:28	28.152180000000001	74.748810000000006	6.1688140000000002	182.0924	1426.8330000000001	10.42671	40.913240000000002	7.2480669999999998	35.400239999999997	24.851849999999999	2932	17	18.36449	65.416539999999998	0	2.1562329999999998	7.6764140000000003	0	7.6314479999999998	26.907050000000002	0	0	92.922820000000002	89.746539999999996	70.018510000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.2987720000001	53.825273000000003	30	30	74	74	6.1688140000000002	6.1688140000000002	182.0924	181.9924	1426.23118	10.178077	40.92257	7.2867610000000003	35.461883	24.851441999999999	3755.205289	10.358824	486.40640999999999	798203.04000000004	20	20	99.406409999999994	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.4600399999999	50.482000999999997	-798689.74641000002	1426.353235	10.170977000000001	40.909604999999999	7.2825249999999997	35.458257000000003	24.855119999999999	3755.5869699999998	10.356018000000001	798163.04000000004	20	20	99.430076	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.561819	50.485393999999999	-798649.77007600002	30	25	0	73	65	0	8	5	1	180	175	1	486.43007599999999	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980332	2025-05-01 00:36:58	28.36336	74.728769999999997	6.2035349999999996	182.1446	1425.1759999999999	10.05612	41.810209999999998	7.4216730000000002	35.785029999999999	24.838889999999999	2932	17	18.395440000000001	64.763279999999995	0	2.1194549999999999	7.4768330000000001	0	7.8484559999999997	27.759889999999999	0	0	92.879429999999999	89.707250000000002	69.217849999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.4242830000001	53.393684	30	30	74	74	6.2035349999999996	6.2035349999999996	182.1446	182.0446	1426.118271	10.093902999999999	41.819540000000003	7.4601649999999999	35.845917999999998	24.858547999999999	3755.9620850000001	10.353101000000001	486.68699099999998	798182.16000000003	20	20	99.686991000000006	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.4361240000001	50.514536999999997	-798669.14699100005	1426.2403260000001	10.086802	41.806575000000002	7.4559290000000003	35.842292	24.862227000000001	3755.3865660000001	10.357340000000001	798142.16000000003	20	20	99.710660000000004	10	5	5	0	0	100	100	100	5	1	0	0	1	1515.537902	50.51793	-798629.17065999995	30	25	0	73	65	0	8	5	1	180	175	1	486.71066000000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980333	2025-05-01 00:37:28	28.332599999999999	74.759219999999999	6.1861750000000004	182.17189999999999	1424.8299999999999	9.5201270000000005	40.855370000000001	7.2480669999999998	35.580660000000002	24.918810000000001	2932	17	18.381309999999999	64.934799999999996	0	2.1679330000000001	7.6141870000000003	0	7.7833540000000001	27.45102	0	0	92.922820000000002	89.656679999999994	69.273499999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.3809180000001	53.379531999999998	30	30	74	74	6.1861750000000004	6.1861750000000004	182.17189999999999	182.0719	1426.0188169999999	10.073555000000001	40.864699999999999	7.2857700000000003	35.640315999999999	24.878419000000001	3755.770246	10.354429	596.754818	798171.23999999999	20	20	99.754818	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.0949000000001	50.469830000000002	-798768.29481800005	1426.1408710000001	10.066452999999999	40.851734999999998	7.2815339999999997	35.636690000000002	24.882097999999999	3755.28883	10.357974	798131.23999999999	20	20	99.778490000000005	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.196678	50.473222999999997	-798728.31848999998	30	25	0	73	65	0	8	5	1	180	175	1	596.77849000000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980334	2025-05-01 00:37:58	28.54776	74.797349999999994	6.1283060000000003	181.6754	1424.326	10.44585	40.913240000000002	7.3348699999999996	35.882629999999999	24.71828	2932	17	18.400780000000001	64.550659999999993	0	2.1466210000000001	7.539453	0	8.0003609999999998	27.909890000000001	0	0	92.749210000000005	89.588939999999994	68.824730000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.677342	52.987602000000003	30	30	74	74	6.1283060000000003	6.1283060000000003	181.6754	181.5754	1425.873726	10.140993999999999	40.92257	7.3714060000000003	35.940736000000001	24.887098000000002	3755.666694	10.354977	486.53001899999998	798369.83999999997	20	20	99.530018999999996	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.1011590000001	50.470039	-798856.67001899995	1425.99578	10.133891999999999	40.909604999999999	7.3671699999999998	35.937111000000002	24.890777	3757.1657749999999	10.343928	798329.83999999997	20	20	99.553692999999996	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.2029359999999	50.473430999999998	-798816.69369300001	30	25	0	73	65	0	8	5	1	180	175	1	486.55369300000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980335	2025-05-01 00:38:28	28.37032	74.753489999999999	6.2324700000000002	181.42250000000001	1424.761	9.6691439999999993	40.710700000000003	7.2480669999999998	35.618389999999998	24.75723	2932	17	18.394179999999999	64.922569999999993	0	2.1204499999999999	7.484121	0	7.8556900000000001	27.593309999999999	0	0	92.705820000000003	89.501499999999993	69.252290000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.1112840000001	53.299056	30	30	74	74	6.2324700000000002	6.2324700000000002	181.42250000000001	181.32249999999999	1425.7478169999999	10.044539	40.720030000000001	7.2815770000000004	35.673358999999998	24.872841000000001	3757.546241	10.341015000000001	596.85153700000001	798471	20	20	99.851536999999993	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.6012350000001	50.453375000000001	-799068.15153699997	1425.8698710000001	10.037436	40.707065	7.2773409999999998	35.669733000000001	24.876518999999998	3758.1240240000002	10.336746	798431	20	20	99.875214	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.7030110000001	50.456766999999999	-799028.17521400005	30	25	0	73	65	0	8	5	1	180	175	1	596.87521400000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980336	2025-05-01 00:38:58	28.562719999999999	74.734979999999993	6.1456670000000004	181.6593	1426.347	9.7872579999999996	41.694470000000003	7.1612640000000001	35.723979999999997	24.760459999999998	2932	17	18.32619	64.223500000000001	0	2.1565970000000001	7.5498859999999999	0	8.0799310000000002	28.22663	0	0	92.749210000000005	89.458960000000005	68.693539999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.0975289999999	53.044581999999998	30	30	74	74	6.1456670000000004	6.1456670000000004	181.6593	181.55930000000001	1425.773817	10.079155999999999	41.703800000000001	7.1956020000000001	35.779094999999998	24.85699	3758.5119669999999	10.333686	596.73614699999996	798376.28000000003	20	20	99.736147000000003	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.924902	50.497497000000003	-798973.31614699995	1425.8958709999999	10.072051999999999	41.690835	7.1913669999999996	35.775469999999999	24.860668	3757.2393539999998	10.343094000000001	798336.28000000003	20	20	99.759827000000001	10	5	5	0	0	100	100	100	5	1	50	60	1	1515.0266770000001	50.500889000000001	-798933.33982700005	30	25	0	73	65	0	8	5	1	180	175	1	596.75982699999997	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
