980337	2025-05-01 00:39:28	28.12471	74.712100000000007	6.134093	182.33709999999999	1428.1079999999999	10.144590000000001	40.94218	7.1178619999999997	35.242570000000001	24.913229999999999	2932	17	18.266300000000001	64.85548	0	2.1618569999999999	7.6865899999999998	0	7.6965500000000002	27.457930000000001	0	0	92.532210000000006	89.428920000000005	69.816149999999993	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1516.390654	53.916668000000001	30	30	74	74	6.134093	6.134093	182.33709999999999	182.2371	1426.028726	10.042728	40.951509999999999	7.1490340000000003	35.294409000000002	24.864080000000001	3757.6308509999999	10.340164	486.857573	798105.16000000003	20	20	99.857573000000002	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.172497	50.472417	-798592.31757299998	1426.1507799999999	10.035622999999999	40.938544999999998	7.1447979999999998	35.290782999999998	24.867757999999998	3754.6891569999998	10.361841999999999	798065.16000000003	20	20	99.881255999999993	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.274271	50.475808999999998	-798552.34125599999	30	25	0	73	65	0	8	5	1	180	175	1	486.88125600000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980338	2025-05-01 00:39:58	28.3431	74.763819999999996	6.134093	182.31389999999999	1426.241	9.4062249999999992	40.363489999999999	6.9876579999999997	35.330750000000002	24.844069999999999	2932	17	18.325980000000001	64.536159999999995	0	2.1252589999999998	7.4823649999999997	0	7.891858	27.981470000000002	0	0	92.445400000000006	89.366330000000005	69.073369999999997	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.9638319999999	53.380322999999997	30	30	74	74	6.134093	6.134093	182.31389999999999	182.2139	1426.11718	9.9542590000000004	40.372819999999997	7.0189789999999999	35.382159999999999	24.859245000000001	3755.061072	10.358919999999999	597	798114.43999999994	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.41535	50.447178000000001	-800711.73999999999	1426.239235	9.9471539999999994	40.359855000000003	7.0147440000000003	35.378534000000002	24.862922999999999	3754.770458	10.361058999999999	798074.43999999994	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.5171230000001	50.450570999999997	-800671.73999999999	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980339	2025-05-01 00:40:28	28.419589999999999	74.761049999999997	6.0877980000000003	182.23949999999999	1427.1610000000001	10.278499999999999	40.855370000000001	7.1612640000000001	35.580849999999998	24.784279999999999	2932	17	18.332319999999999	64.562349999999995	0	2.1737060000000001	7.6503930000000002	0	7.9135580000000001	27.78726	0	0	92.402000000000001	89.26634	69.163510000000002	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.335761	53.320112999999999	30	30	74	74	6.0877980000000003	6.0877980000000003	182.23949999999999	182.1395	1426.354544	10.038565	40.864699999999999	7.1930529999999999	35.632092999999998	24.850823999999999	3755.1760199999999	10.358021000000001	486.87144899999998	798144.19999999995	20	20	99.871448999999998	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.3680429999999	50.478935	-798631.37144899997	1426.476598	10.031459	40.851734999999998	7.1888170000000002	35.628467000000001	24.854502	3755.079189	10.358734999999999	798104.19999999995	20	20	99.895137000000005	10	5	5	0	0	100	100	100	5	1	0	0	1	1514.4698149999999	50.482326999999998	-798591.39513700001	30	25	0	73	65	0	8	5	1	180	175	1	486.89513699999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980340	2025-05-01 00:40:58	28.53772	74.763469999999998	6.1977479999999998	182.2056	1425.7360000000001	9.6250140000000002	40.623899999999999	7.2046650000000003	35.74239	24.63156	2932	17	18.435970000000001	64.691069999999996	0	2.144787	7.5251000000000001	0	7.9569599999999996	27.783829999999998	0	0	92.402000000000001	89.233750000000001	68.886750000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.8036440000001	53.010669999999998	30	30	74	74	6.1977479999999998	6.1977479999999998	182.2056	182.10560000000001	1426.1832710000001	9.9151299999999996	40.633229999999998	7.2358529999999996	35.792555999999998	24.836490000000001	3755.4520379999999	10.355883	597	798157.76000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.75809	50.458602999999997	-800755.06000000006	1426.3053259999999	9.908023	40.620265000000003	7.2316180000000001	35.788930999999998	24.840167999999998	3755.201947	10.357725	798117.76000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.859862	50.461995000000002	-800715.06000000006	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980341	2025-05-01 00:41:28	28.485389999999999	74.695080000000004	6.1572399999999998	182.17859999999999	1428.0409999999999	9.9160120000000003	41.289389999999997	7.1612640000000001	35.646650000000001	24.63129	2932	17	18.319859999999998	64.467860000000002	0	2.1217670000000002	7.434698	0	8.0437630000000002	28.097439999999999	0	0	92.271799999999999	89.191000000000003	69.027370000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1516.2645090000001	53.229551000000001	30	30	74	74	6.1572399999999998	6.1572399999999998	182.17859999999999	182.07859999999999	1426.13318	9.9617090000000008	41.298720000000003	7.1921559999999998	35.695996000000001	24.814791	3755.56862	10.354756	597	798168.56000000006	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.5980159999999	50.486601	-800765.85999999999	1426.2552350000001	9.9546010000000003	41.285755000000002	7.1879210000000002	35.692369999999997	24.818469	3755.2923930000002	10.356790999999999	798128.56000000006	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.699787	50.489992999999998	-800725.85999999999	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980342	2025-05-01 00:41:58	28.373360000000002	74.719350000000006	6.1688140000000002	182.38839999999999	1425.539	9.8447189999999996	41.434060000000002	7.2046650000000003	35.578029999999998	24.795179999999998	2932	17	18.366679999999999	64.774919999999995	0	2.1871619999999998	7.7365579999999996	0	7.8195220000000001	27.488530000000001	0	0	92.228399999999993	89.165279999999996	69.289079999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.043177	53.361434000000003	30	30	74	74	6.1688140000000002	6.1688140000000002	182.38839999999999	182.2884	1426.0155440000001	9.9073139999999995	41.443390000000001	7.2329350000000003	35.624583999999999	24.809639000000001	3755.699255	10.353808000000001	597	798084.64000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.6089030000001	50.486963000000003	-800681.93999999994	1426.137598	9.9002049999999997	41.430425	7.2286999999999999	35.620958999999999	24.813317999999999	3754.526617	10.362434	798044.64000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.7106739999999	50.490355999999998	-800641.93999999994	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980343	2025-05-01 00:42:28	28.559349999999998	74.745519999999999	6.215109	181.27160000000001	1424.74	9.3930089999999993	41.086849999999998	7.5518780000000003	36.111229999999999	24.840900000000001	2932	17	18.394079999999999	64.449200000000005	0	2.1576749999999998	7.5570019999999998	0	8.0075950000000002	27.9938	0	0	92.054789999999997	89.067220000000006	68.751369999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.386814	52.955925999999998	30	30	74	74	6.215109	6.215109	181.27160000000001	181.17160000000001	1425.9759079999999	9.8454920000000001	41.096179999999997	7.5775860000000002	36.155017999999998	24.809822	3754.9049089999999	10.359321	597	798531.35999999999	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.056255	50.468541999999999	-801128.66000000003	1426.0979620000001	9.8383819999999993	41.083215000000003	7.5733519999999999	36.151392999999999	24.813500000000001	3758.750751	10.33095	798491.35999999999	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.1580240000001	50.471933999999997	-801088.66000000003	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980344	2025-05-01 00:42:58	28.44586	74.800299999999993	6.174601	181.10400000000001	1424.702	10.364330000000001	40.566029999999998	7.1612640000000001	35.607129999999998	24.706420000000001	2932	17	18.38663	64.789460000000005	0	2.1239780000000001	7.4642169999999997	0	7.9352590000000003	27.74633	0	0	92.011390000000006	89.017009999999999	69.045680000000004	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.508589	53.171484	30	30	74	74	6.174601	6.174601	181.10400000000001	181.00399999999999	1425.9642710000001	9.9209990000000001	40.575360000000003	7.1865800000000002	35.650039999999997	24.790514000000002	3759.1284390000001	10.328122	487	798598.40000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1513.4237519999999	50.447457999999997	-801085.69999999995	1426.0863260000001	9.9138889999999993	40.562395000000002	7.1823449999999998	35.646414999999998	24.794191999999999	3759.3839250000001	10.326231	798558.40000000002	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1513.525521	50.450851	-801045.69999999995	30	25	0	73	65	0	8	5	1	180	175	1	487	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980345	2025-05-01 00:43:28	28.435110000000002	74.763310000000004	6.2035349999999996	181.9933	1425.598	9.5497490000000003	40.508159999999997	7.2480669999999998	35.683169999999997	24.644449999999999	2932	17	18.365770000000001	64.584860000000006	0	2.1919420000000001	7.6875119999999999	0	7.8773900000000001	27.727620000000002	0	0	91.881190000000004	88.973590000000002	68.884180000000001	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.4528069999999	53.189624000000002	30	30	74	74	6.2035349999999996	6.2035349999999996	181.9933	181.89330000000001	1426.0799079999999	9.8381799999999995	40.517490000000002	7.2719379999999996	35.724299999999999	24.783802000000001	3759.7808169999998	10.323060999999999	597	798242.68000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.3746269999999	50.445821000000002	-800839.97999999998	1426.2019620000001	9.8310700000000004	40.504525000000001	7.2677040000000002	35.720675	24.787479999999999	3756.0403289999999	10.350711	798202.68000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.4763949999999	50.449213	-800799.97999999998	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980346	2025-05-01 00:43:58	28.442519999999998	74.694890000000001	6.2035349999999996	182.07550000000001	1425.9059999999999	9.5338930000000008	41.578740000000003	7.4216730000000002	35.864190000000001	24.649889999999999	2932	17	18.410440000000001	64.424610000000001	0	2.132984	7.4625320000000004	0	7.8990910000000003	28.112870000000001	0	0	91.794380000000004	88.933580000000006	68.709909999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.142145	53.235160999999998	30	30	74	74	6.2035349999999996	6.2035349999999996	182.07550000000001	181.97550000000001	1426.1839990000001	9.8247809999999998	41.588070000000002	7.446504	35.905596000000003	24.774044	3756.4067669999999	10.347785	597	798209.80000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.8473140000001	50.494909999999997	-800807.09999999998	1426.306053	9.8176690000000004	41.575105000000001	7.4422699999999997	35.901971000000003	24.777722000000001	3755.7172129999999	10.352867	798169.80000000005	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1514.949081	50.498303	-800767.09999999998	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980347	2025-05-01 00:44:28	28.299939999999999	74.754859999999994	6.1977479999999998	182.2278	1424.6110000000001	10.27665	40.652830000000002	7.2480669999999998	35.548009999999998	24.647670000000002	2932	17	18.435829999999999	65.108400000000003	0	2.1096940000000002	7.414587	0	7.7544190000000004	27.47701	0	0	91.664180000000002	88.85369	69.193569999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.3839989999999	53.441243999999998	30	30	74	74	6.1977479999999998	6.1977479999999998	182.2278	182.12780000000001	1426.0261800000001	9.8677969999999995	40.66216	7.2703420000000003	35.586683999999998	24.76379	3756.0882320000001	10.350080999999999	487	798148.88	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1513.5185750000001	50.450619000000003	-800636.18000000005	1426.1482350000001	9.8606839999999991	40.649194999999999	7.266108	35.583058999999999	24.767468000000001	3755.133096	10.357113999999999	798108.88	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1513.6203410000001	50.454011000000001	-800596.18000000005	30	25	0	73	65	0	8	5	1	180	175	1	487	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980348	2025-05-01 00:44:58	28.403839999999999	74.762020000000007	6.3019119999999997	182.7706	1426.211	9.4410710000000009	40.247750000000003	7.3348699999999996	35.738709999999998	24.669350000000001	2932	17	18.336819999999999	64.454989999999995	0	2.175163	7.6464879999999997	0	7.891858	27.898520000000001	0	0	91.750979999999998	88.815619999999996	69.053160000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.6434959999999	53.254894	30	30	74	74	6.3019119999999997	6.3019119999999997	182.7706	182.67060000000001	1425.8537260000001	9.8025939999999991	40.257080000000002	7.3567340000000003	35.776488000000001	24.741619	3755.5377990000002	10.353935	597	797931.76000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1512.732143	50.424405	-800529.06000000006	1425.97578	9.7954810000000005	40.244115000000001	7.3525	35.772863000000001	24.745297999999998	3753.1025960000002	10.371822999999999	797891.76000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1512.8339080000001	50.427796999999998	-800489.06000000006	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980349	2025-05-01 00:45:28	28.413709999999998	74.762100000000004	6.2787649999999999	182.72229999999999	1425.777	9.7045729999999999	40.652830000000002	7.5952799999999998	36.008989999999997	24.708469999999998	2932	17	18.357250000000001	64.478859999999997	0	2.1429049999999998	7.5218680000000004	0	7.9135580000000001	27.999279999999999	0	0	91.794380000000004	88.799710000000005	69.082499999999996	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.038722	53.250304999999997	30	30	74	74	6.2787649999999999	6.2787649999999999	182.72229999999999	182.6223	1425.8115439999999	9.8282240000000005	40.66216	7.6145170000000002	36.043970000000002	24.729292000000001	3753.4858789999998	10.368868000000001	597	797951.07999999996	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.229867	50.440995999999998	-800548.38	1425.9335980000001	9.8211099999999991	40.649194999999999	7.6102829999999999	36.040346	24.732970000000002	3753.2899459999999	10.370305999999999	797911.07999999996	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.3316319999999	50.444387999999996	-800508.38	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980350	2025-05-01 00:45:58	28.3431	74.687709999999996	6.215109	183.1131	1425.932	9.9757979999999993	40.768569999999997	7.3782719999999999	35.72137	24.534400000000002	2932	17	18.262969999999999	64.363619999999997	0	2.1087030000000002	7.4398730000000004	0	7.9714270000000003	28.1965	0	0	91.750979999999998	88.799689999999998	69.182370000000006	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.441339	53.397170000000003	30	30	74	74	6.215109	6.215109	183.1131	183.01310000000001	1425.6998169999999	9.7993410000000001	40.777900000000002	7.3962430000000001	35.754710000000003	24.706575000000001	3753.6593800000001	10.367368000000001	597	797794.76000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.217003	50.440567000000001	-800392.06000000006	1425.8218710000001	9.7922259999999994	40.764935000000001	7.3920089999999998	35.751086000000001	24.710253999999999	3751.7982229999998	10.381000999999999	797754.76000000001	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.318767	50.443959	-800352.06000000006	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980351	2025-05-01 00:46:28	28.378440000000001	74.721990000000005	6.3308470000000003	182.66849999999999	1427.028	9.3685539999999996	40.68177	7.2046650000000003	35.583100000000002	24.709779999999999	2932	17	18.324750000000002	64.199430000000007	0	2.1618339999999998	7.605531	0	7.891858	28.195039999999999	0	0	91.577380000000005	88.756990000000002	68.917630000000003	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.9926350000001	53.350101000000002	30	30	74	74	6.3308470000000003	6.3308470000000003	182.66849999999999	182.5685	1425.8172709999999	9.7755229999999997	40.691099999999999	7.2227249999999996	35.616284	24.713685999999999	3752.198875	10.377903	597	797972.59999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.2049099999999	50.440164000000003	-800569.90000000002	1425.9393259999999	9.7684069999999998	40.678134999999997	7.2184910000000002	35.612659999999998	24.717365000000001	3753.5057569999999	10.368331	797932.59999999998	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.3066739999999	50.443556000000001	-800529.90000000002	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980352	2025-05-01 00:46:58	28.395800000000001	74.682410000000004	6.255617	182.6317	1426.74	10.94984	41.231520000000003	7.3348699999999996	35.730670000000003	24.612010000000001	2932	17	18.384450000000001	64.644760000000005	0	2.1194860000000002	7.4555230000000003	0	7.891858	27.899719999999999	0	0	91.664180000000002	88.635270000000006	69.148380000000003	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1515.902826	53.384754999999998	30	30	74	74	6.255617	6.255617	182.6317	182.5317	1425.698999	9.8692930000000008	41.240850000000002	7.3547419999999999	35.765222000000001	24.711933999999999	3753.8729039999998	10.365411999999999	487	797987.31999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1513.8933300000001	50.463110999999998	-800474.62	1425.8210529999999	9.8621780000000001	41.227885000000001	7.3505079999999996	35.761597999999999	24.715612	3753.633347	10.367172	797947.31999999995	20	20	100	10	5	5	0	0	100	100	100	5	1	0	0	1	1513.9950940000001	50.466503000000003	-800434.62	30	25	0	73	65	0	8	5	1	180	175	1	487	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980353	2025-05-01 00:47:28	28.330100000000002	74.708439999999996	6.2440429999999996	182.10470000000001	1424.538	9.3439720000000008	41.231520000000003	7.3348699999999996	35.664969999999997	24.55707	2932	17	18.346689999999999	64.740949999999998	0	2.1277159999999999	7.4812919999999998	0	7.8556900000000001	27.777760000000001	0	0	91.577380000000005	88.54477	69.167479999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.0400179999999	53.372208999999998	30	30	74	74	6.2440429999999996	6.2440429999999996	182.10470000000001	182.00470000000001	1425.6079990000001	9.8233630000000005	41.240850000000002	7.3546880000000003	35.699294999999999	24.690287000000001	3754.0145120000002	10.364210999999999	597	798198.12	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.7347540000001	50.457825	-800795.42000000004	1425.730053	9.8162479999999999	41.227885000000001	7.350454	35.69567	24.693966	3755.6326159999999	10.352318	798158.12	20	20	100	10	5	5	0	0	100	100	100	5	1	50	60	1	1513.836517	50.461216999999998	-800755.42000000004	30	25	0	73	65	0	8	5	1	180	175	1	597	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
