1010224	2025-04-30 01:22:46	91.707490000000007	100	21.831009999999999	220.65369999999999	2879.04	20.149629999999998	29.929739999999999	31.732939999999999	123.4098	0.55554049999999999	2866	20	201.73060000000001	75.271889999999999	75.439999999999998	82.105530000000002	82	13.722799999999999	13.800000000000001	14.968640000000001	15	2.925726	2.6822180000000002	3	2.7599999999999998	80	21.512730000000001	-1.0224249999999999	43.45073	51.792580000000001	73.220240000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8899780000000002	3095.4575829999999	33.753596000000002	92	92	47	47.009988	22.26502	22.26502	220.65369999999999	220.4537	2875.2221880000002	21.260475	30.099982000000001	35.646869000000002	126.947785	0.50423399999999996	2930.0867079999998	20.017797999999999	185.524315	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.789321000000001	1	71.118921	0	-0.92000000000000004	1	0	null	null	0	-802538.82824299997	2875.8469329999998	20.733288000000002	30.093533999999998	32.312756999999998	124.45846	0.63509899999999997	2894.1087809999999	20.646685999999999	185.77653100000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.941088000000001	58.411988000000001	1	71.055867000000006	0	-0.92000000000000004	1	0	null	null	0	-802538.32894299994	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.90824299999997	537.40894300000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010225	2025-04-30 01:23:16	92.066929999999999	100	22.062480000000001	219.52529999999999	2880.2710000000002	19.70722	30.242229999999999	32.201160000000002	124.2681	0.55554049999999999	2866	20	211.45259999999999	75.557980000000001	75.439999999999998	82.068460000000002	82	13.82672	13.800000000000001	15.0181	15	2.913332	2.6822180000000002	3	2.7599999999999998	80	22.019079999999999	-1.1051770000000001	43.452210000000001	51.792580000000001	73.109120000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.859118	3104.293173	33.717787000000001	92	92	47	47.009867999999997	22.062480000000001	22.062480000000001	219.52529999999999	219.7253	2876.5339479999998	21.205192	30.108461999999999	35.554540000000003	126.96276	0.70226900000000003	2886.8872860000001	20.781618000000002	186.41065599999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.868873000000001	58.331029000000001	1	70.897335999999996	0	-0.92000000000000004	1	0	null	null	0	-802446.45057099999	2876.02466	20.693534	30.106159000000002	32.318784000000001	124.54756399999999	0.63465199999999999	2938.5653379999999	19.857766000000002	186.26578599999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.885340999999997	1	70.933554000000001	0	-0.92000000000000004	1	0	null	null	0	-802380.50556099997	799908.43333300005	799841.76666700002	96	92	1	55	47	1	32	22	1	225	220	1	537.09723799999995	537.818894	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010226	2025-04-30 01:23:46	92.252809999999997	100	22.236090000000001	221.26140000000001	2878.837	20.511600000000001	29.686689999999999	30.827670000000001	123.0805	0.55554049999999999	2866	20	169.35300000000001	75.590680000000006	75.439999999999998	81.938540000000003	82	13.979900000000001	13.800000000000001	15.153890000000001	15	2.9074610000000001	2.6822180000000002	3	2.7599999999999998	80	22.308420000000002	-1.137005	43.446089999999998	51.792580000000001	73.331339999999997	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9925329999999999	3071.07942	33.289819999999999	92	92	47	47.009988	22.236090000000001	22.236090000000001	221.26140000000001	221.06139999999999	2875.0113700000002	21.239528	30.077885999999999	35.572006999999999	126.787718	0.50378699999999998	2947.213612	19.713933999999998	185.03505999999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.971640000000001	1	71.241235000000003	0	-0.92000000000000004	1	0	null	null	0	-802539.13287500001	2875.6361149999998	20.712457000000001	30.071438000000001	32.238607000000002	124.298821	0.63465199999999999	2870.0722329999999	21.065885999999999	185.28727699999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.700721999999999	58.160468999999999	1	71.178180999999995	0	-0.92000000000000004	1	0	null	null	0	-802537.95937199995	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	538.21287500000005	537.03937199999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010227	2025-04-30 01:24:16	92.06823	100	21.874410000000001	221.78219999999999	2877.8560000000002	20.793130000000001	30.172789999999999	30.412099999999999	122.4803	0.55554049999999999	2866	20	194.96000000000001	75.192490000000006	75.439999999999998	81.71763	82	14.193519999999999	13.800000000000001	15.3681	15	2.9141629999999998	2.6822180000000002	3	2.7599999999999998	80	21.874410000000001	-1.200661	43.435720000000003	51.792580000000001	73.109120000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	3.027355	3090.0330979999999	33.562424999999998	92	92	47	47.009979999999999	21.874410000000001	21.924410000000002	221.78219999999999	221.5822	2874.782177	21.262505999999998	30.068413	35.423602000000002	126.49758799999999	0.50381200000000004	2878.7708429999998	20.923051000000001	184.53795700000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.787708000000002	58.246169000000002	1	71.365510999999998	0	-0.92000000000000004	1	0	null	null	0	-802462.72938899999	2875.2633879999998	20.735983000000001	30.061968	32.093643	124.011132	0.63465199999999999	2849.4706110000002	21.421603999999999	184.790131	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.494706000000001	57.947037999999999	1	71.302466999999993	0	-0.92000000000000004	1	0	null	null	0	-802412.074211	799924.41000000003	799874.41000000003	96	92	1	55	47	1	32	22	1	225	220	1	537.39938900000004	536.74421099999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010228	2025-04-30 01:24:46	91.836619999999996	100	22.120349999999998	222.38980000000001	2877.8400000000001	21.114879999999999	29.651969999999999	32.204700000000003	124.2115	0.55554049999999999	2866	20	179.76939999999999	75.479029999999995	75.439999999999998	82.144720000000007	82	13.724069999999999	13.800000000000001	14.936070000000001	15	2.919089	2.6822180000000002	3	2.7599999999999998	80	22.221620000000001	-1.1051770000000001	43.441079999999999	51.792580000000001	73.294300000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8516530000000002	3077.9220289999998	33.515192999999996	92	92	47	47.009988	22.120349999999998	22.120349999999998	222.1294	221.92939999999999	2874.6986430000002	21.316966000000001	30.062104000000001	35.465297	126.271041	0.50378699999999998	2858.1939579999998	21.279503999999999	184.97982400000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.581940000000003	58.032297999999997	1	71.255043999999998	0	-0.92000000000000004	1	0	null	null	0	-802537.78928100003	2875.3233879999998	20.789971999999999	30.055655999999999	32.132368999999997	123.78242899999999	0.63465199999999999	2835.7468279999998	21.656866000000001	185.23204000000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.357467999999997	57.805880000000002	1	71.191990000000004	0	-0.92000000000000004	1	0	null	null	0	-802537.27533800004	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.869281	536.35533799999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010229	2025-04-30 01:25:16	91.851910000000004	100	22.062480000000001	218.65729999999999	2878.8110000000001	21.195319999999999	29.999179999999999	33.377760000000002	125.22969999999999	0.55554049999999999	2866	20	175.86330000000001	75.420670000000001	75.439999999999998	82.082859999999997	82	13.74901	13.800000000000001	14.9975	15	2.9195190000000002	2.6822180000000002	3	2.7599999999999998	80	22.062480000000001	-1.009693	43.431669999999997	51.792580000000001	72.775800000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7518899999999999	3076.7442609999998	33.496791000000002	92	92	47	47.009867999999997	22.062480000000001	22.062480000000001	218.65729999999999	218.85730000000001	2876.5298539999999	21.306141	30.073740999999998	35.426926999999999	126.327156	0.70226699999999997	2828.6074899999999	21.793046	185.053371	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.286074999999997	57.724173	1	71.236656999999994	0	-0.92000000000000004	1	0	null	null	0	-802156.26690499997	2876.0205700000001	20.794705	30.071438000000001	32.192534000000002	123.91275400000001	0.63465199999999999	2972.8064450000002	19.239829	184.90850399999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.256103000000003	1	71.272874000000002	0	-0.92000000000000004	1	0	null	null	0	-802091.88231000002	799619.09999999998	799552.43333300005	96	92	1	55	47	1	32	22	1	225	220	1	536.24690499999997	538.52897700000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010230	2025-04-30 01:25:46	92.076580000000007	100	22.048010000000001	219.95930000000001	2874.1709999999998	20.793130000000001	30.033909999999999	33.961579999999998	126.0341	0.55554049999999999	2866	20	190.1858	75.438699999999997	75.439999999999998	81.947280000000006	82	13.951650000000001	13.800000000000001	15.13958	15	2.9130259999999999	2.6822180000000002	3	2.7599999999999998	80	22.00461	-1.0542530000000001	43.433819999999997	51.792580000000001	73.331339999999997	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.711198	3082.5559459999999	33.478175999999998	92	92	47	47.009905000000003	22.048010000000001	22.048010000000001	219.95930000000001	220.00029000000001	2876.0726159999999	21.288854000000001	30.072227000000002	35.663947999999998	126.80421699999999	0.62337100000000001	2971.8722579999999	19.262381000000001	184.587827	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	59.242570999999998	1	71.353043	0	-0.92000000000000004	1	0	null	null	0	-802539.51561500004	2876.0140240000001	20.772131000000002	30.068280999999999	32.396006	124.364227	0.63465199999999999	2921.7450439999998	20.160761000000001	184.60074900000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.703543000000003	1	71.349812999999997	0	-0.92000000000000004	1	0	null	null	0	-802525.40668999997	800000	799986.43333300005	96	92	1	55	47	1	32	22	1	225	220	1	538.59561499999995	538.05335600000001	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010231	2025-04-30 01:26:16	92.554029999999997	100	22.192689999999999	220.65369999999999	2878.9549999999999	20.672470000000001	29.721409999999999	31.754670000000001	124.3087	0.55554049999999999	2866	20	201.99100000000001	76.123310000000004	75.439999999999998	82.26952	82	13.7485	13.800000000000001	14.82868	15	2.9016869999999999	2.6822180000000002	3	2.7599999999999998	80	22.26502	-1.137005	43.437289999999997	51.792580000000001	72.849879999999999	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9146589999999999	3095.356745	33.443781000000001	92	92	47	47.009988	22.192689999999999	22.192689999999999	220.48009999999999	220.2801	2876.0457339999998	21.365480000000002	30.024225999999999	35.658180000000002	126.86265899999999	0.50378000000000001	2930.2629449999999	20.015871000000001	186.76323300000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.790478	1	70.809191999999996	0	-0.92000000000000004	1	0	null	null	0	-802538.51966899994	2876.6704789999999	20.839027999999999	30.017778	32.328586000000001	124.37605499999999	0.63464500000000001	2901.154532	20.524678999999999	187.01544899999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.485193000000002	1	70.746138000000002	0	-0.92000000000000004	1	0	null	null	0	-802538.15133000002	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	537.59966899999995	537.23132999999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010232	2025-04-30 01:26:46	91.946039999999996	100	21.99014	221.69540000000001	2883.6930000000002	20.873570000000001	29.756129999999999	31.596640000000001	123.5427	0.55554049999999999	2866	20	164.83930000000001	75.570819999999998	75.439999999999998	82.180620000000005	82	13.693	13.800000000000001	14.90255	15	2.9167190000000001	2.6822180000000002	3	2.7599999999999998	80	21.99014	-1.0542530000000001	43.449399999999997	51.792580000000001	73.294300000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9099940000000002	3072.8964559999999	33.420650000000002	92	92	47	47.009864	21.99014	22.005047000000001	221.69540000000001	221.49539999999999	2877.379234	21.333642000000001	29.983135999999998	35.556092999999997	126.909848	0.50417500000000004	2909.7707999999998	20.382241	185.68281099999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.570655000000002	1	71.079296999999997	0	-0.92000000000000004	1	0	null	null	0	-802538.56995200005	2877.9604789999999	20.813299000000001	29.976742999999999	32.265202000000002	124.452456	0.63464500000000001	2853.0076429999999	21.361761000000001	185.934358	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.530076000000001	57.982944000000003	1	71.016409999999993	0	-0.92000000000000004	1	0	null	null	0	-802527.58943000005	800000	799990.14000000001	96	92	1	55	47	1	32	22	1	225	220	1	537.64995199999998	536.52943000000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010233	2025-04-30 01:27:16	91.821680000000001	100	21.874410000000001	221.78219999999999	2879.9110000000001	19.98875	29.860299999999999	32.158430000000003	123.9153	0.55554049999999999	2866	20	192.6163	75.360410000000002	75.439999999999998	82.034940000000006	82	13.821059999999999	13.800000000000001	15.045170000000001	15	2.9197769999999998	2.6822180000000002	3	2.7599999999999998	80	21.657399999999999	-1.0924450000000001	43.435830000000003	51.821510000000004	73.146159999999995	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8552909999999998	3089.4161180000001	33.645823999999998	92	92	47	47.009979999999999	21.874410000000001	21.924410000000002	221.0009	220.80090000000001	2877.939993	21.197645000000001	29.948467000000001	35.481943000000001	127.180544	0.50380400000000003	2861.5946049999998	21.217701000000002	187.323554	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.615946000000001	58.069380000000002	1	70.669111000000001	0	-0.92000000000000004	1	0	null	null	0	-802461.68443699996	2878.421206	20.671637	29.942022000000001	32.155144999999997	124.695972	0.63464500000000001	2880.5590809999999	20.885304999999999	187.57573099999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.805591	58.268816999999999	1	70.606066999999996	0	-0.92000000000000004	1	0	null	null	0	-802412.01047500002	799924.41000000003	799874.41000000003	96	92	1	55	47	1	32	22	1	225	220	1	536.35443699999996	536.680475	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010234	2025-04-30 01:27:46	92.007069999999999	100	21.932279999999999	220.13290000000001	2877.9560000000001	20.27028	29.756129999999999	30.67399	122.6811	0.55863929999999995	2866	20	176.29730000000001	75.492239999999995	75.439999999999998	82.039140000000003	82	13.832610000000001	13.800000000000001	15.045339999999999	15	2.915403	2.6822180000000002	3	2.7599999999999998	80	21.932279999999999	-1.149735	43.44652	51.792580000000001	73.035060000000001	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.999514	3075.352621	33.425176999999998	92	92	47	47.009962000000002	21.932279999999999	21.982279999999999	220.13290000000001	220.00015500000001	2877.9733070000002	21.111301000000001	29.909893	35.307468999999998	126.914727	0.53743300000000005	2886.4394520000001	20.786528000000001	185.13342700000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.864395000000002	58.328082999999999	1	71.216643000000005	0	-0.92000000000000004	1	0	null	null	0	-802520.60912100004	2878.2638419999998	20.587817000000001	29.904143999999999	31.996655000000001	124.442189	0.63492700000000002	2914.8422350000001	20.282758999999999	185.318849	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.630344000000001	1	71.170287999999999	0	-0.92000000000000004	1	0	null	null	0	-802471.00063200004	799982.28000000003	799932.28000000003	96	92	1	55	47	1	32	22	1	225	220	1	537.40912100000003	537.80063199999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1010235	2025-04-30 01:28:16	91.953810000000004	100	21.55613	221.69540000000001	2882.77	20.873570000000001	30.172789999999999	31.29927	123.2711	0.55554060000000005	2866	20	179.4222	75.459230000000005	75.439999999999998	82.053219999999996	82	13.83038	13.800000000000001	15.02976	15	2.9169149999999999	2.6822180000000002	3	2.7599999999999998	80	21.657399999999999	-1.2643169999999999	43.439329999999998	51.792580000000001	72.775800000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9378899999999999	3083.5415640000001	33.533591999999999	92	92	47	47.00994	21.55613	21.60613	221.69540000000001	221.49539999999999	2878.121956	21.177872000000001	29.932666000000001	35.272849999999998	126.59192	0.50421499999999997	2923.4864659999998	20.140104000000001	183.03885600000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	58.715938000000001	1	71.740285999999998	0	-0.92000000000000004	1	0	null	null	0	-802145.50622400001	2878.6029330000001	20.653935000000001	29.926238999999999	31.959156	124.117178	0.63492700000000002	2853.016423	21.361691	183.29081300000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.530163999999999	57.982984999999999	1	71.677296999999996	0	-0.92000000000000004	1	0	null	null	0	-802094.24044600001	799606.13	799556.13	96	92	1	55	47	1	32	22	1	225	220	1	538.45622400000002	537.19044599999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1010236	2025-04-30 01:28:46	92.010959999999997	100	21.99014	221.34819999999999	2881.7440000000001	20.75291	29.825579999999999	31.602409999999999	123.5943	0.56050069999999996	2866	20	191.83510000000001	75.411990000000003	75.439999999999998	81.95872	82	13.89766	13.800000000000001	15.12607	15	2.9151030000000002	2.6822180000000002	3	2.7599999999999998	80	22.07695	-1.2452190000000001	43.447369999999999	51.792580000000001	73.146159999999995	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.9115169999999999	3090.9102830000002	33.592849000000001	92	92	47	47.009874000000003	21.99014	22.005047000000001	221.34819999999999	221.1482	2878.1555389999999	21.269867999999999	29.894760000000002	35.198987000000002	126.170627	0.50487499999999996	2861.6437689999998	21.218246000000001	181.25580199999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.616438000000002	58.069051999999999	1	72.186048999999997	0	-0.92000000000000004	1	0	null	null	0	-802538.791539	2878.7368419999998	20.749202	29.888362000000001	31.906016999999999	123.711501	0.63537699999999997	2866.833396	21.123895000000001	181.50740400000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.668334000000002	58.125663000000003	1	72.123148999999998	0	-0.92000000000000004	1	0	null	null	0	-802528.97714600002	800000	799990.14000000001	96	92	1	55	47	1	32	22	1	225	220	1	537.87153899999998	537.917146	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
