1009974	2025-04-29 23:17:42	91.753550000000004	100	24.984860000000001	219.1781	2858.5909999999999	22.602969999999999	30.172789999999999	36.21087	127.9644	0.55554049999999999	2800	17.399999999999999	183.50200000000001	75.351489999999998	75.439999999999998	82.110230000000001	82	13.71984	13.800000000000001	14.96644	15	2.923222	2.6822180000000002	3	2.7599999999999998	80	24.984860000000001	-1.3916269999999999	43.447719999999997	51.792580000000001	73.664670000000001	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.533868	3063.0575530000001	33.383532000000002	92	92	47	47.005367999999997	24.984860000000001	24.984860000000001	219.1781	219.37809999999999	2861.2889970000001	22.029921999999999	30.093855000000001	38.990403000000001	129.98822899999999	0.71661900000000001	2802.550029	17.668897000000001	189.362639	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.025500000000001	60	1	70.15934	0	-0.92000000000000004	1	0	null	null	0	-802330.80484	2860.7535699999999	21.747525	30.093534999999999	37.205703	128.66189900000001	0.63464500000000001	2851.001749	16.798221000000002	189.19344000000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.510016999999998	60	1	70.201639999999998	0	-0.92000000000000004	1	0	null	null	0	-802264.66499099997	799792.69999999995	799726.03333300003	96	92	1	55	47	1	32	22	1	225	220	1	537.18484000000001	537.71165699999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009975	2025-04-29 23:18:12	91.975800000000007	100	24.594239999999999	221.26140000000001	2862.8629999999998	20.793130000000001	30.415839999999999	34.401890000000002	126.3777	0.55554049999999999	2800	17.399999999999999	195.828	75.432320000000004	75.439999999999998	81.993309999999994	82	13.86126	13.800000000000001	15.09107	15	2.9155099999999998	2.6822180000000002	3	2.7599999999999998	80	24.594239999999999	-1.4552830000000001	43.441940000000002	51.792580000000001	74.072059999999993	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6735679999999999	3076.1651510000002	33.445374999999999	92	92	47	47.005814000000001	24.594239999999999	24.594239999999999	221.26140000000001	221.06139999999999	2860.0587139999998	21.960599999999999	30.145491	38.902324999999998	129.99127200000001	0.51707899999999996	2859.328305	16.657181999999999	188.28514200000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.593283	60	1	70.428714999999997	0	-0.92000000000000004	1	0	null	null	0	-802538.94199800002	2860.6592059999998	21.645036999999999	30.140882000000001	36.907817999999999	128.50805	0.63464500000000001	2768.838072	18.251878999999999	188.51479499999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.688381	59.848872999999998	1	70.371301000000003	0	-0.92000000000000004	1	0	null	null	0	-802537.82855500001	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	538.02199800000005	536.90855499999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009976	2025-04-29 23:18:43	92.005570000000006	100	24.536370000000002	220.5669	2864.973	19.98875	30.589449999999999	35.038089999999997	127.0437	0.55554049999999999	2800	17.399999999999999	187.84209999999999	75.584720000000004	75.439999999999998	82.184430000000006	82	13.738630000000001	13.800000000000001	14.89926	15	2.9161990000000002	2.6822180000000002	3	2.7599999999999998	80	24.536370000000002	-1.4998419999999999	43.440600000000003	51.792580000000001	73.960949999999997	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6258729999999999	3072.4220260000002	33.39387	92	92	47	47.005983999999998	24.536370000000002	24.536370000000002	230.02850000000001	229.82849999999999	2860.2232720000002	21.926186000000001	30.173974999999999	38.522022999999997	129.98927399999999	0.51653800000000005	2777.2718030000001	18.131224	189.483687	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.772717999999998	59.921264999999998	1	70.129078000000007	0	-0.92000000000000004	1	0	null	null	0	-800928.24306200002	2860.8247510000001	21.601884999999999	30.169291000000001	36.472228000000001	128.464629	0.63464500000000001	2416.9945889999999	23.852132000000001	189.714258	20	20	100	0	10	5	0	0	0	100	100	0	0	1	45.169946000000003	56.488720999999998	1	70.071434999999994	0	-0.92000000000000004	1	0	null	null	0	-800854.48343599995	798390.5	798323.83333299996	96	92	1	55	47	1	32	22	1	225	220	1	536.82306200000005	529.73010199999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009977	2025-04-29 23:19:13	91.750299999999996	100	24.4785	217.876	2866.1089999999999	21.476849999999999	30.033909999999999	33.926729999999999	125.67700000000001	0.55554049999999999	2800	17.399999999999999	191.92189999999999	75.376009999999994	75.439999999999998	82.176280000000006	82	13.692069999999999	13.800000000000001	14.899609999999999	15	2.9239980000000001	2.6822180000000002	3	2.7599999999999998	80	24.4785	-1.7544649999999999	43.442779999999999	51.792580000000001	73.849850000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7043659999999998	3076.045415	33.526271000000001	92	92	47	47.009869000000002	24.4785	24.4785	217.876	218.07599999999999	2861.754124	22.145579000000001	30.165282000000001	39.312046000000002	129.88769199999999	0.70225899999999997	2409.8500509999999	23.990061000000001	187.76006899999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	45.098500999999999	56.405963999999997	1	70.559983000000003	0	-0.92000000000000004	1	0	null	null	0	-801889.65111400001	2861.2448420000001	21.634363	30.162977999999999	36.078999000000003	127.47407800000001	0.63464500000000001	2901.7910019999999	15.867350999999999	187.61520400000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	60	1	70.596198999999999	0	-0.92000000000000004	1	0	null	null	0	-801831.51619899995	799358.66666700004	799292	96	92	1	55	47	1	32	22	1	225	220	1	530.06444699999997	538.59619899999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009978	2025-04-29 23:19:43	91.701710000000006	100	24.521899999999999	219.26490000000001	2868.8600000000001	21.356190000000002	29.582529999999998	35.18927	126.89100000000001	0.55554049999999999	2800	17.399999999999999	184.89080000000001	75.491979999999998	75.439999999999998	82.330150000000003	82	13.482989999999999	13.800000000000001	14.74621	15	2.9235289999999998	2.6810520000000002	3	2.7599999999999998	80	24.57977	-1.900873	43.430729999999997	51.792580000000001	73.775769999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6059570000000001	3072.6696459999998	33.507223000000003	92	92	47	47.00994	24.521899999999999	24.521899999999999	217.1816	217.38159999999999	2862.3445320000001	22.101032	30.105340000000002	39.315235000000001	129.598985	0.70203300000000002	2894.6458210000001	16.006834999999999	187.59396899999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.946458	60	1	70.601507999999995	0	-0.92000000000000004	1	0	null	null	0	-801666.66796600004	2861.8356600000002	21.586254	30.103006000000001	36.059629999999999	127.16841599999999	0.63464500000000001	2928.6403559999999	15.364494000000001	187.44948600000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	60	1	70.637629000000004	0	-0.92000000000000004	1	0	null	null	0	-801600.09096199996	799127.19999999995	799060.53333300003	96	92	1	55	47	1	32	22	1	225	220	1	538.54796599999997	538.63762899999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009979	2025-04-29 23:20:13	92.066280000000006	100	24.536370000000002	218.31	2860.0129999999999	21.31597	30.450559999999999	34.668439999999997	126.7347	0.55554049999999999	2800	17.399999999999999	169.2662	75.604590000000002	75.439999999999998	82.139309999999995	82	13.779529999999999	13.800000000000001	14.94699	15	2.9135930000000001	2.6821609999999998	3	2.7599999999999998	80	24.536370000000002	-2.060012	43.440689999999996	51.792580000000001	73.886889999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6556220000000001	3054.041013	33.172199999999997	92	92	47	47.00994	24.536370000000002	24.536370000000002	218.31	218.50999999999999	2861.9785320000001	22.028186000000002	30.162157000000001	39.049894999999999	129.35448600000001	0.70203300000000002	2921.4715919999999	15.501657	186.29980499999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	60	1	70.925049000000001	0	-0.92000000000000004	1	0	null	null	0	-802043.17838199995	2861.4696600000002	21.513439000000002	30.159821999999998	35.794485999999999	126.924035	0.63464500000000001	2884.809256	16.180406000000001	186.15532200000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.848092999999999	60	1	70.961169999999996	0	-0.92000000000000004	1	0	null	null	0	-801976.39592899999	799503.33333299996	799436.66666700004	96	92	1	55	47	1	32	22	1	225	220	1	538.92504899999994	538.80926199999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009980	2025-04-29 23:20:43	91.757869999999997	100	24.290430000000001	220.39330000000001	2863.3580000000002	20.913779999999999	30.346399999999999	34.470350000000003	126.2282	0.55554049999999999	2800	17.399999999999999	214.14349999999999	75.404570000000007	75.439999999999998	82.177229999999994	82	13.67108	13.800000000000001	14.89931	15	2.923362	2.6822159999999999	3	2.7599999999999998	80	24.290430000000001	-2.2637100000000001	43.433250000000001	51.792580000000001	73.923919999999995	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6619359999999999	3090.051966	33.676152000000002	92	92	47	47.009988	24.290430000000001	24.290430000000001	220.39330000000001	220.19329999999999	2861.2111880000002	22.073395999999999	30.188365999999998	39.027863000000004	129.12391199999999	0.50378000000000001	2893.3369400000001	16.035253000000001	187.607606	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.933368999999999	60	1	70.598099000000005	0	-0.92000000000000004	1	0	null	null	0	-802539.45146799996	2861.8359329999998	21.546780999999999	30.181918	35.697266999999997	126.63670500000001	0.63464500000000001	2803.0205219999998	17.653033000000001	187.85982200000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.030205000000002	60	1	70.535044999999997	0	-0.92000000000000004	1	0	null	null	0	-802538.48525000003	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	538.53146800000002	537.56524999999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009981	2025-04-29 23:21:13	92.029420000000002	100	24.57977	222.303	2866.799	20.994219999999999	30.068629999999999	34.540779999999998	126.5702	0.55554049999999999	2800	17.399999999999999	271.86759999999998	75.471369999999993	75.439999999999998	81.980090000000004	82	13.875819999999999	13.800000000000001	15.105779999999999	15	2.9140160000000002	2.6822180000000002	3	2.7599999999999998	80	24.623169999999998	-1.7099059999999999	43.441119999999998	51.792580000000001	73.886889999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6643699999999999	3135.4615589999999	34.070208999999998	92	92	47	47.009988	24.57977	24.57977	221.69540000000001	221.49539999999999	2861.4606429999999	21.953485000000001	30.188365999999998	38.960082999999997	129.15955700000001	0.50378000000000001	2811.6139349999999	17.510815000000001	193.85743299999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.116138999999997	60	1	69.035641999999996	0	-0.92000000000000004	1	0	null	null	0	-802537.07178100001	2862.085388	21.426957000000002	30.181918	35.630021999999997	126.67267200000001	0.63464500000000001	2751.409494	18.550464999999999	194.10964899999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.514094999999998	59.669721000000003	1	68.972588000000002	0	-0.92000000000000004	1	0	null	null	0	-802536.07640400005	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.15178100000003	535.15640399999995	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009982	2025-04-29 23:21:43	92.115070000000003	100	24.970389999999998	220.39330000000001	2869.087	21.356190000000002	29.895019999999999	35.442360000000001	127.5574	0.55554049999999999	2800	17.399999999999999	214.75110000000001	75.591859999999997	75.439999999999998	82.100750000000005	82	13.8408	13.800000000000001	14.9856	15	2.913535	2.6824119999999998	3	2.7599999999999998	80	24.984860000000001	-1.3725309999999999	43.442489999999999	51.792580000000001	73.960949999999997	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.599011	3095.502438	33.604734000000001	92	92	47	47.009988	24.970389999999998	24.970389999999998	221.52180000000001	221.3218	2862.4688249999999	21.939685999999998	30.172582999999999	38.559153000000002	129.24912699999999	0.50378000000000001	2760.0110589999999	18.407731999999999	196.13009700000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.600110999999998	59.755361000000001	1	68.467476000000005	0	-0.92000000000000004	1	0	null	null	0	-802535.74294799997	2863.09357	21.413254999999999	30.166135000000001	35.229686999999998	126.76260000000001	0.63464500000000001	2758.295521	18.431968000000001	196.38231300000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.582954999999998	59.740819000000002	1	68.404421999999997	0	-0.92000000000000004	1	0	null	null	0	-802535.64819600002	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	534.822948	534.72819600000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009983	2025-04-29 23:22:13	91.821759999999998	100	24.4785	221.0009	2862.3589999999999	21.7986	30.068629999999999	33.863990000000001	125.6858	0.55554049999999999	2800	17.399999999999999	151.55840000000001	75.461470000000006	75.439999999999998	82.160619999999994	82	13.67806	13.800000000000001	14.91863	15	2.9206400000000001	2.682229	3	2.7599999999999998	80	24.261500000000002	-1.277047	43.431109999999997	51.792580000000001	73.775769999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.711487	3042.7811109999998	33.137909000000001	92	92	47	47.009867999999997	24.4785	24.4785	219.6121	219.81209999999999	2863.8653119999999	21.963953	30.1495	38.209211000000003	129.17436699999999	0.70226200000000005	2751.088131	18.566552999999999	193.41016500000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.510880999999998	59.660068000000003	1	69.147458999999998	0	-0.92000000000000004	1	0	null	null	0	-802473.60507499997	2863.3560240000002	21.452926999999999	30.147196999999998	34.977344000000002	126.76151299999999	0.63464500000000001	2833.7630279999998	17.106459999999998	193.26529500000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.337629999999997	60	1	69.183676000000006	0	-0.92000000000000004	1	0	null	null	0	-802408.14130699995	799937.36666699999	799870.69999999995	96	92	1	55	47	1	32	22	1	225	220	1	535.31840799999998	536.52130699999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009984	2025-04-29 23:22:43	91.998900000000006	100	24.3917	217.44200000000001	2859.6419999999998	22.321439999999999	30.172789999999999	32.575249999999997	124.5742	0.55554049999999999	2800	17.399999999999999	188.53649999999999	75.468860000000006	75.439999999999998	81.989429999999999	82	13.84782	13.800000000000001	15.096	15	2.9144679999999998	2.68222	3	2.7599999999999998	80	24.594239999999999	-1.149735	43.430909999999997	51.792580000000001	73.775769999999994	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.8241960000000002	3067.7019449999998	33.344985000000001	92	92	47	47.009988999999997	24.3917	24.3917	218.7441	218.94409999999999	2863.8008799999998	21.907406000000002	30.177961	37.930216999999999	128.815033	0.70187500000000003	2826.643204	17.242225000000001	194.103928	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.266432000000002	60	1	68.974018000000001	0	-0.92000000000000004	1	0	null	null	0	-802185.193783	2863.292297	21.390322999999999	30.175605000000001	34.659982999999997	126.373287	0.63464500000000001	2867.8315280000002	16.491118	193.95971299999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.678314999999998	60	1	69.010071999999994	0	-0.92000000000000004	1	0	null	null	0	-802118.97505400004	799648.03333300003	799581.36666699999	96	92	1	55	47	1	32	22	1	225	220	1	536.24045000000001	536.68838700000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009985	2025-04-29 23:23:13	92.132230000000007	100	24.4785	220.65369999999999	2863.5239999999999	21.557289999999998	30.346399999999999	34.561570000000003	126.6938	0.55554049999999999	2800	17.399999999999999	205.7236	75.660759999999996	75.439999999999998	82.125240000000005	82	13.789249999999999	13.800000000000001	14.9621	15	2.9125640000000002	2.68222	3	2.7599999999999998	80	24.695509999999999	-0.93330570000000002	43.438180000000003	51.792580000000001	73.849850000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6657419999999998	3084.2773000000002	33.476638000000001	92	92	47	47.009988	24.4785	24.4785	221.869	221.66900000000001	2863.1160070000001	21.822991999999999	30.197835999999999	37.847729999999999	128.85909899999999	0.50378000000000001	2876.4239659999998	16.34937	195.727642	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.764240000000001	60	1	68.568089000000001	0	-0.92000000000000004	1	0	null	null	0	-802537.25232900004	2863.7407509999998	21.296596999999998	30.191388	34.518483000000003	126.372704	0.63464500000000001	2744.5032449999999	18.668756999999999	195.97985800000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.445031999999998	59.598745999999998	1	68.505035000000007	0	-0.92000000000000004	1	0	null	null	0	-802535.46881400002	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	536.33232899999996	534.54881399999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009986	2025-04-29 23:23:43	91.927689999999998	100	24.160219999999999	221.34819999999999	2861.5149999999999	20.712689999999998	30.346399999999999	34.265659999999997	126.25190000000001	0.55554049999999999	2800	17.399999999999999	193.48429999999999	75.408069999999995	75.439999999999998	82.023899999999998	82	13.895989999999999	13.800000000000001	15.058249999999999	15	2.9177469999999999	2.68222	3	2.7599999999999998	80	23.972149999999999	-1.0542530000000001	43.44426	51.792580000000001	74.516490000000005	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6827939999999999	3072.9208469999999	33.427587000000003	92	92	47	47.009920000000001	24.160219999999999	24.160219999999999	220.0461	220.00004799999999	2863.4300880000001	21.808534999999999	30.189917999999999	37.790092000000001	128.82890800000001	0.58020799999999995	2747.0082149999998	18.630288	195.66752199999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.470081999999998	59.621827000000003	1	68.583119999999994	0	-0.92000000000000004	1	0	null	null	0	-802535.59502899996	2863.6182060000001	21.289123	30.185075000000001	34.505079000000002	126.375901	0.63464500000000001	2816.7129500000001	17.410795	195.766795	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.167129000000003	60	1	68.558301	0	-0.92000000000000004	1	0	null	null	0	-802536.64543100004	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	534.67502899999999	535.72543099999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009987	2025-04-29 23:24:13	91.495080000000002	100	24.536370000000002	222.5634	2869.806	20.069189999999999	30.52	33.842689999999997	125.3378	0.55554049999999999	2800	17.399999999999999	205.81039999999999	75.459479999999999	75.439999999999998	82.490020000000001	82	13.35338	13.800000000000001	14.577439999999999	15	2.9324340000000002	2.68222	3	2.7599999999999998	80	24.536370000000002	-1.0287900000000001	43.43835	51.792580000000001	74.146129999999999	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.7035399999999998	3090.3751560000001	33.776408000000004	92	92	47	47.009988	24.536370000000002	24.536370000000002	221.34819999999999	221.1482	2863.4328249999999	21.820830999999998	30.185209	37.712985000000003	128.647323	0.50378000000000001	2825.2076419999999	17.268431	197.14805999999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.252076000000002	60	1	68.212985000000003	0	-0.92000000000000004	1	0	null	null	0	-802536.38506100001	2864.0575699999999	21.294183	30.178761000000002	34.382185	126.159992	0.63464500000000001	2765.1076830000002	18.313676000000001	197.40027699999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.651077000000001	59.811794999999996	1	68.149930999999995	0	-0.92000000000000004	1	0	null	null	0	-802535.53280199994	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	535.46506099999999	534.61280199999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009988	2025-04-29 23:24:43	91.98639	100	23.668340000000001	222.38980000000001	2859.3600000000001	20.592030000000001	30.103349999999999	34.148049999999998	126.1344	0.55554049999999999	2800	17.399999999999999	179.1618	75.630780000000001	75.439999999999998	82.176730000000006	82	13.67338	13.800000000000001	14.90831	15	2.9148480000000001	2.68222	3	2.7599999999999998	80	23.668340000000001	-0.95876879999999998	43.431739999999998	51.792580000000001	73.738740000000007	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6937519999999999	3059.6883819999998	33.262402999999999	92	92	47	47.009988	23.668340000000001	23.668340000000001	222.38980000000001	222.18979999999999	2862.8192789999998	21.740905999999999	30.191521999999999	37.736353999999999	128.41260700000001	0.50378000000000001	2773.7082479999999	18.173238999999999	195.98805100000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.737082000000001	59.896056999999999	1	68.502987000000005	0	-0.92000000000000004	1	0	null	null	0	-802536.05612700002	2863.4440239999999	21.214317999999999	30.185074	34.405921999999997	125.925498	0.63464500000000001	2723.639177	19.022517000000001	196.24026699999999	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.236392000000002	59.386490000000002	1	68.439932999999996	0	-0.92000000000000004	1	0	null	null	0	-802534.982815	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	535.13612699999999	534.062815	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009989	2025-04-29 23:25:13	91.913460000000001	100	24.377230000000001	222.303	2861.4169999999999	21.758379999999999	30.068629999999999	34.627589999999998	126.541	0.55554049999999999	2800	17.399999999999999	190.09899999999999	75.376249999999999	75.439999999999998	82.011899999999997	82	13.854990000000001	13.800000000000001	15.06944	15	2.9185509999999999	2.68222	3	2.7599999999999998	80	24.261500000000002	-1.047887	43.447429999999997	51.792580000000001	74.294280000000001	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6543420000000002	3070.1935910000002	33.403089999999999	92	92	47	47.009988	24.377230000000001	24.377230000000001	220.39330000000001	220.19329999999999	2862.1426430000001	21.778155000000002	30.235713000000001	37.689641999999999	128.55842200000001	0.50378000000000001	2732.2124840000001	18.877006999999999	196.461524	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.322125	59.473796	1	68.384619000000001	0	-0.92000000000000004	1	0	null	null	0	-802535.10054000001	2862.7673880000002	21.251647999999999	30.229265000000002	34.359704000000001	126.071611	0.63464500000000001	2802.8737980000001	17.654212000000001	196.71374	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.028737999999997	60	1	68.321565000000007	0	-0.92000000000000004	1	0	null	null	0	-802536.270303	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	534.18053999999995	535.35030300000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009990	2025-04-29 23:25:43	91.980729999999994	100	24.001090000000001	221.95580000000001	2860.0340000000001	21.51707	29.929739999999999	35.285440000000001	127.2662	0.55554049999999999	2800	17.399999999999999	169.78700000000001	75.451520000000002	75.439999999999998	82.068989999999999	82	13.84699	13.800000000000001	15.01333	15	2.9175689999999999	2.68222	3	2.7599999999999998	80	24.001090000000001	-1.2324889999999999	43.445509999999999	51.792580000000001	73.960949999999997	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6067619999999998	3053.4841849999998	33.196998999999998	92	92	47	47.009988	24.001090000000001	24.001090000000001	223.6918	223.49180000000001	2862.1445520000002	21.796628999999999	30.188365999999998	37.746949999999998	129.00800699999999	0.50378000000000001	2811.5010699999998	17.516953000000001	196.508869	20	20	100	0	10	5	0	0	0	100	100	0	0	1	49.115011000000003	60	1	68.372782999999998	0	-0.92000000000000004	1	0	null	null	0	-802536.40779299999	2862.7692969999998	21.270143999999998	30.181918	34.417149999999999	126.52127900000001	0.63464500000000001	2671.575206	19.891908000000001	196.76108600000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	47.715752000000002	58.864854999999999	1	68.309729000000004	0	-0.92000000000000004	1	0	null	null	0	-802533.81033600005	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	535.48779300000001	532.89033600000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
1009991	2025-04-29 23:26:13	92.051370000000006	100	24.31936	221.78219999999999	2860.2750000000001	21.95947	30.068629999999999	34.646610000000003	126.69799999999999	0.55554049999999999	2800	17.399999999999999	207.98050000000001	75.698899999999995	75.439999999999998	82.208839999999995	82	13.670249999999999	13.800000000000001	14.878	15	2.913052	2.68222	3	2.7599999999999998	80	24.333829999999999	-1.2133910000000001	43.430570000000003	51.792580000000001	74.072059999999993	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6568649999999998	3082.294985	33.48451	92	92	47	47.009988	24.31936	24.31936	222.21619999999999	222.0162	2861.8642789999999	21.892713000000001	30.163114	37.769443000000003	129.013588	0.50378000000000001	2680.185434	19.750952000000002	195.94859700000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	47.801853999999999	58.949429000000002	1	68.512850999999998	0	-0.92000000000000004	1	0	null	null	0	-802534.18413399998	2862.489024	21.366347000000001	30.156666000000001	34.440376999999998	126.52730200000001	0.63464500000000001	2730.4816980000001	18.905802000000001	196.20081300000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.304817	59.456519	1	68.449797000000004	0	-0.92000000000000004	1	0	null	null	0	-802535.13113200001	800000	800000	96	92	1	55	47	1	32	22	1	225	220	1	533.26413400000001	534.21113200000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	0	1
1009992	2025-04-29 23:26:43	91.898600000000002	100	24.261500000000002	222.21619999999999	2857.2820000000002	21.67794	30.033909999999999	34.767270000000003	126.66589999999999	0.55554049999999999	2800	17.399999999999999	210.15049999999999	75.416820000000001	75.439999999999998	82.028739999999999	82	13.79955	13.800000000000001	15.05419	15	2.9169580000000002	2.68222	3	2.7599999999999998	80	24.333829999999999	-1.149735	43.436669999999999	51.792580000000001	73.849850000000004	28.355709999999998	1	45	30	0	0	3000	15	0	0	0	0	0	0	2.6432500000000001	3080.7173170000001	33.523006000000002	92	92	47	47.009869999999999	24.261500000000002	24.261500000000002	214.4907	214.69069999999999	2862.1331140000002	21.938942000000001	30.155813999999999	37.689140000000002	129.00648200000001	0.70225400000000004	2723.592478	19.048753000000001	190.73502400000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	48.235925000000002	59.370747999999999	1	69.816243999999998	0	-0.92000000000000004	1	0	null	null	0	-800766.57625000004	2861.623842	21.427837	30.153509	34.456755999999999	126.593191	0.63464500000000001	3031.219028	13.373961	190.59016700000001	20	20	100	0	10	5	0	0	0	100	100	0	0	1	50	60	0.99373999999999996	69.852457999999999	0	-0.92000000000000004	1	0	null	null	0	-800702.332864	798230.23333299998	798163.56666699995	96	92	1	55	47	1	32	22	1	225	220	1	535.42291699999998	537.84619799999996	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	1	1
