VarId		1	2	3	4	7	8	9	10	11	12	13	14	15	16	620199	620299	620499	620599	620699	620799	620899	51	52	53	54	55	56	57	58	59	6316	135	141	143	151	212	213	501	502	503	10000005	20000000	20000002	20000003	620101	620151	620201	620251	620401	620451	620501	620551	620601	620651	620701	620751	620801	620851	651101	651151	651201	651251	651301	651351	651401	651451	651501	651551	651521	651601	651651	651701	651751	651801	651851	651901	651951	20100	20100	20100	20200	20200	20400	20400	20500	20500	20600	20600	20700	20700	20800	20800	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	6100	6100	6100	600000	600000	7000	7000	8000	8000	8001	8001	8002	8002	10000	10000	7116	7116	7117	7117	7126	7126	7127	7127	7128	7128	7136	7136	7137	7137	7146	7146	7147	7147	7156	7156	7157	7157	7166	7166	7167	7167	7168	7168	7176	7176	7177	7177	7186	7186	7187	7187	7196	7196	7197	7197	4055	4056	4065	4066	4075	4076	853	851	851	1007000	1008001	1008002	1010000	1600000
1729600	2025-04-30 15:10:43	115	0	25	0.36149619999999999	20	21.956050000000001	0	0	-0.52239650000000004	-0.47504099999999999	27.524159999999998	27.519770000000001	-30	-30	0	0	0	0	0	0	0	120	20.30076	0	0.056103430000000003	14.9	0.0029284089999999999	0	0	120	0.002928	-0.041788440000000003	0.1104279	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.522397	null	27.524159999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.032578999999999997	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729601	2025-04-30 15:11:13	115	0	25	0.32817410000000002	20	21.9543	0	0	-1.0672790000000001	-1.0672790000000001	27.525559999999999	27.493639999999999	-30	-30	0	0	0	0	0	0	0	120	20.30002	0	0.035295319999999998	14.9	0.0034367730000000002	0	0	120	0.003437	-0.03122807	0.1114772	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.0672790000000001	null	27.525559999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.021346	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729602	2025-04-30 15:11:43	115	0	25	0.32979579999999997	20	21.96292	0	0	-1.2164680000000001	-1.2202660000000001	27.52571	27.53013	-30	-30	0	0	0	0	0	0	0	120	20.347840000000001	0	0.041548740000000001	14.9	0.0051909469999999996	0	0	120	0.0051910000000000003	-0.034133919999999998	0.1119501	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2164680000000001	null	27.52571	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025739000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729603	2025-04-30 15:12:13	115	0	25	0.33793410000000002	20	21.962250000000001	0	0	-1.2789680000000001	-1.2822530000000001	27.52572	27.52572	-30	-30	0	0	0	0	0	0	0	120	20.300129999999999	0	0.037560910000000003	14.9	0.0043579559999999996	0	0	120	0.0043579999999999999	-0.026844610000000001	0.1092398	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2789680000000001	null	27.52572	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023089999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729604	2025-04-30 15:12:43	115	0	25	0.30769160000000001	20	21.963280000000001	0	0	-1.2746770000000001	-1.2746770000000001	27.51164	27.51164	-30	-30	0	0	0	0	0	0	0	120	20.313690000000001	0	0.028269849999999999	14.9	0.0055349739999999998	0	0	120	0.005535	-0.040838109999999997	0.11369659999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2746770000000001	null	27.51164	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.018579999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729605	2025-04-30 15:13:13	115	0	25	0.34255069999999999	20	21.95973	0	0	-1.250712	-1.250712	27.523710000000001	27.523710000000001	-30	-30	0	0	0	0	0	0	0	120	20.300049999999999	0	0.037744220000000002	14.9	0.0061392499999999997	0	0	120	0.0061390000000000004	-0.042792370000000003	0.1076831	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.250712	null	27.523710000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024140999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729606	2025-04-30 15:13:43	115	0	25	0.31031540000000002	20	21.95412	0	0	-1.257425	-1.257425	27.532240000000002	27.532240000000002	-30	-30	0	0	0	0	0	0	0	120	20.313289999999999	0	0.014929919999999999	14.9	0.0026459470000000001	0	0	120	0.0026459999999999999	-0.035823569999999999	0.11542230000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.257425	null	27.532240000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.009665	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729607	2025-04-30 15:14:13	115	0	25	0.35759659999999999	20	21.962599999999998	0	0	-1.2667919999999999	-1.2667919999999999	27.517610000000001	27.517610000000001	-30	-30	0	0	0	0	0	0	0	120	20.3111	0	0.069147420000000001	14.9	0.0038829260000000001	0	0	120	0.0038830000000000002	-0.040097599999999997	0.1100309	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2667919999999999	null	27.517610000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.040300000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729608	2025-04-30 15:14:43	115	0	25	0.33544639999999998	20	21.962879999999998	0	0	-1.223312	-1.223312	27.575040000000001	27.575040000000001	-30	-30	0	0	0	0	0	0	0	120	20.300049999999999	0	0.032837209999999999	14.9	0.0064202290000000004	0	0	120	0.0064200000000000004	-0.040674740000000001	0.1178247	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.223312	null	27.575040000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.021578	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729609	2025-04-30 15:15:13	115	0	25	0.3527554	20	21.961849999999998	0	0	-1.2494989999999999	-1.2494989999999999	27.541650000000001	27.541650000000001	-30	-30	0	0	0	0	0	0	0	120	20.362200000000001	0	0.075300690000000003	14.9	0.0030131530000000002	0	0	120	0.0030130000000000001	-0.02683514	0.1080492	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2494989999999999	null	27.541650000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.043237999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729610	2025-04-30 15:15:43	115	0	25	0.33211049999999998	20	21.95843	0	0	-1.2309140000000001	-1.2309140000000001	27.533989999999999	27.541540000000001	-30	-30	0	0	0	0	0	0	0	120	20.38693	0	0.032092339999999997	14.9	0.0051056799999999996	0	0	120	0.0051060000000000003	-0.031186709999999999	0.1094229	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2309140000000001	null	27.533989999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.020465000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729611	2025-04-30 15:16:13	115	0	25	0.3403948	20	21.960899999999999	0	0	-1.2904869999999999	-1.2904869999999999	27.550270000000001	27.550270000000001	-30	-30	0	0	0	0	0	0	0	120	20.365169999999999	0	0.044219469999999997	14.9	0.006357237	0	0	120	0.0063569999999999998	-0.028112829999999998	0.1134805	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2904869999999999	null	27.550270000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027837000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729612	2025-04-30 15:16:43	115	0	25	0.34916079999999999	20	21.963480000000001	0	0	-1.249169	-1.249169	27.577829999999999	27.577829999999999	-30	-30	0	0	0	0	0	0	0	120	20.392600000000002	0	0.059536939999999997	14.9	0.00063896449999999996	0	0	120	0.00063900000000000003	-0.040245860000000001	0.1081819	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.249169	null	27.577829999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.033257000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729613	2025-04-30 15:17:13	115	0	25	0.33581420000000001	20	21.961659999999998	0	0	-1.2375389999999999	-1.2375389999999999	27.57471	27.57471	-30	-30	0	0	0	0	0	0	0	120	20.377859999999998	0	0.076523279999999999	14.9	0.0054644990000000003	0	0	120	0.0054640000000000001	-0.035834570000000003	0.1103788	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2375389999999999	null	27.57471	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.045220999999999997	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729614	2025-04-30 15:17:43	115	0	25	0.31461810000000001	20	21.958580000000001	0	0	-1.147424	-1.147424	27.585080000000001	27.581759999999999	-30	-30	0	0	0	0	0	0	0	120	20.417490000000001	0	0.020023369999999999	14.9	0.0026996110000000002	0	0	120	0.0027000000000000001	-0.037154760000000002	0.11092490000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.147424	null	27.585080000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.01251	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729615	2025-04-30 15:18:13	115	0	25	0.34071230000000002	20	21.95627	0	0	-0.46481230000000001	-0.46481230000000001	27.56232	27.56232	-30	-30	0	0	0	0	0	0	0	120	20.46621	0	0.047635990000000003	14.9	0.0022964130000000002	0	0	120	0.0022959999999999999	-0.03112357	0.11080569999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.464812	null	27.56232	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027560999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729616	2025-04-30 15:18:43	115	0	25	0.33566699999999999	20	21.95786	0	0	-0.3797722	-0.3797722	27.549849999999999	27.538709999999998	-30	-30	0	0	0	0	0	0	0	120	20.473849999999999	0	0.0390046	14.9	0.0061773820000000004	0	0	120	0.0061770000000000002	-0.035856770000000003	0.1157566	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.379772	null	27.549849999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024858000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729617	2025-04-30 15:19:13	115	0	25	0.33951910000000002	20	21.957470000000001	0	0	-0.390212	-0.390212	27.582470000000001	27.582470000000001	-30	-30	0	0	0	0	0	0	0	120	20.484670000000001	0	0.042746449999999998	14.9	0.0044802790000000002	0	0	120	0.0044799999999999996	-0.036884229999999997	0.11691310000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.390212	null	27.582470000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.026022	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729618	2025-04-30 15:19:43	115	0	25	0.3424101	20	21.956990000000001	0	0	-0.34794700000000001	-0.34794700000000001	27.51934	27.51934	-30	-30	0	0	0	0	0	0	0	120	20.453779999999998	0	0.046279830000000001	14.9	0.0063557489999999999	0	0	120	0.0063559999999999997	-0.036774170000000002	0.1146317	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.34794700000000001	null	27.51934	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.028975000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729619	2025-04-30 15:20:13	115	0	25	0.3281287	20	21.968769999999999	0	0	-0.38878970000000002	-0.38878970000000002	27.566400000000002	27.55894	-30	-30	0	0	0	0	0	0	0	120	20.498909999999999	0	0.036201469999999999	14.9	0.0043073429999999999	0	0	120	0.0043070000000000001	-0.0397577	0.1057506	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.38879000000000002	null	27.566400000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.022311000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729620	2025-04-30 15:20:43	115	0	25	0.33713340000000003	20	21.958960000000001	0	0	-0.37158819999999998	-0.37158819999999998	27.564830000000001	27.564830000000001	-30	-30	0	0	0	0	0	0	0	120	20.487680000000001	0	0.058925989999999998	14.9	0.0023544780000000001	0	0	120	0.0023540000000000002	-0.041647879999999998	0.107199	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.37158799999999997	null	27.564830000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.033834000000000003	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729621	2025-04-30 15:21:13	115	0	25	0.32312859999999999	20	21.953199999999999	0	0	-0.3979182	-0.3979182	27.571819999999999	27.565550000000002	-30	-30	0	0	0	0	0	0	0	120	20.488019999999999	0	0.038931359999999998	14.9	0.0046152199999999997	0	0	120	0.0046150000000000002	-0.038073349999999999	0.1043703	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.39791799999999999	null	27.571819999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023983999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729622	2025-04-30 15:21:43	115	0	25	0.33810400000000002	20	21.95072	0	0	-0.40479730000000003	-0.40479730000000003	27.54796	27.54796	-30	-30	0	0	0	0	0	0	0	120	20.49043	0	0.03569071	14.9	0.0056629269999999999	0	0	120	0.0056629999999999996	-0.034842230000000002	0.11608499999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.40479700000000002	null	27.54796	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.022751	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729623	2025-04-30 15:22:13	115	0	25	0.3280053	20	21.95459	0	0	-1.0562659999999999	-1.0562659999999999	27.560030000000001	27.55115	-30	-30	0	0	0	0	0	0	0	120	20.46134	0	0.041136230000000003	14.9	0.0028959210000000001	0	0	120	0.0028960000000000001	-0.02904023	0.1089502	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.0562659999999999	null	27.560030000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024287	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729624	2025-04-30 15:22:43	115	0	25	0.33444499999999999	20	21.952369999999998	0	0	-1.1963839999999999	-1.1963839999999999	27.592279999999999	27.592279999999999	-30	-30	0	0	0	0	0	0	0	120	20.487100000000002	0	0.045447120000000001	14.9	0.0058769249999999999	0	0	120	0.0058770000000000003	-0.039063559999999997	0.1075421	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.1963839999999999	null	27.592279999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.02826	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729625	2025-04-30 15:23:13	115	0	25	0.34105990000000003	20	21.956430000000001	0	0	-1.239098	-1.239098	27.561630000000001	27.561630000000001	-30	-30	0	0	0	0	0	0	0	120	20.485189999999999	0	0.055386230000000002	14.9	0.007051753	0	0	120	0.0070520000000000001	-0.035576200000000002	0.1169824	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.239098	null	27.561630000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.034381000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729626	2025-04-30 15:23:43	115	0	25	0.33239089999999999	20	21.955819999999999	0	0	-1.29043	-1.29043	27.571840000000002	27.571840000000002	-30	-30	0	0	0	0	0	0	0	120	20.494230000000002	0	0.037687070000000003	14.9	0.0012859919999999999	0	0	120	0.001286	-0.030899980000000001	0.10860649999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.29043	null	27.571840000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.021521999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729627	2025-04-30 15:24:13	115	0	25	0.30651620000000002	20	21.952449999999999	0	0	-1.259163	-1.259163	27.547049999999999	27.547049999999999	-30	-30	0	0	0	0	0	0	0	120	20.481960000000001	0	0.016500089999999999	14.9	0.0074234510000000002	0	0	120	0.0074229999999999999	-0.029408759999999999	0.10555970000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.259163	null	27.547049999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.01308	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
