10587782	2025-05-11 20:19:30	0	7.1339680000000003	7.1227419999999997	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.129553	-0.14516200000000001	35.174919128417969	35.045366999999999	35.029756999999996	3.2052421569824219	3.202143	3.1977950000000002	93.330337524414062	93.285878999999994	93.330337999999998	185.91165161132812	183.97327999999999	183.79781	null	0.28176000000000001	0.300122	7.4144425392150879	7.6962029999999997	7.7145650000000003	203.29188537597656	204.13957500000001	204.17414600000001	0.34952488541603088	0.35089599999999999	0.35140399999999999	11.609999656677246	11.609999999999999	15.202267000000001	15.190898000000001	3919.759033203125	3906.409181	3909.396526	3057.777099609375	3052.5932910000001	3051.893994	-11998581.203562999	-11998481.205174999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.772462	1.7722309999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.151848000000001	24.154691	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.92430999999999	180.92692299999999	1	1	1	1	1	1	null	null	16.188123999999998	-8.8319030000000005	-0.85667899999999997	2.9999539999999998	-9.9866320000000002	5.8110350000000004	0.20234199999999999	-0.29145100000000002	-0.032233999999999999	0.041229000000000002	-0.632691	0.39200099999999999	1.3880399999999999	-1.547186	14.208205	11.609999999999999	-0.033888000000000001	0.040059999999999998	-0.021536	0.028554	0.048592999999999997	0.028554	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587783	2025-05-11 20:20:57	0	7.2069570000000001	7.1819569999999997	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.110361	-0.140205	35.375179290771484	35.264819000000003	35.234974000000001	3.2980880737304688	3.3003640000000001	3.2906409999999999	93.279296875	93.180276000000006	93.279297	184.38671875	182.59521599999999	182.31080499999999	null	0.27114100000000002	0.31253300000000001	7.3625102043151855	7.6336510000000004	7.6750429999999996	203.57072448730469	204.387326	204.450547	0.29348480701446533	0.30975000000000003	0.31089699999999998	11.609999656677246	11.609999999999999	15.039350000000001	15.618372000000001	3914.987060546875	3897.9902529999999	3905.1114170000001	2416.180908203125	2411.854887	2410.5200239999999	-11998581.225881999	-11998481.076622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.77081	1.770389	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.192582000000002	24.047812	10	10	10	10	10	10	10	10	10	10	10	10	7.9832369999999999	7.9801690000000001	180.946629	180.79836900000001	1	1	1	1	1	0	null	null	17.256976999999999	-13.222633	-0.637679	3.0195189999999998	-3.6389680000000002	5.4860170000000004	0.23070299999999999	-0.21957699999999999	0.23366500000000001	0.023552	-0.58406400000000003	0.42879499999999998	1.415508	-1.23163	14.117153	11.609999999999999	-0.035298000000000003	0.033709000000000003	-0.00095500000000000001	0.016211	0.022020999999999999	0.016211	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587784	2025-05-11 20:21:27	0	7.1295739999999999	7.1242520000000003	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.12515100000000001	-0.134631	35.228816986083984	35.103665999999997	35.094186000000001	2.6677963733673096	2.6623929999999998	2.6603490000000001	93.304817199707017	93.283738999999997	93.304817	186.10310363769531	184.19841400000001	184.06984199999999	null	0.31731799999999999	0.32581199999999999	7.5104866027832031	7.8278049999999997	7.8362990000000003	203.70623779296875	204.553257	204.57568699999999	0.3006574809551239	0.30825599999999997	0.30851000000000001	11.609999656677246	11.609999999999999	15.582762000000001	15.165296	3901.433349609375	3890.8910019999998	3892.105086	2740.152099609375	2735.1652119999999	2734.740937	-11998581.105672	-11998481.208899001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7697039999999999	1.7695540000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.056715000000001	24.161092	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.82641899999999	180.93064699999999	1	1	1	1	1	1	null	null	18.766576000000001	21.054955	-0.553782	2.4375149999999999	-1.2445630000000001	3.1246230000000002	0.26247199999999998	-0.15776899999999999	-0.017399000000000001	-0.025520000000000001	-0.54634000000000005	0.43328499999999998	1.4309810000000001	-0.93334099999999998	14.001733	11.609999999999999	-0.035609000000000002	0.017853000000000001	0.011756000000000001	0.0037130000000000002	0.0090089999999999996	0.0037130000000000002	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587785	2025-05-11 20:21:57	0	7.1675259999999996	7.1425260000000002	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.102987	-0.13266700000000001	35.066291809082031	34.963304999999998	34.933624999999999	3.5919361114501953	3.5942120000000002	3.584489	93.169372558593764	93.070352	93.169372999999993	177.587646484375	175.852577	175.56941399999999	null	0.295429	0.33681699999999998	7.3383073806762686	7.6337359999999999	7.6751250000000004	204.08319091796875	204.89051000000001	204.95395199999999	0.31016844511032104	0.31802999999999998	0.31916	11.609999656677246	11.609999999999999	15.014526	15.386944	3915.35791015625	3899.0842429999998	3906.2224839999999	2693.908203125	2689.9111640000001	2688.5849840000001	-11998581.245496999	-11998481.15096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7674559999999999	1.7670330000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.198788	24.105675000000002	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.96624399999999	180.87270699999999	1	1	1	1	1	0	null	null	18.950066	48.410772000000001	-0.48031099999999999	1.3607119999999999	3.0163190000000002	2.5215290000000001	0.29070499999999999	-0.079992999999999995	-0.15620000000000001	-0.10992399999999999	-0.51303100000000001	0.43151299999999998	1.4449590000000001	-0.69550599999999996	13.980040000000001	11.609999999999999	-0.034736999999999997	0.011738999999999999	0.030467000000000001	-0.017787000000000001	-0.01537	-0.017787000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587786	2025-05-11 20:22:27	0	7.2372759999999996	7.2122760000000001	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.101934	-0.131246	35.208553314208984	35.106619000000002	35.077306999999998	3.0758860111236572	3.0781619999999998	3.0684390000000001	93.132080078125	93.033058999999994	93.132080000000002	178.70120239257812	176.974187	176.69384400000001	null	0.30405199999999999	0.345439	7.0889978408813477	7.3930499999999997	7.434437	203.34980773925781	204.15995899999999	204.22333399999999	0.36089217662811279	0.36931399999999998	0.37044300000000002	11.609999656677246	11.609999999999999	15.234838	15.79706	3901.23388671875	3885.0634089999999	3892.237987	2672.057861328125	2668.1077479999999	2666.798264	-11998581.195284	-11998481.053292001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7723260000000001	1.7719039999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.143705000000001	24.003135	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.916031	180.77503899999999	1	1	1	1	1	1	null	null	18.877683000000001	65.063314000000005	-0.31885999999999998	0.605047	10.010104	1.8979710000000001	0.31847199999999998	0.0028029999999999999	0.42602600000000002	-0.172737	-0.473856	0.43635299999999999	1.4451769999999999	-0.44656000000000001	13.96082	11.609999999999999	-0.034285999999999997	-0.010975	0.022343999999999999	-0.029238	-0.0054970000000000001	-0.029238	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587787	2025-05-11 20:22:57	0	7.1846300000000003	7.1596299999999999	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.099331000000000003	-0.128358	34.965366363525391	34.866036000000001	34.837009000000002	2.9889290332794189	2.9912049999999999	2.9814820000000002	93.1575927734375	93.058571999999998	93.157593000000006	177.18757629394531	175.48048600000001	175.20231999999999	null	0.31396600000000002	0.35535099999999997	7.131627082824707	7.4455929999999997	7.4869789999999998	202.59098815917969	203.40042700000001	203.463819	0.31927511096000671	0.33748499999999998	0.33862999999999999	11.609999656677246	11.609999999999999	15.645946	15.487194000000001	3915.72314453125	3899.8079130000001	3907.0107899999998	2359.8134765625	2355.9794160000001	2354.6831440000001	-11998581.075593	-11998481.110799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.77739	1.776967	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.040918000000001	24.08061	10	10	10	10	10	10	10	10	10	10	10	10	7.9780329999999999	7.9749689999999998	180.79633999999999	180.83254600000001	1	1	1	1	1	0	null	null	19.075403000000001	63.683047000000002	-0.32417099999999999	0.46325	12.523415999999999	2.1161889999999999	0.34482600000000002	0.067248000000000002	0.067719000000000001	-0.011780000000000001	-0.42519899999999999	0.41889999999999999	1.4239919999999999	-0.182341	13.868399999999999	11.609999999999999	-0.034514999999999997	-0.023029000000000001	0.024936	-0.045194999999999999	-0.0087919999999999995	-0.045194999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587788	2025-05-11 20:22:30	0	7.2046890000000001	7.1796889999999998	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.096337999999999993	-0.12491099999999999	35.136249542236328	35.039912000000001	35.011338000000002	2.6047866344451904	2.607062	2.5973389999999998	93.130119323730469	93.031098999999998	93.130118999999993	185.49380493164065	183.80962099999999	183.53492	null	0.32316699999999998	0.36454999999999999	7.3043303489685059	7.627497	7.6688809999999998	202.10472106933591	202.91498200000001	202.97835499999999	0.35465309023857117	0.36249199999999998	0.36361599999999999	11.609999656677246	11.609999999999999	15.33569	15.605031	3909.70654296875	3894.0847210000002	3901.3324579999999	2693.412353515625	2689.7116620000002	2688.4361880000001	-11998581.178368	-11998481.109603999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.780626	1.7802039999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.118489	24.051147	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.89911499999999	180.83135100000001	1	1	1	1	1	1	null	null	18.361630999999999	37.930885000000004	0.032876000000000002	0.72002200000000005	19.948768000000001	0.63159200000000004	0.37117600000000001	0.15354899999999999	-0.129081	-0.0019610000000000001	-0.37121500000000002	0.38636500000000001	1.3875850000000001	0.075666999999999998	13.816839999999999	11.609999999999999	-0.033072999999999998	-0.040749	0.037102000000000003	-0.039003999999999997	-0.022957999999999999	-0.039003999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587789	2025-05-11 20:23:57	0	7.1279159999999999	7.1392329999999999	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.12815599999999999	-0.12062299999999999	35.163177490234375	35.035021	35.042554000000003	3.4588503837585449	3.446949	3.451403	93.130119323730469	93.174927999999994	93.130118999999993	175.33944702148438	173.41175999999999	173.413376	null	0.39480700000000002	0.375504	6.9961886405944824	7.3909960000000003	7.3716920000000004	202.16146850585935	203.04729499999999	203.03519299999999	0.34327515959739685	0.35122700000000001	0.35074300000000003	11.609999656677246	11.609999999999999	15.666359	15.155639000000001	3901.04931640625	3896.925604	3893.0960749999999	2753.13134765625	2748.0100219999999	2748.3469129999999	-11998581.094811	-11998481.221584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.779744	1.779825	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.035813999999998	24.163506999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.81555800000001	180.943331	1	1	1	1	1	0	null	null	17.024826999999998	29.395565999999999	0.45631699999999997	-0.36949599999999999	24.970556999999999	-1.0791459999999999	0.402115	0.214224	-0.22470399999999999	-0.027473000000000001	-0.33728999999999998	0.36005300000000001	1.3360339999999999	0.353655	13.815307000000001	11.609999999999999	-0.032112000000000002	-0.039125	0.047454000000000003	-0.019515999999999999	-0.032583000000000001	-0.019515999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587790	2025-05-11 20:24:27	0	7.1590699999999998	7.1454719999999998	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.10129199999999999	-0.11864	35.089897155761719	34.988605	34.971257000000001	2.5433475971221924	2.5411739999999998	2.5358999999999998	93.137969970703125	93.084117000000006	93.137969999999996	185.56163024902344	183.83952600000001	183.65073699999999	null	0.36085899999999999	0.38317899999999999	6.9727554321289062	7.333615	7.3559349999999997	202.144775390625	202.9752	203.01486	0.38646110892295837	0.40712199999999998	0.40775400000000001	11.609999656677246	11.609999999999999	15.071542000000001	15.337460999999999	3904.78125	3893.2502760000002	3897.0226240000002	2306.61572265625	2302.6942180000001	2301.919926	-11998581.215484999	-11998481.146043999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7802249999999999	1.77996	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.184532999999998	24.118047000000001	10	10	10	10	10	10	10	10	10	10	10	10	7.9714749999999999	7.9697839999999998	180.93623199999999	180.86779100000001	1	1	1	1	1	1	null	null	15.937858	4.1226979999999998	0.49419400000000002	-0.107526	25.580221999999999	-1.422186	0.42851400000000001	0.25768200000000002	-0.180725	0.0078510000000000003	-0.28565800000000002	0.33161200000000002	1.270972	0.64813900000000002	13.860792999999999	11.609999999999999	-0.031739000000000003	-0.042030999999999999	0.036456000000000002	0.0067000000000000002	-0.022211000000000002	0.0067000000000000002	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587791	2025-05-11 20:24:00	0	7.2965689999999999	7.2715690000000004	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.088707999999999995	-0.117185	34.766769409179688	34.678061	34.649583999999997	3.9293608665466313	3.9316369999999998	3.921913	93.1085205078125	93.009500000000003	93.108520999999996	180.61878967285156	178.99299500000001	178.719031	null	0.34745500000000001	0.38883400000000001	7.0850090980529785	7.4324640000000004	7.4738429999999996	202.2742919921875	203.08202299999999	203.145456	0.30822822451591492	0.31611	0.31723299999999999	11.609999656677246	11.609999999999999	15.184361000000001	16.148194	3916.1044921875	3901.2303919999999	3908.4886430000001	2690.1376953125	2686.7767050000002	2685.5069159999998	-11998581.215090999	-11998480.972686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.779512	1.7790900000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.156324999999999	23.915343	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.93583799999999	180.694433	1	1	1	1	1	0	null	null	14.757115000000001	-6.7766690000000001	0.25484600000000002	-0.38636599999999999	29.107680999999999	-0.679199	0.44799699999999998	0.28732099999999999	0.66671199999999997	-0.021599	-0.22701499999999999	0.30907099999999998	1.2042120000000001	0.904555	13.825716	11.609999999999999	-0.030887000000000001	-0.031419000000000002	0.027484000000000001	0.0075040000000000003	-0.0090699999999999999	0.0075040000000000003	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587792	2025-05-11 20:24:30	0	7.2132639999999997	7.1882640000000002	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78	78.010000000000005	520.00872800000002	520.00975300000005	541.71490500000004	541.61490500000002	null	-0.087123999999999993	-0.115632	34.811878204345703	34.724753999999997	34.696246000000002	3.4513914585113525	3.4536669999999998	3.4439440000000001	93.063377380371094	92.964357000000007	93.063377000000003	181.63084411621097	180.01717400000001	179.74297100000001	null	0.35269699999999998	0.39407500000000001	6.7088418006896973	7.0615389999999998	7.1029169999999997	201.99888610839844	202.80937499999999	202.87274199999999	0.34311366081237793	0.34960999999999998	0.35072999999999999	11.609999656677246	11.609999999999999	15.996528	15.655495	3916.59130859375	3901.8724400000001	3909.1278480000001	2745.76708984375	2742.476592	2741.2056950000001	-11998581.013847001	-11998481.097691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99839500000000003	0.99829500000000004	1	1	1	1	11.998395	11.998295000000001	2	2	1.7813300000000001	1.7809079999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	23.953263	24.038530000000002	10	10	10	10	10	10	10	10	10	10	10	10	8	8	180.73459399999999	180.81943799999999	1	1	1	1	1	1	null	null	13.817057	16.085564999999999	-0.088938000000000003	-1.575688	31.056277000000001	-0.59257400000000005	0.46616000000000002	0.30198399999999997	0.21448700000000001	-0.074593000000000007	-0.15962499999999999	0.28436299999999998	1.1353580000000001	1.1265849999999999	13.76585	11.609999999999999	-0.030342000000000001	-0.019064000000000001	0.018896	0.020167000000000001	0.00084000000000000003	0.020167000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
