10587139	2025-05-11 14:58:52	1	6.5277430000000001	6.6277429999999997	1610.0070800000001	1610.0070860000001	3.0099070000000001	3.0099070000000001	78.789473999999998	78.785306000000006	520.009094	520.00939800000003	542.114868	542.08987200000001	null	0.36295699999999997	0.46108500000000002	38.922554016113281	39.285511	39.383639000000002	4.6770353317260742	4.6199089999999998	4.659446	94.007537841796875	94.403129000000007	94.007537999999997	219.52192687988281	221.50858500000001	222.29499300000001	null	2.0494759999999999	1.8841429999999999	8.4653081893920898	10.514784000000001	10.349451	195.7830810546875	196.71282500000001	196.51749799999999	0.33403411507606506	0.33665	0.34165000000000001	11.729999542236328	11.73	11.798638	11.780184999999999	3898.93603515625	3981.399586	3949.7801490000002	3001.6474609375	3014.0311499999998	3018.1121720000001	-11961839.188367	-11951804.187653	1	1	1	1	1	1	1	1	0.96373799999999998	0.95372800000000002	1	1	1	1	1	1	1	1	0.99792000000000003	0.99789499999999998	1	1	1	1	11.961658	11.951623	2	2	1.8219749999999999	1.823277	8	8	1.987266	1.9914810000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	25	25	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.80924200000001	175.81475900000001	1	1	1	1	1	0	null	null	-15.254721999999999	-12.410935	-1.6353580000000001	-1.373451	-6.5861080000000003	7.2618739999999997	1.833915	-1.0313330000000001	-1.608997	0.080475000000000005	-0.044296000000000002	-0.23169699999999999	0.25652700000000001	-2.1051570000000002	14.927277	11.73	0.050143	-0.111952	-0.033725999999999999	0.028881	0.051390999999999999	0.028881	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587140	2025-05-11 14:59:22	1	6.6277429999999997	6.7277430000000003	1610.0070800000001	1610.007085	3.0099070000000001	3.0099070000000001	78.785308999999998	78.790029000000004	520.00891100000001	520.00960999999995	542.08990500000004	542.064886	null	0.356659	0.45184099999999999	39.265323638916016	39.621983	39.717165000000001	4.3743538856506348	4.317196	4.3567650000000002	94.107650756835938	94.503242	94.107651000000004	222.70953369140625	224.69711699999999	225.41070400000001	null	2.008219	1.842465	9.5333423614501953	11.541561	11.375807	194.94088745117188	195.87288699999999	195.67776900000001	0.3275679349899292	0.32882800000000001	0.33380900000000002	11.729999542236328	11.73	12.299429999999999	12.288138999999999	3906.069580078125	3987.9243259999998	3956.0250390000001	3166.169677734375	3178.2890929999999	3182.2529300000001	-11971874.059846999	-11961839.038857	1	1	1	1	1	1	1	1	0.97374799999999995	0.96373799999999998	1	1	1	1	1	1	1	1	0.99794499999999997	0.99792000000000003	1	1	1	1	11.971693	11.961658	2	2	1.8275749999999999	1.8288759999999999	8	8	1.988318	1.9925440000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.87763	24.880452999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.693523	175.70187300000001	1	1	1	1	1	1	null	null	-13.789329	-2.6999399999999998	-1.55339	-1.6958169999999999	-16.204664999999999	5.6264649999999996	1.785088	-1.0553619999999999	0.79037599999999997	0.19628899999999999	-0.091283000000000003	-0.17777399999999999	0.28546100000000002	-2.2124700000000002	14.930012	11.73	0.053716	-0.113471	-0.017180999999999998	0.023118	0.030949999999999998	0.023118	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587141	2025-05-11 14:59:52	1	6.7277430000000003	6.797288	1610.0070800000001	1610.0070840000001	3.0099070000000001	3.0099070000000001	78.790024000000003	78.791786000000002	520.009094	520.009367	542.06488000000002	542.03987900000004	null	0.37099199999999999	0.436388	39.229907989501953	39.600900000000003	39.666296000000003	4.0889463424682617	4.0438599999999996	4.0713569999999999	94.166534423828125	94.441733999999997	94.166533999999999	226.77793884277344	228.86033599999999	229.35892799999999	null	1.9087130000000001	1.7934159999999999	9.5168619155883789	11.425575	11.310276999999999	194.25703430175781	195.12696199999999	194.99151000000001	0.32812309265136719	0.33093099999999998	0.33439000000000002	11.729999542236328	11.73	12.657945	12.807387	3915.766845703125	3986.3895229999998	3964.2359879999999	3154.532958984375	3167.2533899999999	3169.977128	-11978860.465701999	-11971873.939988	1	1	1	1	1	1	1	1	0.98070999999999997	0.97374799999999995	1	1	1	1	1	1	1	1	0.99797000000000002	0.99794499999999997	1	1	1	1	11.978680000000001	11.971693	2	2	1.8325480000000001	1.8334509999999999	8	8	1.990855	1.9937940000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.787993	24.750627999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.61139600000001	175.57787400000001	1	1	1	1	1	0	null	null	-11.326276	5.3271139999999999	-1.328308	-1.325725	-39.540756999999999	4.5395729999999999	1.7326900000000001	-1.08301	0.79037599999999997	0.158997	-0.12205199999999999	-0.14607500000000001	0.31912099999999999	-2.3130899999999999	14.932441000000001	11.73	0.056390000000000003	-0.10906	-0.027487999999999999	0.0081379999999999994	0.041690999999999999	0.0081379999999999994	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587142	2025-05-11 15:00:22	1	6.7972890000000001	6.8226199999999997	1610.0070800000001	1610.007083	3.0099070000000001	3.0099070000000001	78.791786000000002	78.794533999999999	520.00885000000005	520.00959	542.03985599999999	542.01487399999996	null	0.41180800000000001	0.434116	39.270092010498047	39.681899999999999	39.704208000000001	4.376708984375	4.3491059999999999	4.3591199999999999	94.141021728515625	94.241304	94.141022000000007	224.36079406738281	226.766065	226.924116	null	1.8113589999999999	1.7692380000000001	12.152407646179199	13.963766	13.921646000000001	194.08293151855469	194.855054	194.807042	0.33992314338684082	0.34603800000000001	0.34729300000000002	11.729999542236328	11.73	12.942748	13.177194	3900.15625	3956.5677209999999	3948.4068080000002	3016.97265625	3031.3967069999999	3032.3227259999999	-11981421.080568001	-11978860.410156	1	1	1	1	1	1	1	1	0.98324500000000004	0.98070999999999997	1	1	1	1	1	1	1	1	0.99799499999999997	0.99797000000000002	1	1	1	1	11.98124	11.978680000000001	2	2	1.8343609999999999	1.834681	8	8	1.9933369999999999	1.9944109999999999	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.716785000000002	24.658166999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.54448199999999	175.48725899999999	1	1	1	1	1	1	null	null	-9.8870229999999992	-1.811337	-1.0345120000000001	-1.7130179999999999	-56.090307000000003	4.1858579999999996	1.706534	-1.164204	0.670234	0.033370999999999998	-0.13188800000000001	-0.14927599999999999	0.35194399999999998	-2.4360430000000002	14.934613000000001	11.73	0.05951	-0.103118	-0.032701000000000001	0.0074669999999999997	0.046327	0.0074669999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587143	2025-05-11 15:00:52	1	6.4672130000000001	6.5672129999999997	1610.0070800000001	1610.0070820000001	3.0099070000000001	3.0099070000000001	78.794533000000001	78.796951000000007	520.009094	520.00935100000004	542.01489300000003	541.98988199999997	null	0.338972	0.435892	39.243160247802734	39.582132000000001	39.679051999999999	3.7595691680908199	3.7024189999999999	3.7419799999999999	94.080169677734375	94.475761000000006	94.080169999999995	215.88784790039065	217.725031	218.46498	null	1.93448	1.7687569999999999	11.552055358886721	13.486535999999999	13.320812	194.06758117675781	194.98170500000001	194.78499600000001	0.31773361563682556	0.31930199999999997	0.324293	11.729999542236328	11.73	13.672999000000001	11.479471999999999	3914.147705078125	3994.2917619999998	3962.5691339999998	3118.853271484375	3130.2289510000001	3134.2769029999999	-11955879.602957999	-11945845.053246001	1	1	1	1	1	1	1	1	0.95767899999999995	0.94766899999999998	1	1	1	1	1	1	1	1	0.99802000000000002	0.99799499999999997	1	1	1	1	11.955698999999999	11.945664000000001	2	2	1.8335159999999999	1.8348279999999999	8	8	1.9901979999999999	1.9944230000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	0.99989499999999998	24.534203999999999	25	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.35791800000001	175.82914600000001	1	1	1	1	1	0	null	null	-10.027002	11.149879	-0.51739800000000002	-1.22496	-66.032715999999994	5.4502179999999996	1.70356	-1.3382579999999999	-1.0342290000000001	-0.086364999999999997	-0.13378200000000001	-0.131244	0.39430799999999999	-2.6040040000000002	14.715845	11.73	0.063200999999999993	-0.11301799999999999	-0.027491000000000002	-0.0038310000000000002	0.039243	-0.0038310000000000002	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587144	2025-05-11 15:01:22	1	6.5672129999999997	6.6672130000000003	1610.0070800000001	1610.0070820000001	3.0099070000000001	3.0099070000000001	78.796951000000007	78.799479000000005	520.00878899999998	520.00955799999997	541.989868	541.96487500000001	null	0.33340999999999998	0.43043399999999998	39.294326782226562	39.627737000000003	39.724760000000003	3.9167983531951904	3.859648	3.8992089999999999	94.052688598632812	94.448279999999997	94.052689000000001	220.7266845703125	222.52125100000001	223.26136700000001	null	1.9161779999999999	1.7504310000000001	11.663665771484377	13.579844	13.414097	194.43327331542969	195.337884	195.14035999999999	0.31441262364387512	0.31847199999999998	0.32348100000000002	11.729999542236328	11.73	11.990639	11.975277999999999	3913.7421875	3993.3480509999999	3961.6383639999999	2786.5107421875	2797.65209	2801.7081910000002	-11965915.077437	-11955880.082982	1	1	1	1	1	1	1	1	0.96768900000000002	0.95767899999999995	1	1	1	1	1	1	1	1	0.99804499999999996	0.99802000000000002	1	1	1	1	11.965733999999999	11.955698999999999	2	2	1.831142	1.8324590000000001	8	8	1.9906649999999999	1.9948900000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.954836	24.958676000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.77664200000001	175.786025	1	1	1	1	1	1	null	null	-9.2089759999999998	23.687593	-0.44995299999999999	-0.72939500000000002	-66.157812000000007	5.6936260000000001	1.6812260000000001	-1.480621	-0.913076	-0.088332999999999995	-0.203239	-0.075803999999999996	0.43696299999999999	-2.7820420000000001	14.536953	11.73	0.065991999999999995	-0.118994	-0.013693	-0.01205	0.023886000000000001	-0.01205	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587145	2025-05-11 15:01:52	1	6.6672130000000003	6.7452930000000002	1610.0070800000001	1610.007081	3.0099070000000001	3.0099070000000001	78.799476999999996	78.801969	520.00903300000004	520.00931400000002	541.96490500000004	541.939887	null	0.34743299999999999	0.422101	38.936801910400391	39.284235000000002	39.358902	3.6914558410644527	3.642989	3.673867	93.970245361328125	94.27919	93.970245000000006	220.70527648925781	222.60864100000001	223.17515700000001	null	1.8429739999999999	1.713465	10.943487167358398	12.786460999999999	12.656952	194.26429748535156	195.13206700000001	194.97851700000001	0.29187649488449097	0.296431	0.30033199999999999	11.729999542236328	11.73	12.384188999999999	12.486446000000001	3908.107177734375	3979.9793119999999	3955.2012679999998	2866.34228515625	2878.0740300000002	2881.1940209999998	-11973755.736400001	-11965914.921294	1	1	1	1	1	1	1	1	0.97550499999999996	0.96768900000000002	1	1	1	1	1	1	1	1	0.99807000000000001	0.99804499999999996	1	1	1	1	11.973575	11.965733999999999	2	2	1.832514	1.8335379999999999	8	8	1.9925310000000001	1.995833	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.856438000000001	24.830871999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.68148299999999	175.66024200000001	1	1	1	1	1	0	null	null	-6.7149650000000003	-9.6110260000000007	-0.49277100000000001	-0.88364299999999996	-68.734919000000005	2.9337490000000002	1.6437029999999999	-1.5253950000000001	0.79037800000000002	-0.10992399999999999	-0.25060500000000002	-0.046997999999999998	0.50176699999999996	-2.907562	14.514792	11.73	0.068705000000000002	-0.14197399999999999	-0.0016149999999999999	-0.020759	0.0098440000000000003	-0.020759	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587146	2025-05-11 15:02:22	1	6.7452930000000002	6.7767369999999998	1610.0070800000001	1610.007081	3.0099070000000001	3.0099070000000001	78.801970999999995	78.804473000000002	520.00878899999998	520.00953500000003	541.93994099999998	541.91490099999999	null	0.380222	0.40857700000000002	38.981399536132812	39.361621	39.389975999999997	4.5109724998474121	4.4809539999999997	4.4933829999999997	94.027168273925781	94.151643000000007	94.027168000000003	225.51499938964844	227.67330000000001	227.87971899999999	null	1.738559	1.6862950000000001	11.005760192871094	12.744319000000001	12.692055	194.240234375	195.02986100000001	194.96977000000001	0.34389176964759827	0.34577599999999997	0.347329	11.729999542236328	11.73	12.652832	12.895356	3908.322265625	3964.1856819999998	3954.1140559999999	3459.588623046875	3472.6953509999998	3473.8782249999999	-11976928.204531999	-11973755.569266001	1	1	1	1	1	1	1	1	0.97865199999999997	0.97550499999999996	1	1	1	1	1	1	1	1	0.99809499999999995	0.99807000000000001	1	1	1	1	11.976747	11.973575	2	2	1.8331949999999999	1.833596	8	8	1.995193	1.9965250000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.789270999999999	24.728634	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.617659	175.55875499999999	1	1	1	1	1	1	null	null	-5.4232060000000004	12.700578999999999	0.29413699999999998	0.39966800000000002	-63.408223	-0.41594900000000001	1.618722	-1.45916	0.70390900000000001	-0.025520000000000001	-0.24623900000000001	-0.026522	0.56776599999999999	-2.9357669999999998	14.479601000000001	11.73	0.070761000000000004	-0.143433	0.0066550000000000003	-0.0068360000000000001	0.00077700000000000002	-0.0068360000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587147	2025-05-11 15:02:52	1	6.7767359999999996	6.799588	1610.0070800000001	1610.007081	3.0099070000000001	3.0099070000000001	78.804473999999999	78.806972000000002	520.00903300000004	520.00925900000004	541.91485599999999	541.88988099999995	null	0.38961699999999999	0.40984500000000001	39.612865447998047	40.002482000000001	40.022711000000001	3.4608135223388672	3.4341900000000001	3.4432239999999998	94.127273559570298	94.217744999999994	94.127274	239.18960571289065	241.420928	241.56419199999999	null	1.7239930000000001	1.685978	10.406084060668944	12.130077	12.092062	193.53924560546875	194.32416599999999	194.281453	0.42798775434494019	0.430813	0.43194100000000002	11.729999542236328	11.73	13.016794000000001	13.061741	3898.801025390625	3952.061976	3944.7150310000002	3404.621337890625	3418.1206350000002	3418.9637360000002	-11979240.617106	-11976928.123027001	1	1	1	1	1	1	1	1	0.98094000000000003	0.97865199999999997	1	1	1	1	1	1	1	1	0.99812000000000001	0.99809499999999995	1	1	1	1	11.97906	11.976747	2	2	1.8379000000000001	1.838185	8	8	1.9955639999999999	1.9965329999999999	10	10	10	10	8	8	8	7.9979659999999999	8	8	8	8	8	8	8	8	1	1	24.698270999999998	24.687034000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.531736	175.51971800000001	1	1	1	1	1	0	null	null	-4.5067320000000004	71.020357000000004	1.487949	3.2635360000000002	-54.584668000000001	-3.0962360000000002	1.6188560000000001	-1.501792	0.43322300000000002	0.157028	-0.26601599999999997	0.015231	0.62556299999999998	-2.9343560000000002	14.458527	11.73	0.072685	-0.14322499999999999	0.0091450000000000004	0.0034299999999999999	-0.0032750000000000001	0.0034299999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587148	2025-05-11 15:03:22	1	6.799588	6.825304	1610.0070800000001	1610.007081	3.0099070000000001	3.0099070000000001	78.806976000000006	78.809473999999994	520.00872800000002	520.00948800000003	541.88989300000003	541.86489200000005	null	0.38818999999999998	0.41113300000000003	38.877140045166016	39.265329999999999	39.288272999999997	3.7036259174346928	3.6758709999999999	3.6860369999999998	94.001647949218764	94.103454999999997	94.001648000000003	220.68824768066409	222.90847299999999	223.072845	null	1.7313499999999999	1.6885859999999999	11.891889572143556	13.623239	13.580475	192.62551879882812	193.41939300000001	193.37106499999999	0.31604447960853577	0.32155	0.322824	11.729999542236328	11.73	13.199312000000001	13.183176	3922.887939453125	3977.180061	3968.9259550000002	3077.579345703125	3091.0190600000001	3091.975308	-11981839.735966999	-11979240.546205999	1	1	1	1	1	1	1	1	0.983514	0.98094000000000003	1	1	1	1	1	1	1	1	0.99814499999999995	0.99812000000000001	1	1	1	1	11.981659000000001	11.97906	2	2	1.8439319999999999	1.8442540000000001	8	8	1.995377	1.996467	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.652636999999999	24.656672	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.49194600000001	175.49739299999999	1	1	1	1	1	1	null	null	-2.649197	77.788957999999994	1.968324	3.785898	-36.181243000000002	-3.2575020000000001	1.6204620000000001	-1.520354	0.21488699999999999	-0.025520000000000001	-0.31281900000000001	0.020275999999999999	0.66729700000000003	-2.964629	14.450858999999999	11.73	0.076316999999999996	-0.13735800000000001	0.030499999999999999	0.0068919999999999997	-0.029045000000000001	0.0068919999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587149	2025-05-11 15:03:52	1	6.8253050000000002	6.850066	1610.0070800000001	1610.007081	3.0099070000000001	3.0099070000000001	78.809478999999996	78.811975000000004	520.00897199999997	520.00955399999998	541.864868	541.83987999999999	null	0.39125199999999999	0.41337299999999999	38.620269775390625	39.011521999999999	39.033642	4.2336130142211914	4.2062359999999996	4.216024	93.915283203125	94.013310000000004	93.915283000000002	223.34025573730469	225.584284	225.742268	null	1.72481	1.6836279999999999	12.060543060302734	13.785353000000001	13.744171	193.74293518066409	194.53043299999999	194.483902	0.33289453387260437	0.33862500000000001	0.33985199999999999	11.729999542236328	11.73	13.316363000000001	13.320745000000001	3920.1552734375	3974.3529279999998	3966.4089760000002	3056.80029296875	3070.3678679999998	3071.2893939999999	-11984343.328295	-11981839.733867001	1	1	1	1	1	1	1	1	0.98599300000000001	0.983514	1	1	1	1	1	1	1	1	0.99817	0.99814499999999995	1	1	1	1	11.984163000000001	11.981659000000001	2	2	1.836525	1.836835	8	8	1.9955430000000001	1.9965930000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.623372	24.622275999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.45544000000001	175.455704	1	1	1	1	1	0	null	null	-2.4229310000000002	64.870628999999994	2.0954320000000002	4.8597910000000004	-6.1197400000000002	-2.6723849999999998	1.6164149999999999	-1.624984	0.19223100000000001	-0.21199000000000001	-0.371473	0.0068360000000000001	0.69513400000000003	-3.0655209999999999	14.43723	11.73	0.079457	-0.13867099999999999	0.044927000000000002	0.010886	-0.046020999999999999	0.010886	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587150	2025-05-11 15:04:22	1	6.850066	6.8751449999999998	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78.811974000000006	78.814474000000004	520.00903300000004	520.00935800000002	541.83990500000004	541.81489199999999	null	0.38997599999999999	0.41239900000000002	38.281753540039062	38.671729999999997	38.694153	4.0457620620727539	4.0182589999999996	4.0281729999999998	93.903503417968764	94.002790000000005	93.903503000000001	212.41539001464844	214.64952199999999	214.809833	null	1.722737	1.681027	10.265141487121582	11.987879	11.946168999999999	195.29925537109375	196.09039899999999	196.04330300000001	0.3609527051448822	0.36781000000000003	0.36905500000000002	11.729999542236328	11.73	13.4564	13.453932999999999	3912.7001953125	3966.9047350000001	3958.8601600000002	2908.01904296875	2921.5333540000001	2922.4676690000001	-11986878.732837999	-11984343.252459001	1	1	1	1	1	1	1	1	0.98850300000000002	0.98599300000000001	1	1	1	1	1	1	1	1	0.99819500000000005	0.99817	1	1	1	1	11.986698000000001	11.984163000000001	2	2	1.826125	1.8264389999999999	8	8	1.9955959999999999	1.9966600000000001	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.588359000000001	24.588975999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.41007999999999	175.41207399999999	1	1	1	1	1	1	null	null	-3.0148459999999999	55.124279000000001	1.375705	4.3666689999999999	8.0002829999999996	-0.71084899999999995	1.610854	-1.7638039999999999	0.19978399999999999	-0.098144999999999996	-0.390345	-0.02674	0.72847499999999998	-3.1725150000000002	14.422385999999999	11.73	0.083670999999999995	-0.149455	0.037659999999999999	0.025668	-0.037381999999999999	0.025668	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587151	2025-05-11 15:04:52	1	6.6250340000000003	6.725034	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78.814475999999999	78.816974999999999	520.00885000000005	520.00956799999994	541.81488000000002	541.78988400000003	null	0.30762	0.40576200000000001	38.509593963623047	38.817214	38.915356000000003	3.9523272514343266	3.8951769999999999	3.9347379999999998	93.952575683593764	94.348167000000004	93.952575999999993	216.46467590332031	218.05865499999999	218.80751100000001	null	1.8173919999999999	1.651578	10.191028594970703	12.008421	11.842606	196.66349792480469	197.610974	197.41730200000001	0.31933945417404175	0.32103900000000002	0.32603799999999999	11.729999542236328	11.73	13.973307	12.262668	3899.1669921875	3976.27583	3944.6876609999999	3084.5341796875	3094.5861580000001	3098.7066249999998	-11971877.476369999	-11961842.903307	1	1	1	1	1	1	1	1	0.97347700000000004	0.96346699999999996	1	1	1	1	1	1	1	1	0.99822	0.99819500000000005	1	1	1	1	11.971697000000001	11.961662	2	2	1.815987	1.8172790000000001	8	8	1.9931829999999999	1.9974099999999999	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.459119000000001	24.886821999999999	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.26829000000001	175.70151100000001	1	1	1	1	1	0	null	null	-4.5032810000000003	92.071090999999996	0.56886800000000004	3.3200789999999998	6.0698840000000001	-0.61598900000000001	1.57907	-1.793636	-0.79456800000000005	0.037291999999999999	-0.35971999999999998	-0.033443000000000001	0.76364299999999996	-3.2553399999999999	14.416122	11.73	0.085469000000000003	-0.15409800000000001	0.034155999999999999	0.027525000000000001	-0.033856999999999998	0.027525000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587152	2025-05-11 15:05:22	1	6.725034	6.8250339999999996	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78.816970999999995	78.819473000000002	520.009094	520.00933999999995	541.78991699999995	541.76489800000002	null	0.30920799999999998	0.40769	38.474884033203125	38.784092000000001	38.882573999999998	4.4636659622192383	4.4065159999999999	4.4460769999999998	93.860321044921875	94.255913000000007	93.860320999999999	209.803955078125	211.41029599999999	212.161778	null	1.80707	1.641248	9.1952276229858398	11.002297	10.836475999999999	196.52546691894531	197.47755100000001	197.28432900000001	0.3154425323009491	0.31956000000000001	0.324577	11.729999542236328	11.73	12.795679	12.782043	3914.42041015625	3991.6830970000001	3960.1267579999999	2761.696044921875	2771.8152439999999	2775.9487300000001	-11981912.75915	-11971877.738694999	1	1	1	1	1	1	1	1	0.983487	0.97347700000000004	1	1	1	1	1	1	1	1	0.99824500000000005	0.99822	1	1	1	1	11.981731999999999	11.971697000000001	2	2	1.8168770000000001	1.818165	8	8	1.9934460000000001	1.9976739999999999	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.753554999999999	24.756965000000001	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.56387899999999	175.57280399999999	1	1	1	1	1	1	null	null	-4.7951499999999996	99.202927000000003	-0.30598900000000001	1.341861	1.026456	-0.019286999999999999	1.568335	-1.7557259999999999	-0.49570700000000001	-0.043181999999999998	-0.388629	-0.027219	0.78900700000000001	-3.2998080000000001	14.408007	11.73	0.085314000000000001	-0.14638499999999999	0.018674	0.0061390000000000004	-0.016688999999999999	0.0061390000000000004	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10587153	2025-05-11 15:05:52	1	6.8250339999999996	6.8602530000000002	1610.0070800000001	1610.0070800000001	3.0099070000000001	3.0099070000000001	78.819473000000002	78.821973999999997	520.00878899999998	520.009547	541.76489300000003	541.73989200000005	null	0.36302899999999999	0.39543400000000001	38.801239013671875	39.164268	39.196672999999997	4.0406579971313477	4.0091479999999997	4.0230689999999996	93.8662109375	94.005623999999997	93.866211000000007	218.19010925292969	220.214752	220.452642	null	1.6742760000000001	1.615737	8.5066051483154297	10.180880999999999	10.122343000000001	193.72320556640625	194.55695600000001	194.490478	0.33835577964782715	0.342227	0.343974	11.729999542236328	11.73	12.97209	13.315054	3916.513916015625	3972.261904	3961.0394449999999	3208.975830078125	3221.3625499999998	3222.717885	-11985463.133401001	-11981912.64983	1	1	1	1	1	1	1	1	0.987012	0.983487	1	1	1	1	1	1	1	1	0.99826999999999999	0.99824500000000005	1	1	1	1	11.985282	11.981731999999999	2	2	1.8363480000000001	1.8367910000000001	8	8	1.9968319999999999	1.998324	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	24.709447999999998	24.623698999999998	10	10	10	10	10	10	10	10	10	10	10	10	8	8	175.54262800000001	175.45881399999999	1	1	1	1	1	0	null	null	-4.515301	129.35675900000001	-0.86652799999999996	1.147403	13.445855	0.34230699999999997	1.545269	-1.7685550000000001	0.79037599999999997	-0.086364999999999997	-0.400287	-0.027168000000000001	0.81201900000000005	-3.2845390000000001	14.405436	11.73	0.085543999999999995	-0.15387999999999999	0.0075770000000000004	-0.0048199999999999996	-0.001103	-0.0048199999999999996	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
