998075	2025-04-30 03:27:32	50.296619999999997	71.207560000000001	19.270309999999998	227.91919999999999	2579.3449999999998	17.354610000000001	62.700850000000003	43.129530000000003	93.426150000000007	30.74427	4233	1.8999999999999999	48.210529999999999	48.25	95.856380000000001	96.5	1.977813	1.75	3.9285199999999998	3.5	0.10826909999999999	0	0	0	80	-0.45980100000000002	32.117179999999998	86.516570000000002	54.9985	28.355709999999998	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018477000000004	19.270309999999998	19.320309999999999	227.91919999999999	228.3192	2569.4369099999999	19.946206	62.779591000000003	53.808038000000003	110.000311	31.133783000000001	4218.5041039999996	2.1808890000000001	575.65667699999995	790890.36452399998	0	0	0	20	19.847185	100	0	4.1110199999999999	0	0	0	100	100	100	0	0.97629900000000003	50	60	1	2661.166714	53.117100000000001	-791466.52220100001	2568.3274430000001	17.472670999999998	62.791724000000002	43.392135000000003	93.821858000000006	31.05857	4220.514451	2.104168	790703.45976200001	0	0	0	20	19.841636999999999	100	0	4.1104139999999996	0	0	0	100	96.764371999999995	100	0	0.97589700000000001	50	60	1	2659.1020640000002	53.182040999999998	-791276.65208200004	62	52	1	75	68	1	25	22	1	260	250	1	572.69232	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998076	2025-04-30 03:28:02	50.409990000000001	71.149690000000007	19.342649999999999	226.86879999999999	2569.6080000000002	17.316780000000001	64.10127	43.478909999999999	93.888900000000007	31.467230000000001	4233	1.8999999999999999	48.322029999999998	48.25	95.859790000000004	96.5	1.978737	1.75	3.92415	3.5	0.10922179999999999	0	0	0	80	-0.54553379999999996	32.117179999999998	86.545500000000004	55.076630000000002	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016435999999999	19.342649999999999	19.39265	226.86879999999999	227.2688	2569.042457	19.843373	64.179040000000001	53.870317	110.02025	31.268913000000001	4217.9722389999997	2.199783	575.58577000000002	790576.40119	0	0	0	20	19.845212	100	0	4.041048	0	0	0	100	100	100	0	0.976406	50	60	1	2662.2272819999998	53.138269000000001	-791152.48796099995	2567.9272609999998	17.432822000000002	64.192143999999999	43.733395999999999	94.271987999999993	31.184891	4223.2263300000004	1.8984239999999999	790389.49642900005	0	0	0	20	19.839635999999999	100	0	4.0403929999999999	0	0	0	100	96.854398000000003	100	0	0.97535499999999997	50	60	0.99796799999999997	2660.175076	53.203502	-790962.70417899999	62	52	1	75	68	1	25	22	1	260	250	1	572.70775000000003	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998077	2025-04-30 03:28:32	50.230350000000001	71.178629999999998	19.270309999999998	228.2056	2572.2730000000001	17.423469999999998	62.06429	43.426009999999998	93.759799999999998	30.842880000000001	4233	1.8999999999999999	48.23451	48.25	95.827020000000005	96.5	1.990415	1.75	3.9567049999999999	3.5	0.1088611	0	0	0	80	-0.57406789999999996	32.117179999999998	86.516570000000002	54.842260000000003	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016914999999997	19.270309999999998	19.320309999999999	228.2056	228.60560000000001	2568.7912940000001	19.965707999999999	62.142287000000003	53.886448999999999	109.997632	30.916114	4220.7188569999998	1.997687	575.70331199999998	790985.83119000006	0	0	0	20	19.843955999999999	100	0	4.1428859999999998	0	0	0	100	99.999526000000003	100	0	0.97585599999999995	50	60	0.99995400000000001	2659.7402059999999	53.088627000000002	-791562.03550300002	2567.677443	17.54044	62.155163999999999	43.684229000000002	94.148690000000002	30.834159	4219.3325919999997	2.1658770000000001	790798.92642899998	0	0	0	20	19.838387000000001	100	0	4.1422420000000004	0	0	0	100	96.829738000000006	100	0	0.97613300000000003	50	60	1	2657.6851029999998	53.153702000000003	-791372.21292900003	62	52	1	75	68	1	25	22	1	260	250	1	572.78650100000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998078	2025-04-30 03:29:02	50.225839999999998	71.178629999999998	19.458379999999998	227.34630000000001	2571.4070000000002	17.812619999999999	62.191600000000001	43.181280000000001	93.407120000000006	30.49634	4233	1.8999999999999999	48.223260000000003	48.25	95.853579999999994	96.5	1.97556	1.75	3.92666	3.5	0.11053780000000001	0	0	0	80	-0.52465390000000001	32.117179999999998	86.574439999999996	54.295400000000001	28.355709999999998	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018597999999997	19.458379999999998	19.508379999999999	227.34630000000001	227.74629999999999	2569.2684800000002	20.406901000000001	62.270398	53.871659000000001	109.999588	30.801558	4216.8675139999996	2.262016	575.69580900000005	790793.43285700004	0	0	0	20	19.846342	100	0	4.1364799999999997	0	0	0	100	99.999917999999994	100	0	0.97662599999999999	50	60	1	2660.4293779999998	53.102383000000003	-791369.62966600002	2568.1593520000001	17.929276999999999	62.282474000000001	43.438237000000001	93.794049000000001	30.726866000000001	4221.5241560000004	1.9957320000000001	790606.52809499996	0	0	0	20	19.840796999999998	100	0	4.1358759999999997	0	0	0	100	96.758809999999997	100	0	0.97569499999999998	50	60	0.999915	2658.3638569999998	53.167276999999999	-791179.73918799998	62	52	1	75	68	1	25	22	1	260	250	1	572.71109300000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998079	2025-04-30 03:29:32	50.420200000000001	71.149690000000007	19.169039999999999	228.2056	2570.433	18.121269999999999	63.337400000000002	43.272709999999996	93.692899999999995	30.462129999999998	4233	1.8999999999999999	48.319789999999998	48.25	95.833259999999996	96.5	1.990156	1.75	3.9478249999999999	3.5	0.1102573	0	0	0	80	-0.69280249999999999	32.117179999999998	86.545500000000004	54.607889999999998	28.355709999999998	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.017275999999995	19.169039999999999	19.21904	228.2056	228.60560000000001	2569.4844619999999	20.674645000000002	63.415570000000002	53.782316000000002	110.006569	30.850162000000001	4219.022817	2.0949529999999998	575.63577499999997	790935.19619000005	0	0	0	20	19.847422000000002	100	0	4.0792219999999997	0	0	0	100	100	100	0	0.97619500000000003	50	60	1	2661.9232689999999	53.132201000000002	-791511.33296499995	2568.3716250000002	18.238076	63.428274000000002	43.530267000000002	94.080761999999993	30.769767000000002	4218.9507450000001	2.169724	790748.29142899998	0	0	0	20	19.841857999999998	100	0	4.0785859999999996	0	0	0	100	96.816152000000002	100	0	0.97621000000000002	50	60	1	2659.8659080000002	53.197318000000003	-791321.504235	62	52	1	75	68	1	25	22	1	260	250	1	572.712807	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998080	2025-04-30 03:30:02	50.134329999999999	71.091819999999998	19.342649999999999	226.77340000000001	2571.2869999999998	18.1587	64.355900000000005	43.332230000000003	93.466579999999993	30.50329	4233	1.8999999999999999	48.027659999999997	48.25	95.79298	96.5	1.9961420000000001	1.75	3.9867780000000002	3.5	0.11054940000000001	0	0	0	80	-0.69528639999999997	32.117179999999998	86.545500000000004	55.076630000000002	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.018358000000006	19.342649999999999	19.39265	226.77340000000001	227.17339999999999	2571.0526989999998	20.744671	64.434584000000001	53.985857000000003	110.00237	30.850118999999999	4216.4794540000003	2.264297	575.59188700000004	790544.60118999996	0	0	0	20	19.855263000000001	100	0	4.0282710000000002	0	0	0	100	100	100	0	0.97670400000000002	50	60	1	2664.5364009999998	53.184359000000001	-791120.69407800003	2569.9428979999998	18.274176000000001	64.446774000000005	43.584437000000001	93.846126999999996	30.774393	4222.7338300000001	1.887194	790357.696429	0	0	0	20	19.849713999999999	100	0	4.0276610000000002	0	0	0	100	96.769225000000006	100	0	0.97545300000000001	50	60	0.99774399999999996	2662.4722419999998	53.249445000000001	-790930.81622699997	62	52	1	75	68	1	25	22	1	260	250	1	572.61979799999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998081	2025-04-30 03:30:32	50.53913	71.091819999999998	19.603059999999999	226.86879999999999	2573.8240000000001	18.249130000000001	64.737830000000002	43.345260000000003	93.884379999999993	30.95842	4233	1.8999999999999999	48.424930000000003	48.25	95.819919999999996	96.5	2.0043099999999998	1.75	3.9623110000000001	3.5	0.1098875	0	0	0	80	-0.51267339999999995	32.117179999999998	86.545500000000004	54.061030000000002	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016435000000001	19.603059999999999	19.65306	226.86879999999999	227.2688	2571.4597319999998	20.775005	64.815599000000006	53.733500999999997	110.010845	30.854237999999999	4220.2118819999996	1.9827490000000001	575.56945299999995	790706.60618999996	0	0	0	20	19.857299000000001	100	0	4.00922	0	0	0	100	100	100	0	0.97595799999999999	50	60	0.99965499999999996	2665.338526	53.200369999999999	-791282.67664399999	2570.3445339999998	18.364253999999999	64.828704000000002	43.596051000000003	94.261725999999996	30.770212999999998	4222.2859719999997	1.9075219999999999	790519.70142900001	0	0	0	20	19.851723	100	0	4.0085649999999999	0	0	0	100	96.852345	100	0	0.97554300000000005	50	60	0.99814999999999998	2663.2862409999998	53.265725000000003	-791092.88775400002	62	52	1	75	68	1	25	22	1	260	250	1	572.68632600000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998082	2025-04-30 03:31:02	50.193010000000001	71.178629999999998	19.31371	226.77340000000001	2573.9380000000001	17.82339	62.828159999999997	43.661900000000003	93.852230000000006	30.373249999999999	4233	1.8999999999999999	48.116579999999999	48.25	95.863849999999999	96.5	1.966119	1.75	3.916712	3.5	0.1103116	0	0	0	80	-0.48055880000000001	32.117179999999998	86.574439999999996	54.451639999999998	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016554999999997	19.31371	19.363710000000001	226.77340000000001	227.17339999999999	2572.1783949999999	20.353677999999999	62.905985999999999	54.069606999999998	110.008724	30.747596000000001	4219.7609060000004	2.0028359999999998	575.67371100000003	790530.13118999999	0	0	0	20	19.860892	100	0	4.1047010000000004	0	0	0	100	100	100	0	0.97604800000000003	50	60	1	2663.9178019999999	53.172012000000002	-791106.30590100004	2571.0635339999999	17.939401	62.919034000000003	43.916258999999997	94.235122000000004	30.664088	4222.360944	1.8907929999999999	790343.22642900003	0	0	0	20	19.855318	100	0	4.1040479999999997	0	0	0	100	96.847024000000005	100	0	0.97552799999999995	50	60	0.99781600000000004	2661.8648499999999	53.237296999999998	-790916.50616300001	62	52	1	75	68	1	25	22	1	260	250	1	572.77973399999996	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998083	2025-04-30 03:31:32	50.235410000000002	71.178629999999998	19.386050000000001	227.6327	2576.5259999999998	17.739809999999999	62.446219999999997	43.710549999999998	93.945959999999999	32.433729999999997	4233	1.8999999999999999	48.162649999999999	48.25	95.878200000000007	96.5	1.963109	1.75	3.9032680000000002	3.5	0.10965510000000001	0	0	0	80	-0.4350542	32.117179999999998	86.574439999999996	54.373519999999999	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016074000000003	19.386050000000001	19.436050000000002	227.6327	228.03270000000001	2572.593198	20.254954999999999	62.523817999999999	54.051476999999998	109.999439	30.902801	4219.8060409999998	1.9890559999999999	575.68586400000004	790852.73452399997	0	0	0	20	19.862966	100	0	4.1238089999999996	0	0	0	100	99.999887999999999	100	0	0.97603899999999999	50	60	0.99978100000000003	2664.0214380000002	53.174081000000001	-791428.92138700001	2571.4769889999998	17.855656	62.537094000000003	43.964246000000003	94.327821	30.817219999999999	4219.771119	2.0620769999999999	790665.82976200001	0	0	0	20	19.857385000000001	100	0	4.1231450000000001	0	0	0	100	96.865564000000006	100	0	0.97604599999999997	50	60	1	2661.9714720000002	53.239429000000001	-791239.15190199995	62	52	1	75	68	1	25	22	1	260	250	1	572.82213999999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998084	2025-04-30 03:32:02	50.363810000000001	71.178629999999998	19.458379999999998	227.34630000000001	2570.4099999999999	17.533100000000001	63.337400000000002	43.318840000000002	93.682659999999998	31.24286	4233	1.8999999999999999	48.273209999999999	48.25	95.859859999999998	96.5	1.981894	1.75	3.924356	3.5	0.1087046	0	0	0	80	-0.38976119999999997	32.117179999999998	86.516570000000002	54.764139999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.017397000000003	19.458379999999998	19.508379999999999	227.34630000000001	227.74629999999999	2571.8892129999999	20.089044999999999	63.415627000000001	53.839784999999999	110.013818	31.004919999999998	4217.2628100000002	2.158922	575.65004599999997	790793.43285700004	0	0	0	20	19.859445999999998	100	0	4.0792190000000002	0	0	0	100	100	100	0	0.97654700000000005	50	60	1	2664.2186259999999	53.178016	-791369.583904	2570.7767159999999	17.648325	63.428274000000002	43.570036999999999	94.060636000000002	30.925045999999998	4220.3670240000001	2.007098	790606.52809499996	0	0	0	20	19.853884000000001	100	0	4.0785859999999996	0	0	0	100	96.812127000000004	100	0	0.97592699999999999	50	60	1	2662.1603709999999	53.243206999999998	-791179.74861899996	62	52	1	75	68	1	25	22	1	260	250	1	572.72052399999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998085	2025-04-30 03:32:32	50.215479999999999	71.149690000000007	19.559650000000001	227.4417	2564.77	17.4434	64.737830000000002	43.766770000000001	93.948120000000003	31.16356	4233	1.8999999999999999	48.118020000000001	48.25	95.828829999999996	96.5	1.9884299999999999	1.75	3.9543159999999999	3.5	0.1090407	0	0	0	80	-0.41173340000000003	32.117179999999998	86.545500000000004	54.295400000000001	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016075999999998	19.559650000000001	19.609649999999998	227.4417	227.8417	2570.7674670000001	19.958143	64.815427999999997	54.105922999999997	109.998863	31.110102999999999	4217.8284590000003	2.1046819999999999	575.56618000000003	790875.86785699998	0	0	0	20	19.853836999999999	100	0	4.0092290000000004	0	0	0	100	99.999773000000005	100	0	0.97643400000000002	50	60	1	2664.5211199999999	53.184054000000003	-791451.93503699999	2569.651261	17.558658000000001	64.828704000000002	44.018099999999997	94.326303999999993	31.024526999999999	4219.9139939999995	2.0278689999999999	790688.96309500001	0	0	0	20	19.848255999999999	100	0	4.0085649999999999	0	0	0	100	96.865261000000004	100	0	0.97601700000000002	50	60	1	2662.4710920000002	53.249422000000003	-791262.16119400004	62	52	1	75	68	1	25	22	1	260	250	1	572.69809899999996	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998086	2025-04-30 03:33:02	50.467370000000003	71.178629999999998	19.48732	227.34630000000001	2557.806	17.336079999999999	63.019129999999997	44.10192	94.569289999999995	29.95262	4233	1.8999999999999999	48.375749999999996	48.25	95.866069999999993	96.5	1.982151	1.75	3.917678	3.5	0.1094652	0	0	0	80	-0.43214950000000002	32.117179999999998	86.545500000000004	54.607889999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.013192000000004	19.48732	19.537320000000001	227.34630000000001	227.74629999999999	2568.8174690000001	19.761115	63.095356000000002	54.046326999999998	110.01096800000001	31.050576	4217.2833060000003	2.126376	575.651837	790807.90285700001	0	0	0	20	19.844086999999998	100	0	4.0952320000000002	0	0	0	100	100	100	0	0.97654300000000005	50	60	1	2660.7369079999999	53.108521000000003	-791384.05569499999	2567.6931709999999	17.452708999999999	63.110004000000004	44.358767	94.956047999999996	30.952559000000001	4219.9880620000004	2.0108239999999999	790620.99809500005	0	0	0	20	19.838466	100	0	4.0945	0	0	0	100	96.991209999999995	100	0	0.97600200000000004	50	60	1	2658.7052389999999	53.174104999999997	-791194.39827300003	62	52	1	75	68	1	25	22	1	260	250	1	572.90017799999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998087	2025-04-30 03:33:32	50.441029999999998	71.149690000000007	19.009899999999998	226.86879999999999	2565.145	17.709980000000002	64.228579999999994	43.702489999999997	94.143519999999995	29.81043	4233	1.8999999999999999	48.365139999999997	48.25	95.876660000000001	96.5	1.9675279999999999	1.75	3.9084059999999998	3.5	0.1083663	0	0	0	80	-0.37190889999999999	32.117179999999998	86.574439999999996	54.061030000000002	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.015113999999997	19.009899999999998	19.059899999999999	226.86879999999999	227.2688	2568.4063489999999	20.196431	64.305719999999994	53.916998	110.001969	30.891667000000002	4217.4084839999996	2.1072289999999998	575.58682199999998	790410.02619	0	0	0	20	19.842032	100	0	4.0347140000000001	0	0	0	100	100	100	0	0.976518	50	60	1	2661.5871229999998	53.125490999999997	-790986.11401200003	2567.2874430000002	17.827694000000001	64.319453999999993	43.963701	94.537060999999994	30.801940999999999	4221.1142259999997	1.9188689999999999	790223.12142900005	0	0	0	20	19.836437	100	0	4.034027	0	0	0	100	96.907411999999994	100	0	0.97577700000000001	50	60	0.99837699999999996	2659.5433549999998	53.190866999999997	-790796.37346000003	62	52	1	75	68	1	25	22	1	260	250	1	572.75203099999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998088	2025-04-30 03:34:02	50.394120000000001	71.178629999999998	19.125640000000001	227.2508	2567.8969999999999	17.84478	62.955469999999998	43.79374	94.187849999999997	30.433810000000001	4233	1.8999999999999999	48.313409999999998	48.25	95.88158	96.5	1.970591	1.75	3.8998210000000002	3.5	0.1101186	0	0	0	80	-0.26667930000000001	32.117179999999998	86.545500000000004	53.826659999999997	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.014871999999997	19.125640000000001	19.175640000000001	227.2508	227.6508	2568.0092079999999	20.324384999999999	63.032494999999997	53.978113999999998	109.99980600000001	30.855521	4218.5187429999996	2.0166400000000002	575.64118399999995	790595.22952399997	0	0	0	20	19.840046000000001	100	0	4.0983749999999999	0	0	0	100	99.999960999999999	100	0	0.97629600000000005	50	60	1	2659.9390579999999	53.092596	-791171.37170799996	2566.8896249999998	17.963470000000001	63.046343999999998	44.058875	94.587490000000003	30.764752999999999	4219.8461450000004	1.9959260000000001	790408.324762	0	0	0	20	19.834447999999998	100	0	4.097683	0	0	0	100	96.917497999999995	100	0	0.97603099999999998	50	60	0.999919	2657.8968989999998	53.157938000000001	-790981.65034000005	62	52	1	75	68	1	25	22	1	260	250	1	572.82557799999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998089	2025-04-30 03:34:32	50.116549999999997	71.091819999999998	19.458379999999998	226.0095	2564.2800000000002	18.117709999999999	64.228579999999994	43.767009999999999	93.883560000000003	33.05771	4233	1.8999999999999999	48.016440000000003	48.25	95.810249999999996	96.5	1.9908980000000001	1.75	3.9720949999999999	3.5	0.1092071	0	0	0	80	-0.1806488	32.117179999999998	86.545500000000004	53.826659999999997	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016313999999994	19.458379999999998	19.508379999999999	226.0095	226.40950000000001	2567.3572519999998	20.642999	64.306291999999999	54.152679999999997	110.00606000000001	31.082149999999999	4217.3036899999997	2.0893410000000001	575.58014100000003	790347.83285699994	0	0	0	20	19.836786	100	0	4.0346849999999996	0	0	0	100	100	100	0	0.97653900000000005	50	60	1	2660.835799	53.110495	-790923.91399799997	2566.241716	18.237054000000001	64.319453999999993	44.034775000000003	94.287288000000004	30.997603999999999	4223.0926579999996	1.7572369999999999	790160.92809499998	0	0	0	20	19.831209000000001	100	0	4.034027	0	0	0	100	96.857457999999994	100	0	0.97538100000000005	50	60	0.99514499999999995	2658.7846509999999	53.175693000000003	-790734.121315	62	52	1	75	68	1	25	22	1	260	250	1	572.69322	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998090	2025-04-30 03:35:02	50.380519999999997	71.178629999999998	19.31371	228.77850000000001	2564.2080000000001	18.274730000000002	62.191600000000001	43.577350000000003	93.95787	37.035620000000002	4233	1.8999999999999999	48.286929999999998	48.25	95.84357	96.5	1.984394	1.75	3.9400949999999999	3.5	0.1091961	0	0	0	80	-0.20016510000000001	32.117179999999998	86.516570000000002	54.842260000000003	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.015952999999996	19.31371	19.363710000000001	228.77850000000001	229.17850000000001	2566.7923580000001	20.788799000000001	62.26914	53.913549000000003	110.00405499999999	31.6813	4220.545134	1.859089	575.67119400000001	791198.49785699998	0	0	0	20	19.833962	100	0	4.1365429999999996	0	0	0	100	100	100	0	0.97589099999999995	50	60	0.99718200000000001	2658.7028019999998	53.067920000000001	-791774.67005099996	2565.6758070000001	18.394185	62.282474000000001	43.845562999999999	94.362291999999997	31.595193999999999	4215.2131609999997	2.309053	791011.59309500002	0	0	0	20	19.828379000000002	100	0	4.1358759999999997	0	0	0	100	96.872457999999995	100	0	0.97695699999999996	50	60	1	2656.6539229999998	53.133077999999998	-791584.90676599997	62	52	1	75	68	1	25	22	1	260	250	1	572.813671	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998091	2025-04-30 03:35:32	50.177349999999997	71.149690000000007	19.31371	227.6327	2555.7779999999998	17.91968	62.318910000000002	43.68806	93.865399999999994	30.52149	4233	1.8999999999999999	48.090170000000001	48.25	95.843149999999994	96.5	1.9778389999999999	1.75	3.9383539999999999	3.5	0.1093314	0	0	0	80	-0.2992803	32.117179999999998	86.574439999999996	54.061030000000002	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.016434000000004	19.31371	19.363710000000001	227.6327	228.03270000000001	2565.3810990000002	20.447917	62.396678999999999	54.086728000000001	110.00794999999999	31.680879000000001	4212.6824290000004	2.4072680000000002	575.66928299999995	790816.56452400004	0	0	0	20	19.826905	100	0	4.130166	0	0	0	100	100	100	0	0.977464	50	60	1	2657.2926630000002	53.039774000000001	-791392.73480700003	2564.2658980000001	18.037980999999998	62.409784000000002	43.951630999999999	94.262608	31.596848999999999	4218.2023069999996	2.0776409999999998	790629.65976199997	0	0	0	20	19.821328999999999	100	0	4.1295109999999999	0	0	0	100	96.852521999999993	100	0	0.97636000000000001	50	60	1	2655.2406740000001	53.104813	-791202.93549399998	62	52	1	75	68	1	25	22	1	260	250	1	572.77573199999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
998092	2025-04-30 03:36:02	50.339790000000001	71.149690000000007	19.342649999999999	227.34630000000001	2558.6329999999998	17.966080000000002	62.955469999999998	43.398530000000001	93.738320000000002	30.159829999999999	4233	1.8999999999999999	48.262050000000002	48.25	95.872540000000001	96.5	1.972232	1.75	3.912245	3.5	0.10818609999999999	0	0	0	80	-0.2255055	32.117179999999998	86.574439999999996	53.826659999999997	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.017035000000007	19.342649999999999	19.39265	227.34630000000001	227.74629999999999	2563.9984129999998	20.512740000000001	63.033524999999997	53.878494000000003	110.00626800000001	31.605687	4215.6819820000001	2.1748630000000002	575.62405100000001	790735.56785700005	0	0	0	20	19.819991999999999	100	0	4.0983239999999999	0	0	0	100	100	100	0	0.97686399999999995	50	60	1	2656.5187139999998	53.024326000000002	-791311.69290799997	2562.8848979999998	18.083963000000001	63.046343999999998	43.660420999999999	94.132918000000004	31.524249999999999	4218.7978810000004	2.0225339999999998	790548.66309499997	0	0	0	20	19.814423999999999	100	0	4.097683	0	0	0	100	96.826583999999997	100	0	0.97624	50	60	1	2654.4629500000001	53.089258999999998	-791121.868778	62	52	1	75	68	1	25	22	1	260	250	1	572.70568300000002	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
998093	2025-04-30 03:36:32	50.243029999999997	71.178629999999998	18.937560000000001	227.15530000000001	2559.038	17.607939999999999	63.464709999999997	43.372459999999997	93.596000000000004	30.131170000000001	4233	1.8999999999999999	48.147930000000002	48.25	95.874529999999993	96.5	1.9669030000000001	1.75	3.9093770000000001	3.5	0.1086997	0	0	0	80	-0.1236072	32.117179999999998	86.545500000000004	54.451639999999998	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	50	50.100000000000001	74	74.017754999999994	18.937560000000001	18.987559999999998	227.15530000000001	227.55529999999999	2562.6418440000002	20.176971000000002	63.543107999999997	53.951219000000002	110.01632600000001	31.580570000000002	4216.2980189999998	2.1189439999999999	575.58891600000004	790469.35618999996	0	0	0	20	19.813209000000001	100	0	4.072845	0	0	0	100	100	100	0	0.97674000000000005	50	60	1	2655.5300910000001	53.004593	-791045.446107	2561.5303520000002	17.725757000000002	63.555584000000003	43.634082999999997	93.990182000000004	31.502243	4219.1267390000003	1.986715	790282.45142900001	0	0	0	20	19.807652000000001	100	0	4.0722209999999999	0	0	0	100	96.798035999999996	100	0	0.97617500000000001	50	60	0.99973400000000001	2653.469861	53.069397000000002	-790855.59157000005	62	52	1	75	68	1	25	22	1	260	250	1	572.64014199999997	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
