1293013	2025-02-04 16:50:18	253.86883544921875	40.784313201904297	149.09202575683594	100	52.156864166259766	100	96.078430175781236	63.904998779296875	4.8061013221740723	251.41958600000001	251.119586	251.119586	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.916514999999997	63.816515000000003	57.000110999999997	56.900111000000003	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	12.560000419616699	12.56	12.56	0.114	0.114	0.097739000000000006	0.097739000000000006	62.648796081542969	62.450060999999998	62.505578999999997	0.91362845897674561	0.91914099999999999	0.919937	75.026145935058594	68.388028000000006	71.888848999999993	78.716897000000003	1898.4180908203125	1871.1960859999999	1864.370302	1866.1660300000001	1291.3349609375	1307.6041560000001	1305.6599200000001	1305.436919	38.709896087646477	37.63655	37.466422999999999	37.686954	2.656510591506958	2.7008529999999999	2.7840859999999998	2.7893460000000001	98.099510192871094	97.936884000000006	97.936884000000006	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.568890999999994	89.515018999999995	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	47.515779000000002	47.515779000000002	10	10	10	10	0	0	0	0	0	0	0	0	1637.08467	1637.030798	2.6083259999999999	2.6083259999999999	12.66968	12.772786	12.764677000000001	251.119586	251.41958600000001	0.31723299999999999	0.31727699999999998	14	14	-15637.401903	-15637.348075	0.19	0.189667
1293014	2025-02-04 16:51:18	247.78366088867188	40.784313201904297	148.64251708984375	99.607841491699219	52.156864166259766	100	96.078430175781236	63.849998474121094	4.8155555725097656	251.11961400000001	251.41916699999999	251.41916699999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.816516999999997	63.766517999999998	56.900112	56.800111999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	12.560000419616699	12.62599	12.625991000000001	0.065989999999999993	0.065989999999999993	0.065989999999999993	0.065989999999999993	62.131393432617188	62.041649999999997	61.986268000000003	0.72048616409301758	0.72557099999999997	0.72477499999999995	64.419174194335938	66.075733999999997	69.176927000000006	62.829203999999997	1789.9703369140625	1789.970337	1787.4554860000001	1786.444094	1306.0054931640625	1307.8256530000001	1305.549571	1305.7722229999999	34.563667297363281	37.429049999999997	37.463711000000004	37.573939000000003	2.6147420406341553	2.6356259999999998	2.6389100000000001	2.6363599999999998	97.869026184082031	97.701834000000005	97.701834000000005	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	47.574541000000004	47.574541000000004	10	10	10	10	0	0	0	0	0	0	0	0	3637.574541	3637.574541	2.5427430000000002	2.5427430000000002	12.879599000000001	12.451193999999999	12.463343999999999	251.41916699999999	251.11961400000001	0.31353599999999998	0.31342599999999998	14	14	-17637.888078	-17637.887966999999	0.189667	0.189334
1293015	2025-02-04 16:52:18	252.78591918945312	40.784313201904297	147.4588623046875	99.607841491699219	52.156864166259766	100	96.078430175781236	63.75	4.7652583122253418	251.419174	251.718727	251.718727	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.766517999999998	63.716518999999998	56.800114000000001	56.700113999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	12.560000419616699	12.67999	12.739989	0.053998999999999998	0.065989000000000006	0.113999	0.113999	61.719863891601562	61.628053000000001	61.572671	0.77401620149612427	0.77745399999999998	0.77665799999999996	70.458625793457031	69.967982000000006	78.539629000000005	72.531243000000003	1833.453125	1833.453125	1833.0268060000001	1832.015897	1321.056396484375	1308.1200260000001	1306.226997	1306.449676	35.193668365478516	37.067504	37.095700000000001	37.205922999999999	2.6853976249694824	2.6500699999999999	2.7033969999999998	2.7008559999999999	97.261344909667969	97.104218000000003	97.104218000000003	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	47.723945000000001	47.723945000000001	10	10	10	10	0	0	0	0	0	0	0	0	3637.7239450000002	3637.7239450000002	2.5592869999999999	2.5592869999999999	12.602764000000001	12.618646	12.630984	251.718727	251.419174	0.31455499999999997	0.314444	14	14	-17638.038499999999	-17638.038389000001	0.189334	0.189
1293016	2025-02-04 16:53:18	246.91484069824219	40.784313201904297	147.43643188476562	99.607841491699219	52.156864166259766	100	96.078430175781236	63.720001220703125	4.8117198944091797	251.71873500000001	252.01828800000001	252.01828800000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.716518000000001	63.666519999999998	56.700119000000001	56.600118999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	12.560000419616699	12.805978	12.80598	0.065989000000000006	0.065989000000000006	0.065989999999999993	0.065989999999999993	60.964309692382812	60.869405999999998	60.814025000000001	0.75376158952713013	0.75597999999999999	0.75518300000000005	55.997764587402344	63.625188000000001	55.999129000000003	49.214520999999998	1813.89306640625	1812.4388429999999	1813.621024	1812.6104909999999	1316.4056396484375	1308.700623	1307.2075359999999	1307.4302439999999	36.054653167724609	36.130471	36.137284999999999	36.247508000000003	2.6922032833099365	2.6888000000000001	2.6277889999999999	2.6252260000000001	96.491035461425781	96.371789000000007	96.371789000000007	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	47.907052999999998	47.907052999999998	10	10	10	10	0	0	0	0	0	0	0	0	3637.9070529999999	3637.9070529999999	2.605057	2.605057	12.786878	12.526733	12.538948	252.01828800000001	251.71873500000001	0.31733699999999998	0.31722600000000001	14	14	-17638.224388999999	-17638.224278999998	0.189	0.188667
1293017	2025-02-04 16:54:18	252.67167663574219	40.784313201904297	148.34327697753906	100	52.156864166259766	100	96.078430175781236	63.665000915527344	4.7932519912719727	252.01829499999999	251.71829500000001	251.71829500000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.666519000000001	63.566519	56.600121000000001	56.500121	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	12.560000419616699	12.931971000000001	12.871969999999999	0.12599099999999999	0.114	0.065989999999999993	0.065989999999999993	61.654022216796875	61.443069000000001	61.498593999999997	0.76822906732559204	0.76857200000000003	0.76936700000000002	53.741493225097656	60.065961000000001	53.313704000000001	60.546947000000003	2000.243896484375	1882.530029	1880.903141	1882.696561	1312.035888671875	1313.8758539999999	1312.9401949999999	1312.717124	34.372512817382812	35.046125000000004	35.003765999999999	35.224215999999998	2.6103897094726558	2.6512959999999999	2.6781820000000001	2.6834690000000001	95.559051513671875	95.485748999999998	95.485748999999998	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.072906000000003	89.019103000000001	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.128563	48.128563	10	10	10	10	0	0	0	0	0	0	0	0	1637.2014690000001	1637.1476660000001	2.5808390000000001	2.5808390000000001	12.789134000000001	12.827225	12.819061	251.71829500000001	252.01829499999999	0.31576599999999999	0.31580900000000001	14	14	-15637.517234999999	-15637.463475	0.188667	0.188334
1293018	2025-02-04 16:55:19	252.7132568359375	40.784313201904297	147.2408447265625	99.607841491699219	52.156864166259766	100	96.078430175781236	63.590003967285149	4.7790098190307617	251.71830700000001	251.418307	251.418307	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.566516999999997	63.466517000000003	56.500121999999998	56.400122000000003	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	12.997961	12.93796	0.12599099999999999	0.114	0.065989999999999993	0.065989999999999993	61.298683166503906	61.081479000000002	61.137006999999997	0.73206019401550293	0.73238400000000003	0.73317900000000003	59.349876403808594	56.363045	47.139626	54.475876	2033.897216796875	1949.3447269999999	1947.9596329999999	1949.752931	1315.76123046875	1316.314789	1315.6131130000001	1315.3900229999999	35.763126373291016	35.34599	35.326135999999998	35.546574999999997	2.6197028160095215	2.615046	2.6252629999999999	2.630557	94.390647888183594	94.360579999999999	94.360579999999999	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	87.061211	87.007412000000002	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.409855	48.409855	10	10	10	10	0	0	0	0	0	0	0	0	1635.4710660000001	1635.417267	2.5572159999999999	2.5572159999999999	13.062257000000001	13.121155999999999	13.112632	251.418307	251.71830700000001	0.31422	0.31426300000000001	14	14	-15635.785286	-15635.731529999999	0.188334	0.188
1293019	2025-02-04 16:56:19	249.93873596191409	40.784313201904297	147.847900390625	99.607841491699219	52.156864166259766	100	96.078430175781236	63.415000915527344	4.8305015563964844	251.41830400000001	251.11830399999999	251.11830399999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.466518000000001	63.366517999999999	56.400123999999998	56.300123999999997	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.051961	13.051963000000001	0.114	0.114	0.11400299999999999	0.11400299999999999	61.633934020996094	61.407874999999997	61.463406999999997	0.77473968267440796	0.77422100000000005	0.77501699999999996	46.935947418212891	53.342438999999999	41.133516999999998	48.565170000000002	1979.798095703125	1979.798096	1980.0663500000001	1981.8588990000001	1324.2523193359375	1317.1137699999999	1317.0198459999999	1316.796709	36.323551177978509	35.628461000000001	35.582394999999998	35.802835000000002	2.7187807559967041	2.6692420000000001	2.6624490000000001	2.667748	93.137603759765625	93.092684000000006	93.092684000000006	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	86.098010000000002	86.044233000000006	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	48.726829000000002	48.726829000000002	10	10	10	10	0	0	0	0	0	0	0	0	1634.8248390000001	1634.771062	2.6229079999999998	2.6229079999999998	13.432846	13.271309	13.262592	251.11830399999999	251.41830400000001	0.31794899999999998	0.317992	14	14	-15635.142787000001	-15635.089054	0.188	0.187667
1293020	2025-02-04 16:57:19	251.61361694335935	40.784313201904297	148.4075927734375	100	52.156864166259766	100	96.078430175781236	63.395000457763672	4.8006043434143066	251.118301	250.81830099999999	250.81830099999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.366520000000001	63.26652	56.300125000000001	56.200125	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.165963	13.165960999999999	0.114	0.114	0.113998	0.113998	61.517066955566406	61.279628000000002	61.335165000000003	0.60040509700775146	0.59876099999999999	0.59955599999999998	51.612815856933594	52.63288	38.915965	46.382823000000002	1896.9058837890625	1896.905884	1898.5479640000001	1900.339907	1344.484375	1324.1334529999999	1324.642034	1324.4188509999999	33.967109680175781	35.106574999999999	35.020859999999999	35.241309999999999	2.712054967880249	2.7154180000000001	2.701749	2.707052	91.680213928222656	91.616918999999996	91.616918999999996	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	88.543560999999997	88.489802999999995	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.095770000000002	49.095770000000002	10	10	10	10	0	0	0	0	0	0	0	0	1637.6393310000001	1637.5855730000001	2.6837970000000002	2.6837970000000002	13.232354000000001	12.990323	12.981928999999999	250.81830099999999	251.118301	0.32147100000000001	0.321515	14	14	-15637.960803	-15637.907088	0.187667	0.187334
1293021	2025-02-04 16:58:19	250.59710693359375	40.784313201904297	147.73858642578125	99.607841491699219	52.156864166259766	100	96.078430175781236	63.259998321533203	4.7079591751098633	250.818298	250.61858899999999	250.61858899999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.266525000000001	63.216619999999999	56.200127000000002	56.100127000000001	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.219848000000001	13.279960000000001	0.053886000000000003	0.055891999999999997	0.113998	0.113998	60.078224182128906	59.845835999999998	59.882815999999998	0.63006365299224854	0.62631199999999998	0.62684099999999998	57.489452362060547	52.012739000000003	36.379455	41.342272999999999	1847.68212890625	1847.682129	1850.335231	1851.4413010000001	1344.435302734375	1332.233307	1333.1405130000001	1332.9919179999999	34.801551818847656	35.213835000000003	35.213788000000001	35.323796999999999	2.6513936519622803	2.681724	2.6457519999999999	2.6489859999999998	90.207580566406236	90.117377000000005	90.117377000000005	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	89.989942999999997	89.956761	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.470655999999998	49.470655999999998	10	10	10	10	0	0	0	0	0	0	0	0	3639.460599	3639.4274169999999	2.6574800000000001	2.6574800000000001	13.071084000000001	12.842980000000001	12.837009999999999	250.61858899999999	250.818298	0.31986100000000001	0.31987900000000002	14	14	-17639.780460000002	-17639.747296000001	0.187334	0.187
1293022	2025-02-04 16:59:19	247.14250183105469	40.784313201904297	147.24195861816406	99.607841491699219	52.156864166259766	100	96.078430175781236	63.180000305175781	4.7154765129089355	250.61859100000001	250.91814400000001	250.91814400000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.216621000000004	63.166623000000001	56.100127999999998	56.000127999999997	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.333958000000001	13.393953	0.053998999999999998	0.065989999999999993	0.113994	0.113994	61.019683837890625	60.865217999999999	60.809820999999999	0.69661468267440796	0.69056399999999996	0.68976700000000002	53.384464263916016	54.162244000000001	46.743518000000002	40.144829000000001	1843.0809326171875	1843.080933	1849.2755460000001	1848.266181	1344.0213623046875	1339.2983400000001	1340.6475929999999	1340.8705219999999	33.884910583496094	34.744281000000001	34.691011000000003	34.801237	2.6394667625427246	2.6454300000000002	2.5947179999999999	2.5921609999999999	88.957160949707017	88.786484999999999	88.786484999999999	1	1	1000	1000	1000	1000	40	40	50	50	20	19.929127999999999	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.803379	49.803379	10	10	10	10	0	0	0	0	0	0	0	0	3639.8033789999999	3639.8033789999999	2.6220970000000001	2.6220970000000001	13.096083999999999	12.851259000000001	12.863922000000001	250.91814400000001	250.61859100000001	0.31781999999999999	0.31770900000000002	14	14	-17640.121199000001	-17640.121088	0.187	0.186667
1293023	2025-02-04 17:00:19	252.37611389160156	40.784313201904297	146.98602294921875	100	52.156864166259766	100	96.078430175781236	63.164993286132812	4.7131638526916504	250.91812100000001	250.618121	250.618121	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.166621999999997	63.066622000000002	56.000134000000003	55.900134000000001	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.509959	13.449844000000001	0.116006	0.114	0.055891000000000003	0.055891000000000003	59.872352600097656	59.594374999999999	59.649926999999998	0.74146407842636108	0.72942899999999999	0.73022500000000001	45.150375366210938	52.008096999999999	38.876432999999999	46.227837000000001	1883.7774658203125	1858.1801760000001	1861.4821300000001	1863.273428	1361.438232421875	1348.594818	1350.91949	1350.6961650000001	33.880970001220703	34.133636000000003	33.991852000000002	34.212325999999997	2.6627979278564453	2.651132	2.640193	2.6454930000000001	87.865432739257812	87.519739999999999	87.519739999999999	0	0	0	0	0	0	40	40	50	50	19.937899999999999	20	20	20	30	30	89.655535999999998	89.601797000000005	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	1639.655536	1639.601797	2.6363829999999999	2.6363829999999999	12.841582000000001	12.953545999999999	12.945187000000001	250.618121	250.91812100000001	0.31853500000000001	0.31857799999999997	14	14	-15639.974071000001	-15639.920375	0.186667	0.186334
1293024	2025-02-04 17:01:19	251.24330139160156	40.784313201904297	146.93058776855469	99.607841491699219	52.156864166259766	100	96.078430175781236	63.040000915527344	4.6822085380554199	250.61811800000001	250.318118	250.318118	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.066628000000001	63.000118999999998	55.900134999999999	55.800134999999997	1	1	1	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.523654000000001	13.515833000000001	0.085801000000000002	0.073811000000000002	0.065989999999999993	0.065989999999999993	59.902984619140625	59.613067999999998	59.668624000000001	0.68214696645736694	0.66531399999999996	0.66610999999999998	53.338657379150391	50.624499	33.119818000000002	40.515188999999999	1889.3134765625	1872.057292	1874.149901	1875.7676550000001	1363.8375244140625	1353.4331050000001	1356.0323960000001	1355.8090480000001	33.005130767822266	33.893141	33.847009	33.993634	2.5843443870544434	2.6235710000000001	2.5739000000000001	2.5786020000000001	87.05072021484375	83.397205	83.397205	0	0	0	0	0	0	40	40	50	50	19.774269	19.928339000000001	20	20	30	30	89.275503	89.226969999999994	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	1639.2755030000001	1639.2269699999999	2.610239	2.610239	12.973017	13.039524999999999	13.030065	250.318118	250.61811800000001	0.31673200000000001	0.31677499999999997	14	14	-15639.592235	-15639.543745999999	0.186334	0.186
1293025	2025-02-04 17:02:19	250.39042663574219	40.784313201904297	146.52745056152344	99.607841491699219	52.156864166259766	100	96.078430175781236	63.020004272460938	4.7158284187316895	250.31813	250.61768699999999	250.61768699999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.000118000000001	63.000016000000002	55.800136999999999	55.700136999999998	1	1	0	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.521948	13.629827000000001	-0.0058770000000000003	0.0061139999999999996	0.113994	0.113994	60.040184020996094	59.850084000000003	59.794677	1.0489004850387571	1.028813	1.0280149999999999	49.298851013183594	49.262627999999999	44.826554000000002	38.062407999999998	1837.0863037109375	1837.0863039999999	1841.0372649999999	1839.7678659999999	1363.9921875	1358.3223270000001	1360.8763280000001	1361.099359	33.785526275634766	33.639133999999999	33.725901	33.726126999999998	2.676990270614624	2.6306669999999999	2.5700219999999998	2.5665490000000002	86.661888122558594	82.846382000000006	82.846382000000006	1	1	1000	1000	1000	1000	40	40	50	50	19.663105999999999	19.522186000000001	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	3640	3640	2.620908	2.620908	13.027737	12.910659000000001	12.92193	250.61768699999999	250.31813	0.31746600000000003	0.31735600000000003	14	14	-17640.317466	-17640.317356	0.186	0.185667
1293026	2025-02-04 17:03:19	250.44647216796875	40.784313201904297	148.0877685546875	100	52.156864166259766	100	96.078430175781236	62.965000152587891	4.7068853378295898	250.61769100000001	250.317691	250.317691	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.000014999999998	63.000014999999998	55.700138000000003	55.600138000000001	1	1	1	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.623827	13.703638	-0.0060000000000000001	-0.0060000000000000001	0.073811000000000002	0.073811000000000002	61.478660583496094	61.168097000000003	61.223661999999997	0.84780091047286987	0.82132799999999995	0.82212499999999999	38.153099060058594	46.930202000000001	25.706067999999998	32.916473000000003	1853.821044921875	1853.8210449999999	1856.1178629999999	1857.3898160000001	1363.998779296875	1363.316681	1367.2097450000001	1366.9862929999999	32.510337829589844	33.295490999999998	33.282037000000003	33.282037000000003	2.7426722049713135	2.7098309999999999	2.6154470000000001	2.6189330000000002	86.500930786132812	82.434262000000004	82.434262000000004	0	0	0	0	0	0	40	40	50	50	19.309707	19.459924000000001	0	0	30	30	89.816463999999996	89.778306000000001	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	1639.816464	1639.7783059999999	2.6997819999999999	2.6997819999999999	13.00352	13.009906000000001	12.998516	250.317691	250.61769100000001	0.32202399999999998	0.32206699999999999	14	14	-15640.138488000001	-15640.100372999999	0.185667	0.185334
1293027	2025-02-04 17:04:19	250.46449279785156	40.784313201904297	147.05010986328125	100	52.156864166259766	100	96.078430175781236	62.980003356933594	4.6733894348144531	250.31771900000001	250.11801299999999	250.11801299999999	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.000014999999998	63.000014999999998	55.600143000000003	55.500143000000001	1	1	0	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.699643999999999	13.709752999999999	0.0059909999999999998	-0.0039940000000000002	0.0061149999999999998	0.0061149999999999998	60.264045715332031	59.965395999999998	60.002394000000002	0.82465279102325439	0.79447800000000002	0.79500700000000002	44.186084747314453	43.879345000000001	24.415206999999999	29.205100000000002	1856.2718505859375	1849.0597330000001	1852.3095049999999	1853.1560899999999	1363.827392578125	1363.9139709999999	1368.5749579999999	1368.426168	32.689491271972656	32.997622	32.870533000000002	32.870533000000002	2.6664905548095703	2.7045810000000001	2.5975760000000001	2.5998990000000002	86.499397277832031	82.244319000000004	82.244319000000004	1	1	1000	1000	1000	1000	40	40	50	50	19.015941000000002	19.115731	0	0	30	30	89.930715000000006	89.905316999999997	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	3639.930715	3639.9053170000002	2.68858	2.68858	12.959806	13.008879	13.001288000000001	250.11801299999999	250.31771900000001	0.32133899999999999	0.321357	14	14	-17640.252054	-17640.226674000001	0.185334	0.185
1293028	2025-02-04 17:05:19	251.1177673339844	40.784313201904297	147.50001525878906	99.607841491699219	52.156864166259766	100	96.078430175781236	62.980003356933594	4.7091145515441895	250.118011	249.81801100000001	249.81801100000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.000014999999998	63.000014999999998	55.500145000000003	55.400145000000002	1	1	1	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.703753000000001	13.703753000000001	-0.005999	-0.0060000000000000001	-0.005999	-0.005999	60.247459411621094	59.927134000000002	59.982703000000001	0.83984375	0.80658799999999997	0.80738500000000002	47.362689971923821	43.233958000000001	23.330182000000001	30.515691	1863.303466796875	1857.7987869999999	1859.9038129999999	1861.175864	1366.81298828125	1364.657837	1369.9959610000001	1369.7723940000001	32.973567962646484	32.989730999999999	32.852359	32.852359	2.6515111923217773	2.6590009999999999	2.5470600000000001	2.5505460000000002	86.543563842773438	82.069610999999995	82.069610999999995	0	0	0	0	0	0	40	40	50	50	18.502929999999999	18.652628	0	0	30	30	89.702886000000007	89.664724000000007	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	1639.702886	1639.664724	2.6419999999999999	2.6419999999999999	12.963823	13.060516	13.049042999999999	249.81801100000001	250.118011	0.31853799999999999	0.31858199999999998	14	14	-15640.021424	-15639.983306	0.185	0.184667
1293029	2025-02-04 17:06:19	245.27163696289065	40.784313201904297	148.14619445800781	99.607841491699219	52.156864166259766	100	96.078430175781236	63.009998321533203	4.6913518905639648	249.81800799999999	249.51800800000001	249.51800800000001	39.999885999999996	39.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.000014999999998	63.000014999999998	55.400145999999999	55.300145999999998	1	1	0	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.697753000000001	13.699759	-0.0039940000000000002	-0.0060000000000000001	-0.0039940000000000002	-0.0039940000000000002	61.580108642578125	61.260859000000004	61.316428999999999	0.77980321645736683	0.74457499999999999	0.74537100000000001	38.967300415039062	43.505358000000001	24.77103	31.923763999999998	1886.05517578125	1868.543498	1870.20829	1871.4804939999999	1355.912841796875	1362.6379999999999	1368.5951439999999	1368.3715259999999	34.048892974853516	33.055573000000003	32.864795000000001	32.864795000000001	2.6890108585357666	2.670261	2.5507620000000002	2.554246	86.85064697265625	82.209635000000006	82.209635000000006	0	0	0	0	0	0	40	40	50	50	18.533714	18.682728999999998	0	0	30	30	89.393750999999995	89.355585000000005	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	1639.3937510000001	1639.355585	2.6450290000000001	2.6450290000000001	13.308661000000001	13.111952	13.100403999999999	249.51800800000001	249.81800799999999	0.31867099999999998	0.31871500000000003	14	14	-15639.712423000001	-15639.674300000001	0.184667	0.184334
1293030	2025-02-04 17:07:19	251.1343994140625	40.784313201904297	148.65377807617188	99.607841491699219	52.156864166259766	100	96.078430175781236	63.005001068115234	4.7054810523986816	249.51800499999999	249.21800500000001	249.21800500000001	39.999885999999996	34.999885999999996	147	147	null	null	53	53	null	null	95.999961999999996	95.999961999999996	63.000014999999998	63.000014999999998	55.300148	55.200147999999999	1	1	1	1	1	1	1	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	12.560000419616699	13.693759	13.693759	-0.0060000000000000001	-0.0060000000000000001	-0.0060000000000000001	-0.0060000000000000001	62.880683898925781	62.566454999999998	62.622024000000003	0.71252894401550293	0.67547599999999997	0.67627300000000001	37.583667755126953	41.304552999999999	24.970472999999998	32.038873000000002	1874.095947265625	1874.095947	1875.1264920000001	1876.398905	1342.243896484375	1357.19928	1363.571015	1363.3473630000001	32.677200317382812	33.097287999999999	32.956999000000003	32.956999000000003	2.6902616024017334	2.6896360000000001	2.5753759999999999	2.578856	87.201614379882812	82.790976000000001	82.402887000000007	0	0	0	0	0	0	40	40	50	50	18.724629	18.871887000000001	0	0	30	30	89.246205000000003	89.208033	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	50	50	10	10	10	10	0	0	0	0	0	0	0	0	1639.2462049999999	1639.2080329999999	2.6673969999999998	2.6673969999999998	13.000135999999999	13.127681000000001	13.116101	249.21800500000001	249.51800499999999	0.31997100000000001	0.319996	14	14	-15639.566176	-15639.528028999999	0.184334	0.184
