VarId		1	2	3	4	5	6	7	8	9	10	11	12	10000000	53	14	15	51	52	53	54	55	56	57	55	51	52	53	54	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	125	124	123	122	121	120	119	118	117	116	20100	20200	20300	20400	20500	20100	20300	20200	20400	20600	20500	20600	20700	20700	20800	20800	5110	5120	5130	5140	5150	5160	5170	7000	8000	8001	8002	8003	8004	10000	7000	8000	8001	8002	8003	8004	10000	7000	8000	8001	8002	8003	8004	10000
VarName	Date	Fresh_Feed_SP	Fresh_Feed_PV	Mill_Exit_Pressure_SP	Mill_Exit_Pressure_PV	Recirculation_Damper_SP	Recirculation_Damper_PV	CT_Damper_SP	CT_Damper_PV	Operative_5_SP	Operative_5_PV	Operative_6_SP	Operative_6_PV	OPTIBAT_SUPPORT	Electronic_Ear	MILL_SEP_FAN2	MILL_SEP_FAN3	Mill_Motor_Current	Mill_Separator_Fan_Motor_Power	Electronic_Ear	Mill_Exit_Temperature	Raw_Meal_Residue 	Predicted_6	Predicted_7	Raw_Meal_Residue 	Mill_Motor_Current	Mill_Separator_Fan_Motor_Power	Electronic_Ear	Mill_Exit_Temperature	Fly_Ash_PV	Fly_Ash_SP 	Bauxite_PV	Bauxite_SP	Pyrite_PV	Pyrite_SP	Clay_PV	Clay_SP 	Limestone_PV	Limestone_SP 	Mixture_PV	Mixture_SP 	E08_05_Damper	Kiln_Hot_Gases_Damper	Mill_Separator_Fan_Inlet_Damper	Mill_Motor_Power	Raw_Meal_Residue_Target	CT_Exit_Pressure	Recirculation_Damper_PID_CV	Mill_Exit_Temperature_PID_PV	Mill_Exit_Temperature_PID_SP	Total_Feed_PID_CV	Electronic_Ear_PID_PV	Electronic_Ear_PID_SP	Mill_Inlet_Pressure	OPT_Fresh_Feed_SP	OPT_Mill_Exit_Pressure_SP	OPT_Recirculation_Damper_SP	OPT_CT_Damper_SP	OPT_Operative_5_SP	OPT_Fresh_Feed_SP	OPT_Recirculation_Damper_SP	OPT_Mill_Exit_Pressure_SP	OPT_CT_Damper_SP	OPT_Operative_6_SP	OPT_Operative_5_SP	OPT_Operative_6_SP	OPT_Operative_7_SP	OPT_Operative_7_SP	OPT_Operative_8_SP	OPT_Operative_8_SP	Mill_Motor_Current_ForInc	Mill_Separator_Fan_Motor_Current_ForInc	Electronic_Ear_ForInc	Mill_Exit_Temperature_ForInc	Raw_Meal_Residue _ForInc	Predicted_6_ForInc	Predicted_7_ForInc	Total_Constraint	Total_KPI	Total_Energy_Consumption	Throughput	Specific_Energy	KPI_4	CF	Total_Constraint	Total_KPI	Total_Energy_Consumption	Throughput	Specific_Energy	KPI_4	CF	Total_Constraint	Total_KPI	Total_Energy_Consumption	Throughput	Specific_Energy	KPI_4	CF
1362598	2025-03-31 01:18:49	96	95.041499999999999	-26.596139999999998	-26.596139999999998	24.64995	24.594909999999999	65	64.593410000000006	null	null	null	null	null	70.572909999999993	null	null	152.58150000000001	517	70.572909999999993	117.23090000000001	16.5	null	null	null	null	null	null	null	2.950501	2.9515509999999998	0	0	0.73099999999999998	0.73299999999999998	2.4500000000000002	2.4710000000000001	0	0	88.960999999999999	89.844999999999999	99.537030000000001	99.537030000000001	71.672449999999998	1524.7750000000001	17	-7.9085049999999999	24.594909999999999	-26.596139999999998	-26.596139999999998	96	70.572909999999993	70.572909999999993	-4.5080850000000003	96	-26.596139999999998	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2023.605843	null	21.291813000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362599	2025-03-31 01:19:19	96	94.243009999999998	-26.69971	-26.69971	24.64995	24.56597	65	64.593410000000006	null	null	null	null	null	71.00694	null	null	152.55779999999999	515	71.00694	116.276	16.5	null	null	null	null	null	null	null	2.9620069999999998	2.9522360000000001	0	0	0.73499999999999999	0.73299999999999998	2.2999999999999998	2.472	0	0	88.260999999999996	89.843000000000004	99.537030000000001	99.537030000000001	71.585650000000001	1524.3389999999999	17	-7.9218000000000002	24.56597	-26.69971	-26.69971	96	71.00694	71.00694	-4.5379209999999999	96	-26.69971	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2027.4167910000001	null	21.512649	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362600	2025-03-31 01:19:49	96	95.711690000000004	-26.62961	-26.62961	24.64995	24.594909999999999	65	64.593410000000006	null	null	null	null	null	70.746530000000007	null	null	152.63759999999999	518	70.746530000000007	115.3212	16.5	null	null	null	null	null	null	null	2.9496850000000001	2.9496850000000001	0	0	0.73399999999999999	0.73199999999999998	2.2000000000000002	2.4670000000000001	0	0	90.001999999999995	89.850999999999999	99.537030000000001	99.537030000000001	71.759249999999994	1525.385	17	-7.8513200000000003	24.594909999999999	-26.62961	-26.62961	96	70.746530000000007	70.746530000000007	-4.5387409999999999	96	-26.62961	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2031.352097	null	21.223656999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362601	2025-03-31 01:20:19	96	96.661230000000003	-26.24334	-26.24334	24.64995	24.594909999999999	65	64.593410000000006	null	null	null	null	null	71.527780000000007	null	null	152.67169999999999	482	71.527780000000007	114.6267	16.5	null	null	null	null	null	null	null	2.9502570000000001	2.950231	0	0	0.72799999999999998	0.73299999999999998	2.1000000000000001	2.4670000000000001	0	0	90.959000000000003	89.849999999999994	99.537030000000001	99.537030000000001	71.730320000000006	1525.2750000000001	17	-8.0484419999999997	24.594909999999999	-26.315560000000001	-26.315560000000001	96	71.354159999999993	71.354159999999993	-4.5258229999999999	96	-26.24334	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2030.977799	null	21.011296999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362602	2025-03-31 01:20:49	96	95.436000000000007	-26.007570000000001	-26.007570000000001	24.64995	24.594909999999999	65	64.593410000000006	null	null	null	null	null	71.759249999999994	null	null	152.74180000000001	483	71.759249999999994	113.7587	16.5	null	null	null	null	null	null	null	2.9486140000000001	2.9486140000000001	0	0	0.73199999999999998	0.73199999999999998	2.1499999999999999	2.4660000000000002	0	0	89.626000000000005	89.852999999999994	99.537030000000001	99.537030000000001	71.672449999999998	1526.0340000000001	17	-8.0667720000000003	24.594909999999999	-26.007570000000001	-26.007570000000001	96	71.759249999999994	71.759249999999994	-4.4265999999999996	96	-26.007570000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2029.8525070000001	null	21.269254	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362603	2025-03-31 01:21:19	96	95.631609999999995	-25.79092	-25.79092	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	71.96181	null	null	152.5478	483	71.96181	113.0642	16.5	null	null	null	null	null	null	null	2.9486140000000001	2.9484400000000002	0	0	0.73499999999999999	0.73299999999999998	2.25	2.4710000000000001	0	0	89.665999999999997	89.847999999999999	99.565969999999993	99.565969999999993	71.527780000000007	1524.4259999999999	17	-7.9359320000000002	24.56597	-25.79092	-25.79092	96	72.019679999999994	72.019679999999994	-4.4228350000000001	96	-25.79092	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2027.798515	null	21.204270000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362604	2025-03-31 01:21:49	96	96.079610000000002	-25.732890000000001	-25.732890000000001	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	72.540499999999994	null	null	152.53139999999999	486	72.540499999999994	112.283	16.5	null	null	null	null	null	null	null	2.9426109999999999	2.9426109999999999	0	0	0.73399999999999999	0.73299999999999998	2.3500000000000001	2.4710000000000001	0	0	90.254000000000005	89.843999999999994	99.537030000000001	99.537030000000001	71.440969999999993	1523.8019999999999	17	-7.9630380000000001	24.594909999999999	-25.73781	-25.73781	96	72.540499999999994	72.540499999999994	-4.4221440000000003	96	-25.732890000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2025.4141119999999	null	21.080582	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362605	2025-03-31 01:22:19	96	95.780320000000003	-25.783950000000001	-25.783950000000001	24.64995	24.56597	65	64.593410000000006	null	null	null	null	null	73.35069	null	null	152.06540000000001	485	73.35069	111.4149	16.5	null	null	null	null	null	null	null	2.960321	2.960321	0	0	0.72699999999999998	0.73299999999999998	2.3999999999999999	2.4700000000000002	0	0	89.436000000000007	89.846999999999994	99.537030000000001	99.537030000000001	71.817130000000006	1520.134	17	-7.9731509999999997	24.56597	-25.800920000000001	-25.800920000000001	96	73.35069	73.35069	-4.4280059999999999	96	-25.783950000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2022.4003949999999	null	21.114989000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362606	2025-03-31 01:22:49	100	101.63549999999999	-25.85829	-25.85829	24.64995	24.56597	65	64.593410000000006	null	null	null	null	null	73.784719999999993	null	null	151.7878	485	73.784719999999993	110.8507	16.5	null	null	null	null	null	null	null	3.0744470000000002	3.0866929999999999	0	0	1.008	0.76400000000000001	2.6499999999999999	2.573	0	0	94.741	93.590000000000003	99.537030000000001	99.537030000000001	71.903930000000003	1516.807	17	-8.0117010000000004	24.56597	-25.87171	-25.87171	100	73.611109999999996	73.611109999999996	-4.415959	100	-25.85829	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2019.471601	null	19.869745999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362607	2025-03-31 01:23:19	100	100.6892	-25.711950000000002	-25.711950000000002	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	73.35069	null	null	151.56870000000001	487	73.35069	110.19970000000001	16.5	null	null	null	null	null	null	null	3.0739930000000002	3.0822319999999999	0	0	1.0129999999999999	0.76300000000000001	2.7000000000000002	2.569	0	0	94.036000000000001	93.594999999999999	99.565969999999993	99.565969999999993	71.672449999999998	1516.21	17	-7.9999149999999997	24.594909999999999	-25.704650000000001	-25.704650000000001	100	73.35069	73.35069	-4.4075550000000003	100	-25.711950000000002	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2016.4328820000001	null	20.026308	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362608	2025-03-31 01:23:49	100	100.0446	-25.760670000000001	-25.760670000000001	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	74.855320000000006	null	null	151.44319999999999	484	74.855320000000006	109.592	16.5	null	null	null	null	null	null	null	3.0726249999999999	3.0726249999999999	0	0	0.80200000000000005	0.76300000000000001	2.6000000000000001	2.569	0	0	93.685000000000002	93.594999999999999	99.565969999999993	99.537030000000001	71.614590000000007	1513.364	17	-8.0506650000000004	24.56597	-25.760670000000001	-25.760670000000001	100	74.855320000000006	74.855320000000006	-4.428674	100	-25.760670000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2012.4692950000001	null	20.115721000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362609	2025-03-31 01:24:19	100	100.40260000000001	-26.29626	-26.29626	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	75.549769999999995	null	null	151.0016	486	75.549769999999995	108.98439999999999	16.5	null	null	null	null	null	null	null	3.0713170000000001	3.0713170000000001	0	0	0.77800000000000002	0.76300000000000001	2.3999999999999999	2.5739999999999998	0	0	94.185000000000002	93.591999999999999	99.565969999999993	99.565969999999993	71.817130000000006	1508.951	17	-8.1097420000000007	24.594909999999999	-26.29626	-26.29626	100	75.549769999999995	75.549769999999995	-4.4146789999999996	100	-26.29626	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2008.2182009999999	null	20.001655	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362610	2025-03-31 01:24:49	100	99.479320000000001	-26.431380000000001	-26.431380000000001	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	75.665499999999994	null	null	150.67230000000001	484	75.665499999999994	108.724	16.5	null	null	null	null	null	null	null	3.0850149999999998	3.0755840000000001	0	0	0.77500000000000002	0.76300000000000001	2.25	2.5710000000000002	0	0	93.298000000000002	93.590000000000003	99.508099999999999	99.508099999999999	71.672449999999998	1505.6379999999999	17	-8.1877600000000008	24.56597	-26.431380000000001	-26.431380000000001	100	75.665499999999994	75.665499999999994	-4.4058149999999996	100	-26.431380000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2003.6899370000001	null	20.141774000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362611	2025-03-31 01:25:20	100	98.764229999999998	-26.470669999999998	-26.47795	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	76.64931	null	null	150.26329999999999	487	76.64931	108.2465	16.5	null	null	null	null	null	null	null	3.0793620000000002	3.0793620000000002	0	0	0.76600000000000001	0.76300000000000001	2.1000000000000001	2.5720000000000001	0	0	92.894000000000005	93.591999999999999	99.537030000000001	99.537030000000001	71.643519999999995	1503.9200000000001	17	-8.0413259999999998	24.594909999999999	-26.429030000000001	-26.429030000000001	100	76.736109999999996	76.736109999999996	-4.4025990000000004	100	-26.470669999999998	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1998.7183500000001	null	20.237269999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362612	2025-03-31 01:25:50	100	99.782359999999997	-27.109169999999999	-27.109169999999999	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	77.893519999999995	null	null	149.70480000000001	487	77.893519999999995	107.85590000000001	16.5	null	null	null	null	null	null	null	3.075361	3.0720640000000001	0	0	0.76300000000000001	0.76400000000000001	2.0499999999999998	2.5739999999999998	0	0	93.465999999999994	93.587000000000003	99.565969999999993	99.565969999999993	71.78819	1498.8900000000001	17	-7.9002059999999998	24.56597	-27.022490000000001	-27.022490000000001	100	77.748840000000001	77.748840000000001	-4.3423170000000004	100	-27.109169999999999	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1996.482023	null	20.008365999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362613	2025-03-31 01:26:20	100	100.5849	-27.335940000000001	-27.335940000000001	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	78.99306	null	null	149.0728	484	78.99306	107.42189999999999	16.5	null	null	null	null	null	null	null	3.0758519999999998	3.0758519999999998	0	0	0.76600000000000001	0.76300000000000001	2.0499999999999998	2.5720000000000001	0	0	94.748999999999995	93.588999999999999	99.537030000000001	99.537030000000001	71.643519999999995	1489.421	17	-7.936153	24.594909999999999	-27.335940000000001	-27.335940000000001	100	78.99306	78.99306	-4.2492380000000001	100	-27.335940000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1993.2452800000001	null	19.816545999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362614	2025-03-31 01:26:50	100	100.11539999999999	-27.509840000000001	-27.509840000000001	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	80.352999999999994	null	null	148.40950000000001	487	80.352999999999994	107.0313	16.5	null	null	null	null	null	null	null	3.0723549999999999	3.0756320000000001	0	0	0.76200000000000001	0.76300000000000001	2.1000000000000001	2.5739999999999998	0	0	94.150000000000006	93.587000000000003	99.537030000000001	99.537030000000001	71.759249999999994	1483.8910000000001	17	-7.9481330000000003	24.594909999999999	-27.527450000000002	-27.527450000000002	100	80.352999999999994	80.352999999999994	-4.1283960000000004	100	-27.509840000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1989.855626	null	19.875620000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362615	2025-03-31 01:27:20	100	100.52290000000001	-27.74174	-27.74174	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	82.175929999999994	null	null	147.98349999999999	487	82.175929999999994	106.5104	16.5	null	null	null	null	null	null	null	3.073874	3.073874	0	0	0.76100000000000001	0.76300000000000001	2.2999999999999998	2.5699999999999998	0	0	94.406999999999996	93.593999999999994	99.537030000000001	99.537030000000001	71.730320000000006	1479.4760000000001	17	-7.9774289999999999	24.56597	-27.733239999999999	-27.733239999999999	100	82.175929999999994	82.175929999999994	-3.9328630000000002	100	-27.74174	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1985.8217509999999	null	19.754919000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362616	2025-03-31 01:27:50	100	99.19605	-28.025169999999999	-28.025169999999999	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	83.043980000000005	null	null	147.9195	492	83.043980000000005	106.07640000000001	16.5	null	null	null	null	null	null	null	3.0756320000000001	3.0766269999999998	0	0	0.76400000000000001	0.76300000000000001	2.2999999999999998	2.5720000000000001	0	0	93.224000000000004	93.587999999999994	99.565969999999993	99.565969999999993	78.472219999999993	1477.8150000000001	17	-7.9686149999999998	24.56597	-27.861740000000001	-27.861740000000001	100	83.043980000000005	83.043980000000005	-3.847766	100	-28.025169999999999	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1982.697932	null	19.987670000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362617	2025-03-31 01:28:20	100	98.081710000000001	-31.29027	-31.29027	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	84.693280000000001	null	null	147.10720000000001	557	84.693280000000001	105.64239999999999	16.5	null	null	null	null	null	null	null	3.0749599999999999	3.0749599999999999	0	0	0.76600000000000001	0.76400000000000001	2.2999999999999998	2.5680000000000001	0	0	91.884	93.593000000000004	99.537030000000001	99.537030000000001	96.527780000000007	1470.2449999999999	17	-7.6988890000000003	24.56597	-31.29027	-31.29027	100	84.693280000000001	84.693280000000001	-4.4968490000000001	100	-31.29027	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1984.998249	null	20.238209999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362618	2025-03-31 01:28:50	100	100.2436	-32.960459999999998	-32.960459999999998	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	85.561340000000001	null	null	146.95779999999999	555	85.561340000000001	105.20829999999999	16.5	null	null	null	null	null	null	null	3.074592	3.0745659999999999	0	0	0.76400000000000001	0.76300000000000001	2.3500000000000001	2.573	0	0	94.090999999999994	93.588999999999999	99.537030000000001	99.537030000000001	96.498840000000001	1469.1880000000001	17	-7.6213870000000004	24.594909999999999	-32.960459999999998	-32.960459999999998	100	85.561340000000001	85.561340000000001	-4.897964	100	-32.960459999999998	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1986.998145	null	19.821695999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362619	2025-03-31 01:29:20	98	100.6768	-33.683259999999997	-33.688859999999998	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	85.85069	null	null	146.6482	555	85.85069	104.7743	16.5	null	null	null	null	null	null	null	3.0227490000000001	3.0237699999999998	0	0	1.0089999999999999	0.748	2.3500000000000001	2.5230000000000001	0	0	94.147999999999996	91.715000000000003	99.537030000000001	99.537030000000001	96.469899999999996	1464.577	17	-7.7665509999999998	24.56597	-33.683259999999997	-33.683259999999997	98	85.821749999999994	85.821749999999994	-5.0600649999999998	98	-33.683259999999997	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1989.1037960000001	null	19.75732	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362620	2025-03-31 01:29:50	98	99.637950000000004	-33.897730000000003	-33.897730000000003	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	86.342590000000001	null	null	146.6763	553	86.342590000000001	104.4705	16.5	null	null	null	null	null	null	null	3.011965	3.011965	0	0	1.006	0.748	2.3500000000000001	2.5209999999999999	0	0	93.212000000000003	91.718999999999994	99.537030000000001	99.537030000000001	96.469899999999996	1465.4849999999999	17	-7.9409970000000003	24.56597	-33.894199999999998	-33.894199999999998	98	86.342590000000001	86.342590000000001	-5.1809070000000004	98	-33.897730000000003	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1991.271812	null	19.985074000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362621	2025-03-31 01:30:20	98	98.206689999999995	-34.060600000000001	-34.078589999999998	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	86.545140000000004	null	null	146.49250000000001	555	86.545140000000004	104.2101	16.5	null	null	null	null	null	null	null	3.0219860000000001	3.0219860000000001	0	0	0.79800000000000004	0.748	2.3999999999999999	2.5219999999999998	0	0	91.793999999999997	91.718000000000004	99.537030000000001	99.537030000000001	96.469899999999996	1463.7919999999999	17	-7.9558730000000004	24.594909999999999	-34.060600000000001	-34.060600000000001	98	86.487269999999995	86.487269999999995	-5.2611080000000001	98	-34.060600000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1993.935428	null	20.303457999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362622	2025-03-31 01:30:50	98	98.035820000000001	-34.653939999999999	-34.653939999999999	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	86.342590000000001	null	null	146.65809999999999	552	86.342590000000001	103.81950000000001	16.5	null	null	null	null	null	null	null	3.021744	3.021744	0	0	0.77400000000000002	0.748	2.4500000000000002	2.5209999999999999	0	0	92.022999999999996	91.718000000000004	99.537030000000001	99.537030000000001	96.412030000000001	1465.73	17	-8.0105400000000007	24.56597	-34.590949999999999	-34.590949999999999	98	86.342590000000001	86.342590000000001	-5.3268430000000002	98	-34.653939999999999	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1996.5747309999999	null	20.365767999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362623	2025-03-31 01:31:20	98	98.183340000000001	-34.820880000000002	-34.820779999999999	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	86.80556	null	null	146.38229999999999	553	86.80556	103.51560000000001	16.5	null	null	null	null	null	null	null	3.0113460000000001	3.0113460000000001	0	0	0.75600000000000001	0.748	2.4500000000000002	2.5179999999999998	0	0	92.048000000000002	91.722999999999999	99.537030000000001	99.537030000000001	96.643519999999995	1462.373	17	-8.1054969999999997	24.594909999999999	-34.820880000000002	-34.820880000000002	98	86.689809999999994	86.689809999999994	-5.332166	98	-34.820880000000002	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1999.561342	null	20.365587000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362624	2025-03-31 01:31:50	98	97.770889999999994	-34.673870000000001	-34.673870000000001	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	86.950230000000005	null	null	146.05410000000001	557	86.950230000000005	103.2552	16.5	null	null	null	null	null	null	null	3.010885	3.0141749999999998	0	0	0.754	0.748	2.3999999999999999	2.5230000000000001	0	0	91.715999999999994	91.715000000000003	99.537030000000001	99.537030000000001	96.498840000000001	1459.7619999999999	17	-8.0823110000000007	24.594909999999999	-34.675759999999997	-34.675759999999997	98	86.950230000000005	86.950230000000005	-5.3342400000000003	98	-34.673870000000001	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2003.459852	null	20.491374	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362625	2025-03-31 01:32:20	98	97.393330000000006	-34.500309999999999	-34.484819999999999	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	86.71875	null	null	145.93610000000001	552	86.71875	102.908	16.5	null	null	null	null	null	null	null	3.0032610000000002	3.0032610000000002	0	0	0.746	0.748	2.3999999999999999	2.5219999999999998	0	0	91.230000000000004	91.716999999999999	99.537030000000001	99.537030000000001	96.412030000000001	1457.9400000000001	17	-7.840897	24.594909999999999	-34.500309999999999	-34.500309999999999	98	86.660880000000006	86.660880000000006	-5.2343539999999997	98	-34.500309999999999	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2007.1256579999999	null	20.608450999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362626	2025-03-31 01:32:50	98	99.325940000000003	-34.586660000000002	-34.586660000000002	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	87.065969999999993	null	null	146.053	555	87.065969999999993	102.60420000000001	16.5	null	null	null	null	null	null	null	3.0139360000000002	3.0137649999999998	0	0	0.74399999999999999	0.748	2.3999999999999999	2.5230000000000001	0	0	93.224999999999994	91.715999999999994	99.537030000000001	99.537030000000001	96.498840000000001	1458.7660000000001	17	-8.0929380000000002	24.56597	-34.590890000000002	-34.590890000000002	98	87.065969999999993	87.065969999999993	-5.1755300000000002	98	-34.586660000000002	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2011.5565810000001	null	20.252077	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362627	2025-03-31 01:33:20	98	98.718410000000006	-34.78613	-34.788020000000003	24.64995	24.594909999999999	65	64.553250000000006	null	null	null	null	null	86.979159999999993	null	null	145.61969999999999	556	86.979159999999993	102.3004	16.5	null	null	null	null	null	null	null	3.0126849999999998	3.0126849999999998	0	0	0.746	0.747	2.4500000000000002	2.5190000000000001	0	0	92.486999999999995	91.721000000000004	99.565969999999993	99.565969999999993	96.498840000000001	1455.4649999999999	17	-8.030519	24.594909999999999	-34.78613	-34.78613	98	86.979159999999993	86.979159999999993	-5.2085520000000001	98	-34.78613	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2015.2889259999999	null	20.41452	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1362628	2025-03-31 01:33:50	98	98.177800000000005	-35.237760000000002	-35.237760000000002	24.64995	24.56597	65	64.553250000000006	null	null	null	null	null	87.152780000000007	null	null	145.34719999999999	555	87.152780000000007	101.8663	16.5	null	null	null	null	null	null	null	3.003806	3.0049239999999999	0	0	0.751	0.748	2.5	2.5179999999999998	0	0	91.912999999999997	91.722999999999999	99.537030000000001	99.537030000000001	96.498840000000001	1452.8989999999999	17	-8.1899879999999996	24.594909999999999	-35.220219999999998	-35.220219999999998	98	87.152780000000007	87.152780000000007	-5.2316370000000001	98	-35.237760000000002	24.64995	65	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2013.510851	null	20.50882	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
