10360429	2025-03-31 15:03:11	1	1	0	0.5	1	1	-10000181.381952999	-10000181.381952999	14.815848000000001	14.815848000000001	145.009872	145.009872	1	0	1	0	145.009872	145.009872	38.089618999999999	38.089618999999999	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.470965000000007	88.470965000000007	-0.0017880000000000001	-0.0017880000000000001	1000.0599365234376	995.84920599999998	995.84920599999998	12.80050563812256	12.603199	12.603199	27.418796539306641	27.302412	27.302412	0.123863	0.123863	3.9167220592498775	3.8806449999999999	3.8806449999999999	-0.056281999999999999	-0.056281999999999999	81	81.375972000000004	81.375972000000004	0.50187999999999999	0.50187999999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.383435	11.383435	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.38343499999999	181.38343499999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.85359191894531	7.7978320121765137	35	495.44430541992193	99.201408386230469	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360430	2025-03-31 15:03:41	1	1	1	0.5	1	1	-10000181.483594	-10000181.483594	14.987299	14.987299	145.009872	145.009872	1	0	1	0	145.009872	145.009872	38.089618999999999	38.089618999999999	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.486333000000002	88.486333000000002	0.015368	0.015368	1025.4664306640625	1021.270759	1021.270759	12.240933418273926	12.043708000000001	12.043708000000001	27.105712890625	26.989644999999999	26.989644999999999	0.119242	0.119242	3.8194220066070561	3.7811149999999998	3.7811149999999998	-0.057660999999999997	-0.057660999999999997	80.999984741210938	81.371707000000001	81.371707000000001	0.50185900000000006	0.50185900000000006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.485120999999999	11.485120999999999	12	12	0	0	0	0	7.9999719999999996	7.9999719999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.48509300000001	181.48509300000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.54360961914065	7.7695660591125488	35	495.38543701171869	99.205337524414063	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360431	2025-03-31 15:04:11	1	1	0	0.5	1	1	-10000181.404694	-10000181.404694	14.911415	14.911415	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.089618999999999	38.089618999999999	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.486852999999996	88.486852999999996	0.00052099999999999998	0.00052099999999999998	1013.87255859375	1009.685415	1009.685415	12.82206916809082	12.625126	12.625126	26.693500518798828	26.578536	26.578536	0.015036000000000001	0.015036000000000001	3.7347133159637447	3.7697229999999999	3.7697229999999999	-0.078445000000000001	-0.078445000000000001	81	81.36739	81.36739	0.50183699999999998	0.50183699999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.43878	11.43878	12	12	0	0	0	0	7.9674060000000004	7.9674060000000004	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.40618499999999	181.40618499999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.724365234375	7.7686238288879395	35	495.32650756835938	99.211227416992188	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360432	2025-03-31 15:04:41	1	1	1	0.5	1	1	-10000181.454321001	-10000181.454321001	14.942500000000001	14.942534999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.089618999999999	38.088904999999997	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.486331000000007	88.487122999999997	-0.00052300000000000003	0.00026899999999999998	1018.1102905273438	1013.944293	1013.944293	13.075510025024414	12.873936	12.878928999999999	27.294151306152344	27.180605	27.180605	0.16122900000000001	0.16122900000000001	3.9359924793243408	3.9751889999999999	3.9751590000000001	0.063466999999999996	0.063461000000000004	81	81.363378999999995	81.363378999999995	0.50181699999999996	0.50181699999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.455814999999999	11.455814999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.455815	181.455815	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.75088500976565	7.7681522369384766	35	495.23822021484375	99.211227416992188	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360433	2025-03-31 15:05:11	1	1	0	0.5	1	1	-10000181.511197001	-10000181.511197001	15.110086000000001	15.11012	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.088904999999997	38.088191000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.489530000000002	88.489530999999999	0.002408	0.002408	1043.046630859375	1038.889216	1038.889216	12.431863784790041	12.230584	12.235576999999999	26.561002731323239	26.448606999999999	26.448606999999999	0.024722000000000001	0.024722000000000001	3.8690609931945801	3.9038659999999998	3.9038369999999998	0.085008	0.085001999999999994	81	81.359767000000005	81.359767000000005	0.501799	0.501799	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.555595	11.555595	12	12	0	0	0	0	7.9571129999999997	7.9571129999999997	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.512709	181.512709	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.26414489746094	7.7622637748718253	35	495.23822021484375	99.211227416992188	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360434	2025-03-31 15:05:41	1	1	1	0.5	1	1	-10000181.517441999	-10000181.517441999	15.072850000000001	15.072884999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.088191999999999	38.087477999999997	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.491435999999993	88.491437000000005	0.001905	0.001905	1037.26318359375	1033.132276	1033.132276	12.788932800292969	12.588018999999999	12.593012	26.929050445556641	26.818086999999998	26.818086999999998	-0.033394	-0.033394	3.7675530910491943	3.7956840000000001	3.795655	0.093268000000000004	0.093262999999999999	81	81.356396000000004	81.356396000000004	0.50178199999999995	0.50178199999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.532567999999999	11.532567999999999	12	12	0	0	0	0	7.9863819999999999	7.9863819999999999	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.51894899999999	181.51894899999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.71858215332031	7.757317066192627	35	495.1793212890625	99.209259033203125	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360435	2025-03-31 15:06:11	1	1	0	0.5	1	1	-10000181.341744	-10000181.341744	14.776543	14.776543	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.087479000000002	38.087479000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.477357999999995	88.476567000000003	-0.014079	-0.01487	994.42321777343761	990.29524000000004	990.29524000000004	12.653270721435549	12.457520000000001	12.457520000000001	26.873106002807617	26.762810999999999	26.762810999999999	-0.0072389999999999998	-0.0072389999999999998	4.0143013000488281	4.038036	4.038036	0.17524700000000001	0.17524700000000001	81	81.353104000000002	81.353104000000002	0.50176600000000005	0.50176600000000005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.361219	11.361219	12	12	0	0	0	0	7.9820029999999997	7.9820029999999997	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.343222	181.343222	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.03523254394531	7.7832274436950684	35	495.1793212890625	99.217117309570327	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360436	2025-03-31 15:06:41	1	1	1	0.5	1	1	-10000181.172011999	-10000181.172011999	14.495003000000001	14.495003000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.087479000000002	38.087479000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.496275999999995	88.496275999999995	0.019709000000000001	0.019709000000000001	953.7578125	949.65547600000002	949.65547600000002	12.467092514038086	12.271186	12.271186	26.782812118530273	26.671904999999999	26.671904999999999	-0.012112	-0.012112	3.8058128356933594	3.8218160000000001	3.8218160000000001	0.193714	0.193714	81	81.349812	81.349812	0.501749	0.501749	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.198658999999999	11.198658999999999	12	12	0	0	0	0	7.9748020000000004	7.9748020000000004	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.173461	181.173461	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.69378662109375	7.7469534873962402	35	495.1793212890625	99.215148925781236	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360437	2025-03-31 15:07:11	1	1	0	0.5	1	1	-10000181.412800999	-10000181.412800999	14.927332	14.927367	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.087479000000002	38.086764000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.495987	88.496779000000004	-0.00028899999999999998	0.00050299999999999997	1016.5445556640624	1012.42484	1012.42484	12.395014762878418	12.19392	12.198912999999999	26.654241561889648	26.542572	26.542572	-0.13087699999999999	-0.13087699999999999	3.8421616554260254	3.8353969999999999	3.8353679999999999	0.19314700000000001	0.19314100000000001	81	81.346277999999998	81.346277999999998	0.50173100000000004	0.50173100000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.449738	11.449738	12	12	0	0	0	0	7.9645570000000001	7.9645570000000001	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.41429400000001	181.41429400000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.52447509765625	7.74601125717163	35	495.23822021484375	99.217117309570327	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360438	2025-03-31 15:07:41	1	1	1	0.5	1	1	-10000181.608362	-10000181.608362	15.230186	15.230186	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.086765	38.086765	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.477710000000002	88.476918999999995	-0.019068999999999999	-0.019859999999999999	1060.4598388671875	1056.2716029999999	1056.2716029999999	12.46079158782959	12.263902	12.263902	26.912364959716797	26.797612999999998	26.797612999999998	-0.021197000000000001	-0.021197000000000001	3.6805424690246582	3.6593279999999999	3.6593279999999999	0.076039999999999996	0.076039999999999996	81	81.342583000000005	81.342583000000005	0.50171299999999996	0.50171299999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.625125000000001	11.625125000000001	12	12	0	0	0	0	7.9847599999999996	7.9847599999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.60988499999999	181.60988499999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	143.98431396484375	7.7811079025268564	35	495.23822021484375	99.219078063964844	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360439	2025-03-31 15:08:11	1	1	0	0.5	1	1	-10000181.567914	-10000181.567914	15.137684999999999	15.137684999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.086765	38.086765	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.483583999999993	88.483583999999993	0.0066649999999999999	0.0066649999999999999	1047.3084716796875	1043.0858490000001	1043.0858490000001	12.233428001403809	12.036042	12.036042	27.06939697265625	26.952701000000001	26.952701000000001	-0.068814	-0.068814	3.7817487716674809	3.7579099999999999	3.7579099999999999	0.082497000000000001	0.082497000000000001	81	81.338566	81.338566	0.50169299999999994	0.50169299999999994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.572381999999999	11.572381999999999	12	12	0	0	0	0	7.997045	7.997045	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.56942699999999	181.56942699999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.84017944335938	7.7688589096069345	35	495.1793212890625	99.211227416992188	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360440	2025-03-31 15:08:41	1	1	1	0.5	1	1	-10000181.519157	-10000181.519157	15.099917	15.099951000000001	145.009872	145.009872	1	0	1	0	145.009872	145.009872	38.086765	38.086050999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.480108000000001	88.480900000000005	-0.0034759999999999999	-0.0026840000000000002	1041.4600830078125	1037.1648700000001	1037.1648700000001	12.683292388916016	12.480278	12.485269000000001	26.755331039428711	26.636140999999999	26.636140999999999	-0.18090400000000001	-0.18090400000000001	3.6310470104217529	3.6427010000000002	3.6427149999999999	-0.036816000000000002	-0.036812999999999999	81	81.334145000000007	81.334145000000007	0.50167099999999998	0.50167099999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.548698	11.548698	12	12	0	0	0	0	7.9719689999999996	7.9719689999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.520667	181.520667	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.45487976074219	7.7738056182861328	35	495.14987182617182	99.213188171386719	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360441	2025-03-31 15:09:11	1	1	0	0.5	1	1	-10000181.320297001	-10000181.320297001	14.734966	14.734966	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.086052000000002	38.086052000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.488460000000003	88.487668999999997	0.0075599999999999999	0.0067689999999999998	988.72857666015636	984.34228700000006	984.34228700000006	12.580101013183594	12.381432999999999	12.381432999999999	26.914327621459961	26.792614	26.792614	-0.228185	-0.228185	3.5850067138671875	3.5773899999999998	3.5773899999999998	-0.100027	-0.100027	81	81.329482999999996	81.329482999999996	0.50164699999999995	0.50164699999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.337407000000001	11.337407000000001	12	12	0	0	0	0	7.9843640000000002	7.9843640000000002	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.32177100000001	181.32177100000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.74287414550781	7.7599081993103027	35	495.09097290039063	99.223007202148438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360442	2025-03-31 15:09:41	1	1	1	0.5	1	1	-10000181.484944999	-10000181.484944999	15.070515	15.070515	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.086052000000002	38.086052000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.498304000000005	88.498304000000005	0.010635	0.010635	1037.4329833984375	1033.0222659999999	1033.0222659999999	12.558121681213381	12.359361	12.359361	26.535484313964844	26.413408	26.413408	-0.35999599999999998	-0.35999599999999998	3.8447120189666752	3.8299810000000001	3.8299810000000001	-0.114787	-0.114787	81	81.324498000000006	81.324498000000006	0.50162200000000001	0.50162200000000001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.532128	11.532128	12	12	0	0	0	0	7.9543249999999999	7.9543249999999999	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.48645200000001	181.48645200000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.03193664550781	7.7403578758239746	35	495.00262451171869	99.215148925781236	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360443	2025-03-31 15:10:11	1	1	0	0.5	1	1	-10000181.349251	-10000181.349251	14.796025999999999	14.796025999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.086052000000002	38.086052000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.480386999999993	88.480386999999993	-0.017916999999999999	-0.017916999999999999	997.38391113281239	992.90833599999996	992.90833599999996	12.869126319885254	12.669646999999999	12.669646999999999	26.850532531738281	26.725646000000001	26.725646000000001	-0.291738	-0.291738	3.5763657093048096	3.5626769999999999	3.5626769999999999	-0.17407500000000001	-0.17407500000000001	81	81.319350999999997	81.319350999999997	0.50159699999999996	0.50159699999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.371670999999999	11.371670999999999	12	12	0	0	0	0	7.9790590000000003	7.9790590000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.35073	181.35073	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.71844482421875	7.7733340263366708	35	495.00262451171869	99.219078063964844	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360444	2025-03-31 15:10:41	1	1	1	0.5	1	1	-10000181.581509	-10000181.581509	15.158711	15.158711	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.086052000000002	38.086052000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.478599000000003	88.478599000000003	-0.0017880000000000001	-0.0017880000000000001	1050.275634765625	1045.7466219999999	1045.7466219999999	12.623989105224608	12.424298	12.424298	27.194042205810547	27.068328999999999	27.068328999999999	-0.221416	-0.221416	3.6327171325683594	3.6013480000000002	3.6013480000000002	-0.15990599999999999	-0.15990599999999999	81	81.313959999999994	81.313959999999994	0.50156999999999996	0.50156999999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.583024999999999	11.583024999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.58302499999999	181.58302499999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	143.57391357421875	7.7766318321228036	35	494.97320556640625	99.213188171386719	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360445	2025-03-31 15:11:11	1	1	0	0.5	1	1	-10000181.563665999	-10000181.563665999	15.148668000000001	15.148702	145.009872	145.009872	1	0	1	0	145.009872	145.009872	38.086052000000002	38.085338	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.477304000000004	88.478095999999994	-0.0012960000000000001	-0.000504	1048.5274658203125	1043.9760000000001	1043.9760000000001	12.943051338195801	12.738564	12.743554	26.979103088378903	26.854147000000001	26.854147000000001	-0.23728199999999999	-0.23728199999999999	3.9565927982330318	3.9832779999999999	3.9832920000000001	0.015649	0.015651999999999999	81	81.308407000000003	81.308407000000003	0.50154200000000004	0.50154200000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.575943000000001	11.575943000000001	12	12	0	0	0	0	7.9892380000000003	7.9892380000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.565181	181.565181	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.24330139160156	7.7775750160217276	35	494.91427612304688	99.221038818359375	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360446	2025-03-31 15:11:41	1	1	1	0.5	1	1	-10000181.421134001	-10000181.421134001	14.899853999999999	14.899853999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.085338999999998	38.085338999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.478356000000005	88.477564999999998	0.000261	-0.00052999999999999998	1013.1555786132813	1008.630328	1008.630328	12.20308780670166	12.003819	12.003819	26.963399887084961	26.839334999999998	26.839334999999998	-0.23975299999999999	-0.23975299999999999	3.6314976215362553	3.5961889999999999	3.5961889999999999	-0.046108000000000003	-0.046108000000000003	81	81.303014000000005	81.303014000000005	0.50151500000000004	0.50151500000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.434559	11.434559	12	12	0	0	0	0	7.9880649999999997	7.9880649999999997	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.42262400000001	181.42262400000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	147.91220092773438	7.7771034240722656	35	494.8848876953125	99.215148925781236	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360447	2025-03-31 15:12:11	1	1	0	0.5	1	1	-10000181.360881999	-10000181.360881999	14.823422000000001	14.823422000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.085338999999998	38.085338999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.486660999999998	88.486660999999998	0.0090959999999999999	0.0090959999999999999	1001.43310546875	996.94873299999995	996.94873299999995	12.800559997558594	12.602024999999999	12.602024999999999	26.789682388305664	26.668489000000001	26.668489000000001	-0.25287999999999999	-0.25287999999999999	3.8396382331848145	3.8176260000000002	3.8176260000000002	-0.018290000000000001	-0.018290000000000001	81	81.298102	81.298102	0.50149100000000002	0.50149100000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.387833000000001	11.387833000000001	12	12	0	0	0	0	7.9745309999999998	7.9745309999999998	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.36236400000001	181.36236400000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.50401306152344	7.7603793144226083	35	494.82598876953131	99.213188171386719	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360448	2025-03-31 15:12:41	1	1	1	0.5	1	1	-10000181.305274	-10000181.305274	14.77023	14.77023	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.085338999999998	38.085338999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.482697999999999	88.482697999999999	-0.0039630000000000004	-0.0039630000000000004	994.31286621093761	989.86276299999997	989.86276299999997	12.172486305236816	11.974515999999999	11.974515999999999	26.443227767944336	26.324244	26.324244	-0.37561099999999997	-0.37561099999999997	4.2063722610473633	4.208094	4.208094	0.18971299999999999	0.18971299999999999	81	81.293591000000006	81.293591000000006	0.50146800000000002	0.50146800000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.359489	11.359489	12	12	0	0	0	0	7.9472620000000003	7.9472620000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.30675099999999	181.30675099999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.89913940429688	7.7676815986633292	35	494.7965087890625	99.2269287109375	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360449	2025-03-31 15:13:11	1	1	0	0.5	1	1	-10000181.384718001	-10000181.384718001	14.854616999999999	14.854616999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.085338999999998	38.085338999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.480919	88.480919	-0.001779	-0.001779	1005.751220703125	1001.373308	1001.373308	12.898200035095217	12.700915	12.700915	26.862310409545895	26.746008	26.746008	-0.37868600000000002	-0.37868600000000002	4.1313991546630859	4.1362920000000001	4.1362920000000001	0.23836399999999999	0.23836399999999999	81	81.289321000000001	81.289321000000001	0.50144699999999998	0.50144699999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.405531	11.405531	12	12	0	0	0	0	7.9806720000000002	7.9806720000000002	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.38620299999999	181.38620299999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.6009521484375	7.770979404449462	35	494.70819091796869	99.221038818359375	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
