10360450	2025-03-31 15:13:41	1	1	1	0.5	1	1	-10000181.464648001	-10000181.464648001	15.016258000000001	15.016258000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.085338999999998	38.085338999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.500641000000002	88.500641000000002	0.019722	0.019722	1028.572265625	1024.2472459999999	1024.2472459999999	13.46357536315918	13.266651	13.266651	26.715091705322266	26.600203	26.600203	-0.437166	-0.437166	3.6109724044799809	3.6102259999999999	3.6102259999999999	0.01932	0.01932	81	81.285211000000004	81.285211000000004	0.50142600000000004	0.50142600000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.497026999999999	11.497026999999999	12	12	0	0	0	0	7.9691219999999996	7.9691219999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.466149	181.466149	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	143.7906494140625	7.7347044944763184	35	494.619873046875	99.232818603515625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360451	2025-03-31 15:14:11	1	1	0	0.5	1	1	-10000181.497369001	-10000181.497369001	15.051072	15.051107	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.085338999999998	38.084623999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.456338000000002	88.457130000000006	-0.044303000000000002	-0.043511000000000001	1034.6400146484375	1030.327659	1030.327659	12.43671989440918	12.234575	12.239566999999999	26.822071075439453	26.706287	26.706287	-0.42138599999999998	-0.42138599999999998	3.6659290790557866	3.6582880000000002	3.6582590000000001	0.0098949999999999993	0.0098890000000000002	81	81.281019000000001	81.281019000000001	0.50140499999999999	0.50140499999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.521349000000001	11.521349000000001	12	12	0	0	0	0	7.977525	7.977525	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.498875	181.498875	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.86534118652344	7.814791202545166	35	494.56100463867182	99.223007202148438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360452	2025-03-31 15:14:41	1	1	1	0.5	1	1	-10000181.417687999	-10000181.417687999	14.904261	14.904296	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.084625000000003	38.083911000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.456214000000003	88.456215	-0.00091600000000000004	-0.00091500000000000001	1013.2787475585938	1008.99212	1008.99212	12.483332633972168	12.281095000000001	12.286087	26.893716812133789	26.777570999999998	26.777570999999998	-0.370201	-0.370201	3.9080395698547359	3.8994680000000002	3.899438	0.099426	0.099419999999999994	81	81.276504000000003	81.276504000000003	0.50138300000000002	0.50138300000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.436007	11.436007	12	12	0	0	0	0	7.9831719999999997	7.9831719999999997	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.41917900000001	181.41917900000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.76715087890625	7.8150272369384766	35	494.53152465820313	99.217117309570327	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360453	2025-03-31 15:15:11	1	1	0	0.5	1	1	-10000181.363144999	-10000181.363144999	14.796408	14.796408	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083911999999998	38.083911999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.452253999999996	88.451463000000004	-0.00396	-0.0047520000000000001	997.366455078125	993.06912999999997	993.06912999999997	12.761889457702637	12.564276	12.564276	27.010509490966797	26.892921999999999	26.892921999999999	-0.19731399999999999	-0.19731399999999999	3.6965317726135254	3.7002489999999999	3.7002489999999999	-0.0018439999999999999	-0.0018439999999999999	81	81.272311000000002	81.272311000000002	0.50136199999999997	0.50136199999999997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.372313999999999	11.372313999999999	12	12	0	0	0	0	7.9923099999999998	7.9923099999999998	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.36462399999999	181.36462399999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	143.99668884277344	7.8223285675048828	35	494.47265625	99.223007202148438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360454	2025-03-31 15:15:41	1	1	1	0.5	1	1	-10000181.575662	-10000181.575662	15.198986	15.198986	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083911999999998	38.083911999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.442507000000006	88.442507000000006	-0.0089549999999999994	-0.0089549999999999994	1055.68896484375	1051.3329900000001	1051.3329900000001	12.876551628112791	12.678272	12.678272	26.754350662231445	26.634156999999998	26.634156999999998	-0.21481500000000001	-0.21481500000000001	3.8530960083007817	3.8589229999999999	3.8589229999999999	-0.050680999999999997	-0.050680999999999997	81	81.268439000000001	81.268439000000001	0.50134199999999995	0.50134199999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.605371	11.605371	12	12	0	0	0	0	7.9718119999999999	7.9718119999999999	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.57718199999999	181.57718199999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	143.46456909179688	7.8388171195983887	35	494.41378784179688	99.236740112304688	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360455	2025-03-31 15:16:11	1	1	0	0.5	1	1	-10000181.419405	-10000181.419405	14.903314	14.903347999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083911999999998	38.083198000000003	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.438005000000004	88.438798000000006	-0.0045019999999999999	-0.0037100000000000002	1013.0563354492188	1008.673615	1008.673615	12.665800094604492	12.462173999999999	12.467165	26.936901092529297	26.815315999999999	26.815315999999999	-0.139658	-0.139658	3.817598819732666	3.8258969999999999	3.8258679999999998	-0.019616999999999999	-0.019623000000000002	81	81.264808000000002	81.264808000000002	0.50132399999999999	0.50132399999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.434733	11.434733	12	12	0	0	0	0	7.9861620000000002	7.9861620000000002	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.420895	181.420895	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.47779846191406	7.8456478118896484	35	494.38430786132818	99.224960327148438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360456	2025-03-31 15:16:41	1	1	1	0.5	1	1	-10000181.364248	-10000181.364248	14.807783000000001	14.807783000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.442515999999998	88.441725000000005	0.003718	0.0029269999999999999	999.89245605468761	995.48376599999995	995.48376599999995	11.997992515563965	11.799118	11.799118	26.90745735168457	26.784935999999998	26.784935999999998	-0.17934600000000001	-0.17934600000000001	3.5826451778411865	3.58277	3.58277	-0.089066999999999993	-0.089066999999999993	81	81.261419000000004	81.261419000000004	0.50130699999999995	0.50130699999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.381973	11.381973	12	12	0	0	0	0	7.9837559999999996	7.9837559999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.36572899999999	181.36572899999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.56011962890625	7.8388171195983887	35	494.35488891601563	99.246551513671875	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360457	2025-03-31 15:17:11	1	1	0	0.5	1	1	-10000181.396718999	-10000181.396718999	14.891002	14.891002	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.457222999999999	88.457222999999999	0.015499000000000001	0.015499000000000001	1011.4545288085938	1007.028107	1007.028107	12.521507263183594	12.322334	12.322334	26.735702514648441	26.612015	26.612015	-0.26685700000000001	-0.26685700000000001	3.9134643077850342	3.9089290000000001	3.9089290000000001	-0.039754999999999999	-0.039754999999999999	81	81.258189999999999	81.258189999999999	0.50129100000000004	0.50129100000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.428151	11.428151	12	12	0	0	0	0	7.9700579999999999	7.9700579999999999	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.39820800000001	181.39820800000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.3648681640625	7.8103160858154306	35	494.325439453125	99.234779357910156	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360458	2025-03-31 15:17:41	1	1	1	0.5	1	1	-10000181.449429	-10000181.449429	14.9307	14.9307	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.471050000000005	88.471050000000005	0.013827000000000001	0.013827000000000001	1017.5061645507813	1013.127599	1013.127599	12.17841625213623	11.979545999999999	11.979545999999999	27.091972351074219	26.969469	26.969469	-0.232877	-0.232877	3.9014825820922847	3.9102399999999999	3.9102399999999999	-0.037317000000000003	-0.037317000000000003	81	81.255122	81.255122	0.50127600000000005	0.50127600000000005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.452548999999999	11.452548999999999	12	12	0	0	0	0	7.9983740000000001	7.9983740000000001	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.45092199999999	181.45092199999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.78097534179688	7.7848763465881348	35	494.325439453125	99.240669250488281	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360459	2025-03-31 15:18:11	1	1	0	0.5	1	1	-10000181.546122	-10000181.546122	15.099252999999999	15.099252999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.480650999999995	88.480650999999995	0.0096010000000000002	0.0096010000000000002	1041.225341796875	1036.8984359999999	1036.8984359999999	12.848895072937012	12.650553	12.650553	27.325557708740231	27.205119	27.205119	-0.17008999999999999	-0.17008999999999999	3.9323320388793945	3.9527199999999998	3.9527199999999998	-0.013963	-0.013963	81	81.251973000000007	81.251973000000007	0.50126000000000004	0.50126000000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.547632	11.547632	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.54763199999999	181.54763199999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.27523803710938	7.7672100067138672	35	494.325439453125	99.242630004882813	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360460	2025-03-31 15:18:41	1	1	1	0.5	1	1	-10000181.6	-10000181.6	15.19004	15.19004	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.480138999999994	88.480138999999994	-0.00051199999999999998	-0.00051199999999999998	1054.6483154296875	1050.370126	1050.370126	12.541790008544922	12.343773000000001	12.343773000000001	27.393278121948239	27.274111999999999	27.274111999999999	-0.16603999999999999	-0.16603999999999999	4.0991511344909668	4.117165	4.117165	0.101718	0.101718	81	81.248741999999993	81.248741999999993	0.50124400000000002	0.50124400000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.601519	11.601519	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.601519	181.601519	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	145.20106506347656	7.7681522369384766	35	494.325439453125	99.238708496093764	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360461	2025-03-31 15:19:11	1	1	0	0.5	1	1	-10000181.365349	-10000181.365349	14.803677	14.803677	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.470803000000004	88.470803000000004	-0.0093360000000000005	-0.0093360000000000005	998.682861328125	994.45003499999996	994.45003499999996	12.435300827026367	12.237515999999999	12.237515999999999	26.969289779663089	26.851033000000001	26.851033000000001	-0.291962	-0.291962	3.6528365612030034	3.6728519999999998	3.6728519999999998	-0.0028660000000000001	-0.0028660000000000001	81	81.245754000000005	81.245754000000005	0.50122900000000004	0.50122900000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.377838000000001	11.377838000000001	12	12	0	0	0	0	7.9889919999999996	7.9889919999999996	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.36682999999999	181.36682999999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.6751708984375	7.7853479385375985	35	494.26654052734375	99.244598388671875	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360462	2025-03-31 15:19:41	1	1	1	0.5	1	1	-10000181.54019	-10000181.54019	15.08996	15.08996	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.463893999999996	88.463893999999996	-0.0069090000000000002	-0.0069090000000000002	1039.6192626953125	1035.4151690000001	1035.4151690000001	12.983955383300779	12.786146	12.786146	27.185209274291992	27.066858	27.066858	-0.097542000000000004	-0.097542000000000004	3.8885719776153569	3.8916249999999999	3.8916249999999999	0.037769999999999998	0.037769999999999998	81	81.243088	81.243088	0.50121499999999997	0.50121499999999997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.541698999999999	11.541698999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.54169899999999	181.54169899999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	143.44322204589844	7.7980670928955069	35	494.23709106445313	99.25244140625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360463	2025-03-31 15:20:11	1	1	0	0.5	1	1	-10000181.72043	-10000181.72043	15.401192999999999	15.401192999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.492699000000002	88.492699000000002	0.028805000000000001	0.028805000000000001	1084.65478515625	1080.482886	1080.482886	13.048039436340332	12.850358999999999	12.850358999999999	27.290225982666016	27.172377000000001	27.172377000000001	-0.07596	-0.07596	3.6521048545837398	3.6359349999999999	3.6359349999999999	-0.036831000000000003	-0.036831000000000003	81	81.240825999999998	81.240825999999998	0.50120399999999998	0.50120399999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.721971	11.721971	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.721971	181.721971	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.04890441894531	7.745068073272706	35	494.20767211914063	99.248519897460938	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360464	2025-03-31 15:20:41	1	1	1	0.5	1	1	-10000181.49659	-10000181.49659	15.012325000000001	15.012325000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.485787999999999	88.485787999999999	-0.0069119999999999997	-0.0069119999999999997	1028.6156005859375	1024.5132530000001	1024.5132530000001	12.627420425415041	12.430287999999999	12.430287999999999	27.136137008666992	27.020432	27.020432	-0.056668000000000003	-0.056668000000000003	3.640064001083374	3.627437	3.627437	-0.13971900000000001	-0.13971900000000001	81	81.238887000000005	81.238887000000005	0.50119400000000003	0.50119400000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.498091000000001	11.498091000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.49809099999999	181.49809099999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.66403198242188	7.7577886581420898	35	494.20767211914063	99.236740112304688	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360465	2025-03-31 15:21:11	1	1	0	0.5	1	1	-10000181.44252	-10000181.44252	14.929131999999999	14.929131999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.083199	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.479521000000005	88.479521000000005	-0.006267	-0.006267	1016.637451171875	1012.57385	1012.57385	12.502772331237791	12.305815000000001	12.305815000000001	27.025232315063477	26.910212999999999	26.910212999999999	-0.040598000000000002	-0.040598000000000002	4.0408258438110352	4.0458590000000001	4.0458590000000001	-0.077696000000000001	-0.077696000000000001	81	81.237269999999995	81.237269999999995	0.50118600000000002	0.50118600000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.450334	11.450334	12	12	0	0	0	0	7.9936800000000003	7.9936800000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.44401300000001	181.44401300000001	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	144.48756408691406	7.7693295478820801	35	494.17819213867182	99.246551513671875	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10360466	2025-03-31 15:21:41	1	1	1	0.5	1	1	-10000181.590752	-10000181.590752	15.175447	15.175481	145.009872	145.009872	1	0	0	0	145.009872	145.009872	38.083199	38.082484000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	88.620002999999997	88	88.487305000000006	88.488095999999999	0.0077840000000000001	0.0085760000000000003	1052.11083984375	1048.057607	1048.057607	12.74189567565918	12.540176000000001	12.545168	27.159690856933594	27.045570999999999	27.045570999999999	0.062575000000000006	0.062575000000000006	3.9244260787963863	3.919359	3.91933	-0.077465999999999993	-0.077470999999999998	81	81.235816	81.235816	0.50117900000000004	0.50117900000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.592269	11.592269	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.59226899999999	181.59226899999999	4.3800749778747559	2.1445951142614064e-19	3.9162824153900142	2.172607421875	89.531036376953125	146.51634216308594	7.7535476684570321	35	494.17819213867182	99.248519897460938	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
